measure,n,days,win_rate,pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top1,top3_share,top5_share,ex_top5_pnl,entry_policy,entry_rule,asset,variant,price_bin,status,exp_ci95,p_perm,day_var,holm_adj_p
gross,70,25,0.4857,-7.7202,-0.110289,0.8318,-1.0,0.8318,11.1027,-1.0,0.9608,-0.3734,-0.6223,-12.5241,GRID,T-5,DOGE,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.343186, 0.083308]",0.87956,1.748907,1.0
gross,91,25,0.6923,6.3277,0.069536,0.5449,-1.0,0.5449,5.8404,0.4925,0.6667,0.3161,0.5181,3.049,GRID,T-5,DOGE,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.074954, 0.215643]",0.16042,1.784044,1.0
gross,119,28,0.7059,-6.8065,-0.057197,0.3356,-1.0,0.3356,7.908,0.2987,0.4286,-0.1889,-0.3148,-8.9493,GRID,T-5,DOGE,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.155691, 0.030457]",0.91954,0.889634,1.0
gross,161,26,0.8199,-5.2992,-0.032914,0.1796,-1.0,0.1796,8.9868,0.1628,0.25,-0.1415,-0.2359,-6.5492,GRID,T-5,DOGE,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.108793, 0.042938]",0.810095,1.45733,1.0
gross,359,27,0.9749,3.7221,0.010368,0.0363,-1.0,0.0363,1.901,0.0204,0.1111,0.0896,0.1493,3.1666,GRID,T-5,DOGE,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.00134, 0.022348]",0.038481,0.179797,1.0
gross,135,27,0.0296,15.0,0.111111,36.5,-1.0,36.5,42.0,-1.0,49.0,8.1333,9.6667,-130.0,GRID,T-5,DOGE,YES_OUTSIDER,"[0.01,0.05)",OK,"[-0.782609, 1.18254]",0.385807,174.839506,1.0
gross,155,27,0.0452,-44.7619,-0.288786,14.7483,-1.0,14.7483,47.5476,-1.0,19.0,-1.1989,-1.7926,-125.0,GRID,T-5,DOGE,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.721378, 0.151733]",0.909045,42.800502,1.0
gross,115,26,0.0696,-44.2774,-0.385021,7.8403,-1.0,7.8403,48.3683,-1.0,9.0,-0.5687,-0.9342,-85.641,GRID,T-5,DOGE,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.763178, 0.105626]",0.950025,29.458229,1.0
gross,81,26,0.1235,-23.2579,-0.287135,4.7742,-1.0,4.7742,35.4181,-1.0,5.25,-0.6772,-1.097,-48.7726,GRID,T-5,DOGE,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.641003, 0.110283]",0.943528,9.148326,1.0
gross,69,25,0.1449,-23.3511,-0.338422,3.5649,-1.0,3.5649,30.3043,-1.0,4.0,-0.5139,-0.8176,-42.442,GRID,T-5,DOGE,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.742717, 0.078072]",0.955022,8.264566,1.0
gross,63,21,0.1429,-30.1049,-0.477856,2.655,-1.0,2.655,31.8086,-1.0,3.0,-0.2891,-0.4643,-44.0837,GRID,T-5,DOGE,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.781974, -0.160747]",0.996002,6.12445,1.0
gross,41,20,0.2927,-3.4388,-0.083872,2.1301,-1.0,2.1301,11.3141,-1.0,2.3333,-2.0043,-3.2696,-14.682,GRID,T-5,DOGE,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.555548, 0.421421]",0.615192,5.596729,1.0
gross,65,24,0.3846,2.4012,0.036942,1.696,-1.0,1.696,9.9438,-1.0,1.8571,2.3203,3.8671,-6.8845,GRID,T-5,DOGE,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.221592, 0.317357]",0.362819,3.06458,1.0
gross,103,25,0.4272,-2.5588,-0.024842,1.2828,-1.0,1.2828,17.2198,-1.0,1.5,-1.7587,-2.9311,-10.0588,GRID,T-5,DOGE,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.248424, 0.168513]",0.586207,4.743381,1.0
gross,36,18,0.4444,-4.9829,-0.138414,0.9386,-1.0,0.9386,9.5342,-1.0,1.0,-0.6021,-1.0034,-9.9829,GRID,T-5,DOGE,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.439446, 0.25517]",0.76012,2.797459,1.0
gross,3,3,0.3333,-1.3607,-0.453552,0.6393,-1.0,0.6393,1.3607,-1.0,0.6393,1.0,1.0,0.0,GRID,T-5,DOGE,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,,,,
gross,3,2,0.3333,-1.9899,-0.6633,0.0101,-1.0,0.0101,2.0,-1.0,0.0101,1.0,1.0,0.0,GRID,T-5,DOGE,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,44,23,0.9773,-0.9007,-0.020471,0.0023,-1.0,0.0023,1.0,0.002,0.006,-0.0179,-0.0268,-0.9248,GRID,T-5,ETH,YES_FAVORITE,ABOVE_0.99,OK,"[-0.081216, 0.002649]",0.746127,0.041974,1.0
gross,87,25,0.5862,4.9879,0.057332,0.8037,-1.0,0.8037,7.1569,0.6949,0.9608,0.5779,0.9556,0.2217,GRID,T-5,ETH,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.105462, 0.237427]",0.255872,2.18437,1.0
gross,89,25,0.7416,13.078,0.146944,0.5466,-1.0,0.5466,4.7831,0.5152,0.6667,0.1529,0.2528,9.772,GRID,T-5,ETH,YES_FAVORITE,"[0.60,0.70)",OK,"[0.00842, 0.286519]",0.024488,1.715145,1.0
gross,115,27,0.7826,5.4924,0.04776,0.3388,-1.0,0.3388,3.691,0.3158,0.4286,0.2341,0.3901,3.3495,GRID,T-5,ETH,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.035537, 0.135388]",0.114443,0.898713,1.0
gross,162,27,0.8704,4.3692,0.026971,0.1799,-1.0,0.1799,4.0158,0.1628,0.25,0.1717,0.2861,3.1192,GRID,T-5,ETH,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.028081, 0.085786]",0.165917,0.739248,1.0
gross,339,27,0.9322,-8.9181,-0.026307,0.0446,-1.0,0.0446,10.5026,0.0309,0.1111,-0.0374,-0.0623,-9.4737,GRID,T-5,ETH,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.064723, 0.006962]",0.922039,1.358673,1.0
gross,13,12,0.0,-13.0,-1.0,0.0,-1.0,0.0,13.0,-1.0,-1.0,0.2308,0.3846,-8.0,GRID,T-5,ETH,YES_OUTSIDER,BELOW_0.01,OK,"[-1.0, -1.0]",1.0,0.076389,1.0
gross,186,27,0.0108,-102.6667,-0.551971,40.6667,-1.0,40.6667,127.6667,-1.0,49.0,-0.7825,-0.763,-181.0,GRID,T-5,ETH,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 0.072607]",0.991504,103.878676,1.0
gross,154,28,0.0584,-23.4841,-0.152494,13.5018,-1.0,13.5018,56.0,-1.0,19.0,-2.1433,-3.2748,-100.3889,GRID,T-5,ETH,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.630848, 0.361317]",0.725637,49.619858,1.0
gross,100,28,0.1,-18.3383,-0.183383,7.1662,-1.0,7.1662,29.4073,-1.0,9.0,-1.3732,-2.173,-58.1868,GRID,T-5,ETH,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.559652, 0.223905]",0.837581,13.100362,1.0
gross,93,26,0.0968,-38.7353,-0.416509,5.0294,-1.0,5.0294,38.7353,-1.0,5.6667,-0.4281,-0.6897,-65.451,GRID,T-5,ETH,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.74559, -0.064038]",0.992504,10.307125,1.0
gross,67,23,0.2388,8.7058,0.129938,3.7316,-1.0,3.7316,14.2381,-1.0,4.0,1.3784,2.2973,-11.2942,GRID,T-5,ETH,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.327825, 0.625999]",0.288856,11.51454,1.0
gross,64,24,0.1719,-22.7491,-0.355455,2.7501,-1.0,2.7501,22.7491,-1.0,3.0,-0.3889,-0.6391,-37.2876,GRID,T-5,ETH,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.692644, 0.002741]",0.974513,5.172718,1.0
gross,48,20,0.4167,13.9585,0.290802,2.0979,-1.0,2.0979,5.0,-1.0,2.3333,0.5015,0.8281,2.3994,GRID,T-5,ETH,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.037456, 0.639427]",0.031984,3.032595,1.0
gross,41,21,0.3902,2.1716,0.052966,1.6982,-1.0,1.6982,11.4402,-1.0,1.8571,2.5656,4.2028,-6.9554,GRID,T-5,ETH,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.386453, 0.585167]",0.424288,5.009853,1.0
gross,88,27,0.5,9.9204,0.112732,1.2255,-1.0,1.2255,9.6605,0.0204,1.5,0.4536,0.7437,2.5423,GRID,T-5,ETH,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.122159, 0.319868]",0.151424,3.682679,1.0
gross,18,11,0.5556,1.579,0.087723,0.9579,-1.0,0.9579,4.0392,0.8868,1.0,1.8999,3.1417,-3.3818,GRID,T-5,ETH,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.436356, 0.569222]",0.36082,2.262661,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-5,ETH,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,42,22,1.0,0.0843,0.002006,0.002,0.0,,0.0,0.001,0.0081,0.227,0.3223,0.0571,GRID,T-5,SOL,YES_FAVORITE,ABOVE_0.99,OK,"[0.001608, 0.002567]",0.0005,8e-06,0.1555
gross,100,25,0.52,-5.8397,-0.058397,0.8108,-1.0,0.8108,8.0919,0.6949,0.9608,-0.4936,-0.8226,-10.6437,GRID,T-5,SOL,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.203196, 0.06889]",0.806597,1.765856,1.0
gross,75,26,0.68,3.0063,0.040084,0.5295,-1.0,0.5295,5.1271,0.4925,0.6667,0.6653,1.0906,-0.2724,GRID,T-5,SOL,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.13474, 0.210821]",0.315342,1.864672,1.0
gross,118,27,0.7542,1.4507,0.012294,0.3421,-1.0,0.3421,6.1931,0.3072,0.4286,0.8863,1.4772,-0.6922,GRID,T-5,SOL,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.088931, 0.111981]",0.417791,1.272318,1.0
gross,135,26,0.8296,-2.9286,-0.021693,0.1792,-1.0,0.1792,4.6224,0.1628,0.25,-0.2561,-0.4268,-4.1786,GRID,T-5,SOL,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.100084, 0.040414]",0.717141,0.877439,1.0
gross,378,27,0.9444,-7.8083,-0.020657,0.037,-1.0,0.037,8.1293,0.0204,0.1111,-0.0427,-0.0711,-8.3638,GRID,T-5,SOL,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.04925, 0.002913]",0.928536,0.821136,1.0
gross,6,6,0.0,-6.0,-1.0,0.0,-1.0,0.0,6.0,-1.0,-1.0,0.5,0.8333,-1.0,GRID,T-5,SOL,YES_OUTSIDER,BELOW_0.01,INSUFFICIENT_SAMPLE,,,,
gross,179,28,0.0335,54.3333,0.303538,37.8889,-1.0,37.8889,87.0,-1.0,49.0,2.7055,3.7423,-149.0,GRID,T-5,SOL,YES_OUTSIDER,"[0.01,0.05)",OK,"[-0.54023, 1.131783]",0.265367,222.857568,1.0
gross,147,27,0.0272,-81.6032,-0.555124,15.3492,-1.0,15.3492,81.6032,-1.0,19.0,-0.6285,-0.7401,-142.0,GRID,T-5,SOL,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.917081, -0.092971]",0.999,37.520324,1.0
gross,101,27,0.099,-16.8213,-0.166547,7.4179,-1.0,7.4179,28.9641,-1.0,9.0,-1.6051,-2.5221,-59.2455,GRID,T-5,SOL,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.574677, 0.321212]",0.773113,18.644111,1.0
gross,86,27,0.1512,-12.2857,-0.142857,4.6703,-1.0,4.6703,30.7565,-1.0,5.25,-1.2521,-2.0469,-37.4327,GRID,T-5,SOL,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.551177, 0.365446]",0.732634,15.542609,1.0
gross,76,26,0.1711,-17.8511,-0.234883,3.473,-1.0,3.473,21.7299,-1.0,4.0,-0.6722,-1.0695,-36.942,GRID,T-5,SOL,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.55176, 0.085056]",0.902549,6.507945,1.0
gross,63,23,0.254,-3.3106,-0.052549,2.7306,-1.0,2.7306,17.2766,-1.0,3.0,-2.7185,-4.4844,-18.1568,GRID,T-5,SOL,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.461214, 0.405041]",0.592204,8.241373,1.0
gross,48,22,0.2708,-7.1306,-0.148553,2.1438,-1.0,2.1438,16.6384,-1.0,2.3333,-0.9515,-1.5758,-18.3671,GRID,T-5,SOL,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.586943, 0.357545]",0.733633,6.833209,1.0
gross,48,24,0.4375,8.6897,0.181036,1.6995,-1.0,1.6995,10.0,-1.0,1.8571,0.6412,1.0595,-0.5166,GRID,T-5,SOL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.278481, 0.60464]",0.224388,5.428703,1.0
gross,102,26,0.4118,-8.4829,-0.083166,1.2266,-1.0,1.2266,16.47,-1.0,1.5,-0.5233,-0.8626,-15.8,GRID,T-5,SOL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.377188, 0.208344]",0.721139,9.182405,1.0
gross,27,13,0.5185,0.432,0.015999,0.9594,-1.0,0.9594,6.1176,0.8182,1.0,6.9449,11.5749,-4.568,GRID,T-5,SOL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.375466, 0.385761]",0.456272,1.927536,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-5,SOL,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,,,,
gross,2,1,0.5,-0.9796,-0.489796,0.0204,-1.0,0.0204,1.0,-0.4898,0.0204,1.0,1.0,0.0,GRID,T-5,SOL,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,32,19,1.0,0.0632,0.001975,0.002,0.0,,0.0,0.001,0.0091,0.2867,0.3819,0.0391,GRID,T-5,XRP,YES_FAVORITE,ABOVE_0.99,OK,"[0.001451, 0.002598]",0.0005,7e-06,0.1555
gross,77,24,0.6104,8.3462,0.108392,0.8159,-1.0,0.8159,4.4297,0.7241,0.9608,0.3453,0.5756,3.5423,GRID,T-5,XRP,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.013747, 0.308416]",0.034983,0.979497,1.0
gross,108,27,0.6574,1.4752,0.013659,0.5419,-1.0,0.5419,6.4781,0.4706,0.6667,1.3558,2.2225,-1.8035,GRID,T-5,XRP,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.154859, 0.163284]",0.441779,2.811525,1.0
gross,119,26,0.7311,-3.5026,-0.029434,0.3276,-1.0,0.3276,5.5478,0.2987,0.4286,-0.3671,-0.606,-5.6254,GRID,T-5,XRP,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.127256, 0.059121]",0.742129,1.21577,1.0
gross,147,28,0.7959,-9.4704,-0.064425,0.1755,-1.0,0.1755,10.9083,0.1628,0.25,-0.0792,-0.132,-10.7204,GRID,T-5,XRP,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.132203, -0.001372]",0.983008,0.827903,1.0
gross,378,28,0.9444,-6.8294,-0.018067,0.0397,-1.0,0.0397,11.1549,0.0309,0.1111,-0.0488,-0.0813,-7.3849,GRID,T-5,XRP,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.042262, 0.004544]",0.937531,0.751076,1.0
gross,17,11,0.0,-17.0,-1.0,0.0,-1.0,0.0,17.0,-1.0,-1.0,0.1765,0.2941,-12.0,GRID,T-5,XRP,YES_OUTSIDER,BELOW_0.01,OK,"[-1.0, -1.0]",1.0,0.61157,1.0
gross,182,27,0.0165,-73.6667,-0.404762,35.1111,-1.0,35.1111,92.0,-1.0,49.0,-1.4299,-1.4027,-177.0,GRID,T-5,XRP,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 0.372549]",0.872564,157.127876,1.0
gross,145,26,0.069,-3.1349,-0.02162,13.1865,-1.0,13.1865,49.0,-1.0,15.6667,-14.9924,-23.4684,-76.7064,GRID,T-5,XRP,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.59115, 0.749241]",0.497751,92.868171,1.0
gross,106,25,0.0566,-53.7406,-0.506987,7.7099,-1.0,7.7099,56.4329,-1.0,9.0,-0.4855,-0.7465,-93.8571,GRID,T-5,XRP,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.823077, -0.127931]",1.0,14.770554,1.0
gross,73,26,0.0685,-44.7105,-0.612473,4.6579,-1.0,4.6579,49.2237,-1.0,5.25,-0.3302,-0.5209,-68.0,GRID,T-5,XRP,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.902344, -0.297044]",1.0,5.542494,1.0
gross,56,20,0.1429,-19.5281,-0.348717,3.559,-1.0,3.559,25.0519,-1.0,3.7619,-0.5779,-0.9521,-38.1212,GRID,T-5,XRP,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.770022, 0.072588]",0.966017,6.216297,1.0
gross,54,24,0.2407,-7.3925,-0.136898,2.5852,-1.0,2.5852,17.9409,-1.0,2.8462,-1.1165,-1.8301,-20.9212,GRID,T-5,XRP,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.463025, 0.270552]",0.751624,4.451725,1.0
gross,49,22,0.2245,-15.259,-0.311407,2.0674,-1.0,2.0674,15.259,-1.0,2.2258,-0.431,-0.7095,-26.0856,GRID,T-5,XRP,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.600251, -0.031918]",0.987006,2.185909,1.0
gross,48,24,0.3333,-4.7843,-0.099674,1.701,-1.0,1.701,8.4605,-1.0,1.8571,-1.1479,-1.8911,-13.832,GRID,T-5,XRP,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.387627, 0.227406]",0.738631,2.187528,1.0
gross,100,26,0.44,-1.7385,-0.017385,1.2332,-1.0,1.2332,14.6613,-1.0,1.5,-2.5884,-4.2789,-9.1776,GRID,T-5,XRP,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.184753, 0.161928]",0.56072,3.015214,1.0
gross,28,14,0.5357,1.3075,0.046697,0.9538,-1.0,0.9538,3.0392,0.8868,1.0,2.2944,3.794,-3.6533,GRID,T-5,XRP,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.191036, 0.332358]",0.338331,0.94653,1.0
gross,2,1,0.0,-2.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-5,XRP,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,4,4,1.0,0.0181,0.004529,0.0045,0.0,,0.0,0.004,0.0091,0.9447,1.0,0.0,GRID,T-8,BTC,YES_FAVORITE,ABOVE_0.99,INSUFFICIENT_SAMPLE,,,,
gross,157,28,0.5924,13.87,0.088344,0.8373,-1.0,0.8373,6.6001,0.7241,0.9608,0.2078,0.3464,9.0661,GRID,T-8,BTC,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.071197, 0.265809]",0.152424,6.260434,1.0
gross,172,27,0.6453,-0.4173,-0.002426,0.5458,-1.0,0.5458,8.5626,0.4706,0.6667,-4.793,-7.9883,-3.7506,GRID,T-8,BTC,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.114325, 0.108644]",0.518741,3.609299,1.0
gross,170,26,0.7353,-1.9978,-0.011752,0.344,-1.0,0.344,16.1951,0.3158,0.4286,-0.6436,-1.0726,-4.1406,GRID,T-8,BTC,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.105488, 0.086153]",0.610195,2.756174,1.0
gross,223,27,0.843,-0.1117,-0.000501,0.1856,-1.0,0.1856,6.9298,0.1628,0.25,-6.7166,-11.1943,-1.3617,GRID,T-8,BTC,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.058099, 0.058992]",0.504248,1.59279,1.0
gross,176,27,0.9375,-0.1398,-0.000795,0.0658,-1.0,0.0658,3.2572,0.0638,0.1111,-2.3837,-3.9728,-0.6954,GRID,T-8,BTC,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.041748, 0.032137]",0.526737,0.378772,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-8,BTC,YES_OUTSIDER,BELOW_0.01,INSUFFICIENT_SAMPLE,,,,
gross,26,18,0.0,-26.0,-1.0,0.0,-1.0,0.0,26.0,-1.0,-1.0,0.1154,0.1923,-21.0,GRID,T-8,BTC,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, -1.0]",1.0,0.469136,1.0
gross,98,27,0.0408,-31.2143,-0.318513,15.6964,-1.0,15.6964,37.0,-1.0,19.0,-1.643,-1.9794,-93.0,GRID,T-8,BTC,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, 0.389675]",0.824088,41.421782,1.0
gross,87,26,0.0575,-46.0476,-0.529283,7.1905,-1.0,7.1905,46.0476,-1.0,9.0,-0.514,-0.7808,-82.0,GRID,T-8,BTC,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.843675, -0.16053]",1.0,9.219609,1.0
gross,103,27,0.1553,-9.3003,-0.090294,4.8562,-1.0,4.8562,21.1944,-1.0,5.6667,-1.7831,-2.9121,-36.3836,GRID,T-8,BTC,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.464342, 0.275995]",0.669165,13.980049,1.0
gross,106,26,0.1698,-25.0561,-0.236378,3.4969,-1.0,3.4969,32.4379,-1.0,4.0,-0.4694,-0.7697,-44.3418,GRID,T-8,BTC,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.522388, 0.068923]",0.922039,11.113643,1.0
gross,89,25,0.2247,-14.8142,-0.166452,2.7093,-1.0,2.7093,20.2625,-1.0,3.0,-0.6075,-1.0125,-29.8142,GRID,T-8,BTC,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.474198, 0.174664]",0.829085,9.041285,1.0
gross,90,26,0.3778,15.4662,0.171846,2.1019,-1.0,2.1019,6.0588,-1.0,2.3333,0.4526,0.7543,3.7995,GRID,T-8,BTC,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.105111, 0.427071]",0.09995,5.462511,1.0
gross,88,25,0.3068,-14.6274,-0.166221,1.7175,-1.0,1.7175,24.8665,-1.0,1.8571,-0.3809,-0.6348,-23.9131,GRID,T-8,BTC,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.357105, 0.029268]",0.953023,3.022844,1.0
gross,169,27,0.4615,7.7315,0.045749,1.2658,-1.0,1.2658,12.4533,-1.0,1.5,0.582,0.9701,0.2315,GRID,T-8,BTC,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.119329, 0.214842]",0.290355,7.617355,1.0
gross,23,15,0.2609,-11.0392,-0.479966,0.9935,-1.0,0.9935,12.0392,-1.0,1.0,-0.2718,-0.4529,-16.0392,GRID,T-8,BTC,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.77923, -0.090909]",0.991004,1.397046,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-8,BTC,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,118,25,0.4576,-19.4639,-0.164948,0.8247,-1.0,0.8247,20.1588,-1.0,0.9608,-0.1481,-0.2468,-24.2678,GRID,T-8,DOGE,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.331079, -0.015359]",0.986507,3.080932,1.0
gross,153,26,0.5817,-15.4892,-0.101237,0.5451,-1.0,0.5451,24.6411,0.4493,0.6667,-0.1291,-0.2152,-18.8225,GRID,T-8,DOGE,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.238039, 0.03447]",0.916542,4.58133,1.0
gross,180,26,0.7333,-3.2219,-0.017899,0.3392,-1.0,0.3392,9.502,0.2987,0.4286,-0.3991,-0.6651,-5.3648,GRID,T-8,DOGE,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.090476, 0.053349]",0.690155,1.738802,1.0
gross,209,27,0.8373,-1.4332,-0.006858,0.1861,-1.0,0.1861,5.3496,0.1765,0.25,-0.5233,-0.8722,-2.6832,GRID,T-8,DOGE,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.058441, 0.045771]",0.610195,1.203494,1.0
gross,256,27,0.9766,6.4849,0.025332,0.0499,-1.0,0.0499,1.819,0.0417,0.1111,0.0514,0.0857,5.9293,GRID,T-8,DOGE,YES_FAVORITE,"[0.90,0.99]",OK,"[0.005316, 0.042275]",0.003498,0.235358,1.0
gross,29,16,0.1034,71.0,2.448276,32.3333,-1.0,32.3333,14.0,-1.0,49.0,1.3662,1.338,-24.0,GRID,T-8,DOGE,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 6.051282]",0.109445,181.746094,1.0
gross,98,27,0.0204,-75.7778,-0.773243,10.1111,-1.0,10.1111,75.7778,-1.0,10.1111,-0.2537,-0.2273,-93.0,GRID,T-8,DOGE,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -0.196787]",1.0,26.157835,1.0
gross,104,26,0.1154,-3.4555,-0.033226,7.3787,-1.0,7.3787,24.9091,-1.0,9.0,-7.5504,-12.0141,-44.9707,GRID,T-8,DOGE,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.486714, 0.447188]",0.547726,24.199505,1.0
gross,90,27,0.0778,-50.0211,-0.55579,4.7113,-1.0,4.7113,50.0211,-1.0,5.25,-0.3002,-0.4888,-74.4737,GRID,T-8,DOGE,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.855253, -0.202155]",1.0,8.266549,1.0
gross,101,27,0.198,-9.1743,-0.090835,3.5913,-1.0,3.5913,23.0375,-1.0,4.0,-1.308,-2.1281,-28.6981,GRID,T-8,DOGE,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.349028, 0.179128]",0.753123,6.464593,1.0
gross,88,26,0.1705,-33.0678,-0.37577,2.6621,-1.0,2.6621,34.3622,-1.0,3.0,-0.2722,-0.4443,-47.7601,GRID,T-8,DOGE,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.676047, -0.022718]",0.985507,9.509966,1.0
gross,82,25,0.3049,-4.0188,-0.04901,2.1192,-1.0,2.1192,12.0041,-1.0,2.3333,-1.7418,-2.8762,-15.578,GRID,T-8,DOGE,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.274986, 0.194025]",0.676162,3.966754,1.0
gross,61,26,0.3934,3.7541,0.061543,1.6981,-1.0,1.6981,8.4215,-1.0,1.8571,1.4841,2.4735,-5.5316,GRID,T-8,DOGE,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.211091, 0.351482]",0.308846,3.057382,1.0
gross,168,28,0.4643,6.3721,0.037929,1.2355,-1.0,1.2355,13.5121,-1.0,1.5,0.7062,1.1674,-1.0669,GRID,T-8,DOGE,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.131089, 0.207762]",0.326837,7.044238,1.0
