entry_policy,asset,entry_rule,price_bin,n_c0,gross_c0,n_ct,gross_ct,prevented_losses,missed_wins,net_diff
GRID,DOGE,T-12,"[0.90,0.99]",15,-4.8062,0,0,5.0,0.1938,4.8062
GRID,DOGE,T-5,"[0.01,0.05)",135,15.0,12,38.0,120.0,97.0,23.0
GRID,DOGE,T-5,"[0.05,0.10)",155,-44.7619,13,19.5,137.0,72.7381,64.2619
GRID,DOGE,T-5,"[0.10,0.15)",115,-44.2774,22,-13.6667,86.0,55.3893,30.6107
GRID,DOGE,T-5,"[0.15,0.20)",81,-23.2579,28,-10.3121,46.0,33.0542,12.9458
GRID,DOGE,T-5,"[0.20,0.25)",69,-23.3511,29,-2.2444,36.0,14.8933,21.1067
GRID,DOGE,T-5,"[0.25,0.30)",63,-30.1049,23,-15.5517,33.0,18.4468,14.5532
GRID,DOGE,T-5,"[0.30,0.35)",41,-3.4388,22,0.114,14.0,10.4473,3.5527
GRID,DOGE,T-5,"[0.35,0.40)",65,2.4012,39,1.5407,16.0,16.8605,-0.8605
GRID,DOGE,T-5,"[0.40,0.50)",103,-2.5588,44,1.6133,35.0,30.828,4.172
GRID,DOGE,T-5,"[0.50,0.60)",36,-4.9829,18,-10.2686,6.0,11.2856,-5.2856
GRID,DOGE,T-5,"[0.60,0.70)",3,-1.3607,2,-0.3607,1.0,0,1.0
GRID,DOGE,T-5,"[0.90,0.99]",3,-1.9899,0,0,2.0,0.0101,1.9899
GRID,DOGE,T-8,"[0.01,0.05)",29,71.0,1,-1.0,25.0,97.0,-72.0
GRID,DOGE,T-8,"[0.05,0.10)",98,-75.7778,3,-3.0,93.0,20.2222,72.7778
GRID,DOGE,T-8,"[0.10,0.15)",104,-3.4555,6,4.0,87.0,79.5445,7.4555
GRID,DOGE,T-8,"[0.15,0.20)",90,-50.0211,13,4.3955,73.0,18.5834,54.4166
GRID,DOGE,T-8,"[0.20,0.25)",101,-9.1743,23,9.508,65.0,46.3177,18.6823
GRID,DOGE,T-8,"[0.25,0.30)",88,-33.0678,34,-23.0019,42.0,31.9341,10.0659
GRID,DOGE,T-8,"[0.30,0.35)",82,-4.0188,36,1.0805,33.0,27.9007,5.0993
GRID,DOGE,T-8,"[0.35,0.40)",61,3.7541,29,3.856,20.0,19.8981,0.1019
GRID,DOGE,T-8,"[0.40,0.50)",168,6.3721,84,5.284,46.0,47.0882,-1.0882
GRID,DOGE,T-8,"[0.50,0.60)",40,-12.9646,21,-7.5882,12.0,6.6236,5.3764
GRID,DOGE,T-8,"[0.60,0.70)",1,-1.0,1,-1.0,0,0,0.0
GRID,DOGE,T-8,"[0.90,0.99]",3,-1.9899,0,0,2.0,0.0101,1.9899
GRID,ETH,T-12,"[0.01,0.05)",3,-3.0,0,0,3.0,0,3.0
GRID,ETH,T-12,"[0.05,0.10)",22,4.7857,0,0,20.0,24.7857,-4.7857
GRID,ETH,T-12,"[0.10,0.15)",47,-15.29,0,0,43.0,27.71,15.29
GRID,ETH,T-12,"[0.15,0.20)",75,-3.6257,0,0,63.0,59.3743,3.6257
GRID,ETH,T-12,"[0.20,0.25)",86,1.1965,0,0,67.0,68.1965,-1.1965
GRID,ETH,T-12,"[0.25,0.30)",122,-18.7035,4,-0.5517,91.0,72.8482,18.1518
GRID,ETH,T-12,"[0.30,0.35)",145,-18.851,17,4.1458,94.0,71.0032,22.9968
GRID,ETH,T-12,"[0.35,0.40)",167,-21.5933,50,-1.8771,81.0,61.2838,19.7162
GRID,ETH,T-12,"[0.40,0.50)",319,-19.6725,138,-22.0894,99.0,101.4169,-2.4169
GRID,ETH,T-12,"[0.50,0.60)",70,-3.5217,23,-1.0784,24.0,21.5567,2.4433
GRID,ETH,T-12,"[0.90,0.99]",6,-2.8743,2,-2.0,1.0,0.1257,0.8743
GRID,ETH,T-5,BELOW_0.01,13,-13.0,0,0,13.0,0,13.0
GRID,ETH,T-5,"[0.01,0.05)",186,-102.6667,6,-6.0,178.0,81.3333,96.6667
GRID,ETH,T-5,"[0.05,0.10)",154,-23.4841,18,-18.0,127.0,121.5159,5.4841
GRID,ETH,T-5,"[0.10,0.15)",100,-18.3383,24,-14.9091,67.0,63.5708,3.4292
GRID,ETH,T-5,"[0.15,0.20)",93,-38.7353,28,-15.8676,58.0,35.1324,22.8676
GRID,ETH,T-5,"[0.20,0.25)",67,8.7058,28,1.0476,29.0,36.6582,-7.6582
GRID,ETH,T-5,"[0.25,0.30)",64,-22.7491,35,-20.0326,22.0,19.2834,2.7166
GRID,ETH,T-5,"[0.30,0.35)",48,13.9585,23,1.6758,13.0,25.2827,-12.2827
GRID,ETH,T-5,"[0.35,0.40)",41,2.1716,21,8.9314,15.0,8.2403,6.7597
GRID,ETH,T-5,"[0.40,0.50)",88,9.9204,45,4.1593,21.0,26.7611,-5.7611
GRID,ETH,T-5,"[0.50,0.60)",18,1.579,4,-0.1524,6.0,7.7314,-1.7314
GRID,ETH,T-5,"[0.90,0.99]",1,-1.0,0,0,1.0,0,1.0
GRID,ETH,T-8,"[0.01,0.05)",58,-58.0,0,0,58.0,0,58.0
GRID,ETH,T-8,"[0.05,0.10)",88,-51.3333,0,0,86.0,34.6667,51.3333
GRID,ETH,T-8,"[0.10,0.15)",78,-29.3553,3,-3.0,69.0,42.6447,26.3553
GRID,ETH,T-8,"[0.15,0.20)",106,-29.5715,11,0.1455,84.0,54.2829,29.7171
GRID,ETH,T-8,"[0.20,0.25)",97,-1.8842,26,2.003,56.0,52.1127,3.8873
GRID,ETH,T-8,"[0.25,0.30)",91,6.2848,33,-7.0537,39.0,52.3386,-13.3386
GRID,ETH,T-8,"[0.30,0.35)",83,-19.9737,32,-10.0064,38.0,28.0327,9.9673
GRID,ETH,T-8,"[0.35,0.40)",80,-28.9968,43,-19.1465,27.0,17.1496,9.8504
GRID,ETH,T-8,"[0.40,0.50)",158,-3.1787,79,-14.03,39.0,49.8514,-10.8514
GRID,ETH,T-8,"[0.50,0.60)",29,0.9231,12,0.0,8.0,8.9231,-0.9231
GRID,ETH,T-8,"[0.90,0.99]",1,-1.0,0,0,1.0,0,1.0
GRID,SOL,T-12,"[0.01,0.05)",1,-1.0,0,0,1.0,0,1.0
GRID,SOL,T-12,"[0.05,0.10)",14,-14.0,0,0,14.0,0,14.0
GRID,SOL,T-12,"[0.10,0.15)",36,-21.1648,0,0,34.0,12.8352,21.1648
GRID,SOL,T-12,"[0.15,0.20)",81,4.8467,0,0,66.0,70.8467,-4.8467
GRID,SOL,T-12,"[0.20,0.25)",100,-11.1909,2,-2.0,78.0,68.8091,9.1909
GRID,SOL,T-12,"[0.25,0.30)",124,-6.239,3,-3.0,89.0,85.761,3.239
GRID,SOL,T-12,"[0.30,0.35)",134,-6.4328,15,0.2462,83.0,76.321,6.679
GRID,SOL,T-12,"[0.35,0.40)",144,-16.696,34,1.258,76.0,58.046,17.954
GRID,SOL,T-12,"[0.40,0.50)",322,-49.3081,158,-23.7196,103.0,77.4115,25.5885
GRID,SOL,T-12,"[0.50,0.60)",113,-2.9907,47,0.2277,33.0,29.7816,3.2184
GRID,SOL,T-12,"[0.90,0.99]",15,-6.7092,1,0.0204,7.0,0.2704,6.7296
GRID,SOL,T-5,BELOW_0.01,6,-6.0,0,0,6.0,0,6.0
GRID,SOL,T-5,"[0.01,0.05)",179,54.3333,9,116.0,167.0,105.3333,61.6667
GRID,SOL,T-5,"[0.05,0.10)",147,-81.6032,12,-12.0,131.0,61.3968,69.6032
GRID,SOL,T-5,"[0.10,0.15)",101,-16.8213,20,-3.7662,73.0,59.9449,13.0551
GRID,SOL,T-5,"[0.15,0.20)",86,-12.2857,24,-6.9313,52.0,46.6456,5.3544
GRID,SOL,T-5,"[0.20,0.25)",76,-17.8511,24,-6.7899,43.0,31.9387,11.0613
GRID,SOL,T-5,"[0.25,0.30)",63,-3.3106,25,-6.4089,27.0,30.0983,-3.0983
GRID,SOL,T-5,"[0.30,0.35)",48,-7.1306,22,0.2911,20.0,12.5784,7.4216
GRID,SOL,T-5,"[0.35,0.40)",48,8.6897,22,12.8975,18.0,13.7922,4.2078
GRID,SOL,T-5,"[0.40,0.50)",102,-8.4829,39,12.1384,44.0,23.3787,20.6213
GRID,SOL,T-5,"[0.50,0.60)",27,0.432,7,0.8824,10.0,9.5496,0.4504
GRID,SOL,T-5,"[0.60,0.70)",1,-1.0,0,0,1.0,0,1.0
GRID,SOL,T-5,"[0.90,0.99]",2,-0.9796,0,0,1.0,0.0204,0.9796
GRID,SOL,T-8,"[0.01,0.05)",39,36.0,0,0,37.0,73.0,-36.0
GRID,SOL,T-8,"[0.05,0.10)",97,21.1746,3,-3.0,86.0,110.1746,-24.1746
GRID,SOL,T-8,"[0.10,0.15)",110,-66.2821,3,-3.0,102.0,38.7179,63.2821
GRID,SOL,T-8,"[0.15,0.20)",94,-33.8559,15,-15.0,69.0,50.1441,18.8559
GRID,SOL,T-8,"[0.20,0.25)",86,-22.9537,14,-9.2381,59.0,45.2844,13.7156
GRID,SOL,T-8,"[0.25,0.30)",98,-14.7619,36,-14.6855,45.0,44.9235,0.0765
GRID,SOL,T-8,"[0.30,0.35)",92,-7.3004,34,13.2699,46.0,25.4297,20.5703
GRID,SOL,T-8,"[0.35,0.40)",88,-14.8804,40,-7.6073,33.0,25.727,7.273
GRID,SOL,T-8,"[0.40,0.50)",149,-6.3172,80,-5.3742,39.0,38.057,0.943
GRID,SOL,T-8,"[0.50,0.60)",31,-13.2686,16,-6.1524,11.0,3.8839,7.1161
GRID,SOL,T-8,"[0.90,0.99]",2,-0.9796,0,0,1.0,0.0204,0.9796
GRID,XRP,T-12,"[0.01,0.05)",1,-1.0,0,0,1.0,0,1.0
GRID,XRP,T-12,"[0.05,0.10)",17,-17.0,0,0,17.0,0,17.0
GRID,XRP,T-12,"[0.10,0.15)",38,-21.3333,0,0,36.0,14.6667,21.3333
GRID,XRP,T-12,"[0.15,0.20)",95,-30.8836,0,0,84.0,53.1164,30.8836
GRID,XRP,T-12,"[0.20,0.25)",98,20.5305,3,1.5455,70.0,88.985,-18.985
GRID,XRP,T-12,"[0.25,0.30)",132,45.2279,12,2.6003,76.0,118.6277,-42.6277
GRID,XRP,T-12,"[0.30,0.35)",143,-45.607,16,-3.7785,100.0,58.1715,41.8285
GRID,XRP,T-12,"[0.35,0.40)",133,-3.0613,34,14.7709,69.0,51.1678,17.8322
GRID,XRP,T-12,"[0.40,0.50)",315,-6.4039,145,5.3432,101.0,89.2529,11.7471
GRID,XRP,T-12,"[0.50,0.60)",93,-27.5139,43,-17.4646,29.0,18.9507,10.0493
GRID,XRP,T-12,"[0.90,0.99]",11,-3.8571,1,-1.0,3.0,0.1429,2.8571
GRID,XRP,T-5,BELOW_0.01,17,-17.0,0,0,17.0,0,17.0
GRID,XRP,T-5,"[0.01,0.05)",182,-73.6667,7,-7.0,172.0,105.3333,66.6667
GRID,XRP,T-5,"[0.05,0.10)",145,-3.1349,8,20.5714,129.0,105.2937,23.7063
GRID,XRP,T-5,"[0.10,0.15)",106,-53.7406,17,-17.0,83.0,46.2594,36.7406
GRID,XRP,T-5,"[0.15,0.20)",73,-44.7105,22,-22.0,46.0,23.2895,22.7105
GRID,XRP,T-5,"[0.20,0.25)",56,-19.5281,20,-20.0,28.0,28.4719,-0.4719
GRID,XRP,T-5,"[0.25,0.30)",54,-7.3925,12,9.8447,35.0,17.7628,17.2372
GRID,XRP,T-5,"[0.30,0.35)",49,-15.259,20,-4.6474,23.0,12.3885,10.6115
GRID,XRP,T-5,"[0.35,0.40)",48,-4.7843,20,1.7165,20.0,13.4992,6.5008
GRID,XRP,T-5,"[0.40,0.50)",100,-1.7385,51,3.0343,29.0,24.2271,4.7729
GRID,XRP,T-5,"[0.50,0.60)",28,1.3075,9,-1.1554,8.0,10.4629,-2.4629
GRID,XRP,T-5,"[0.90,0.99]",2,-2.0,0,0,2.0,0,2.0
GRID,XRP,T-8,BELOW_0.01,1,-1.0,0,0,1.0,0,1.0
GRID,XRP,T-8,"[0.01,0.05)",38,-4.6667,1,-1.0,36.0,32.3333,3.6667
GRID,XRP,T-8,"[0.05,0.10)",98,-43.4365,1,-1.0,93.0,50.5635,42.4365
GRID,XRP,T-8,"[0.10,0.15)",113,-37.632,3,4.1429,102.0,60.2251,41.7749
GRID,XRP,T-8,"[0.15,0.20)",101,-36.1191,13,-7.7368,78.0,49.6177,28.3823
GRID,XRP,T-8,"[0.20,0.25)",92,-50.5446,21,-16.8333,63.0,29.2887,33.7113
GRID,XRP,T-8,"[0.25,0.30)",81,-28.9757,29,-17.9803,41.0,30.0046,10.9954
GRID,XRP,T-8,"[0.30,0.35)",75,-0.4229,34,-3.1756,27.0,29.7527,-2.7527
GRID,XRP,T-8,"[0.35,0.40)",81,5.1335,38,-0.8156,25.0,30.9491,-5.9491
GRID,XRP,T-8,"[0.40,0.50)",155,7.8706,73,9.5421,46.0,44.3285,1.6715
GRID,XRP,T-8,"[0.50,0.60)",28,1.3147,14,1.7285,7.0,6.5862,0.4138
GRID,XRP,T-8,"[0.60,0.70)",1,0.6393,0,0,0,0.6393,-0.6393
GRID,XRP,T-8,"[0.90,0.99]",2,-2.0,0,0,2.0,0,2.0
