feature,fold,model_id,asset,version,n,mean_shap,abs_shap
dist_to_low_24,F5,816,DOGEUSDT_low_vol,25,2000,-0.010706324664313403,0.010706324664313403
range_1,F5,816,DOGEUSDT_low_vol,25,2000,0.09677296667430996,0.09677296667430996
range_avg_24,F5,816,DOGEUSDT_low_vol,25,2000,-0.05733340913791878,0.05733340913791878
consec_balance,F5,816,DOGEUSDT_low_vol,25,2000,-0.0004715102222478018,0.0004715102222478018
hour_sin,F5,816,DOGEUSDT_low_vol,25,2000,-0.007806694617279826,0.007806694617279826
hour_cos,F5,816,DOGEUSDT_low_vol,25,2000,0.00974141288591569,0.00974141288591569
dow_sin,F5,816,DOGEUSDT_low_vol,25,2000,0.016906227053352575,0.016906227053352575
dow_cos,F5,816,DOGEUSDT_low_vol,25,2000,0.006580668452393205,0.006580668452393205
strike_gap_pct,F5,816,DOGEUSDT_low_vol,25,2000,0.0,0.0
log_moneyness,F5,816,DOGEUSDT_low_vol,25,2000,0.0,0.0
ret_1,F6,816,DOGEUSDT_low_vol,25,2000,-0.009567723035897846,0.009567723035897846
ret_3,F6,816,DOGEUSDT_low_vol,25,2000,-0.027336854942034982,0.027336854942034982
ret_6,F6,816,DOGEUSDT_low_vol,25,2000,4.079546990824713e-05,4.079546990824713e-05
vol_6,F6,816,DOGEUSDT_low_vol,25,2000,-0.017578066527988927,0.017578066527988927
vol_24,F6,816,DOGEUSDT_low_vol,25,2000,-0.01689571776781974,0.01689571776781974
vol_z_1,F6,816,DOGEUSDT_low_vol,25,2000,0.0008178228776801322,0.0008178228776801322
taker_buy_ratio,F6,816,DOGEUSDT_low_vol,25,2000,0.006513031428344502,0.006513031428344502
cvd_1,F6,816,DOGEUSDT_low_vol,25,2000,-0.0007083351983146867,0.0007083351983146867
cvd_6,F6,816,DOGEUSDT_low_vol,25,2000,0.011775308615015809,0.011775308615015809
rsi_14,F6,816,DOGEUSDT_low_vol,25,2000,0.011136694484105553,0.011136694484105553
ema_ratio_9_21,F6,816,DOGEUSDT_low_vol,25,2000,-0.009961866883426058,0.009961866883426058
bb_width,F6,816,DOGEUSDT_low_vol,25,2000,0.019694431110470454,0.019694431110470454
bb_position,F6,816,DOGEUSDT_low_vol,25,2000,-0.01969141874708995,0.01969141874708995
dist_to_high_24,F6,816,DOGEUSDT_low_vol,25,2000,0.006989212834373841,0.006989212834373841
dist_to_low_24,F6,816,DOGEUSDT_low_vol,25,2000,-0.016420052799815687,0.016420052799815687
range_1,F6,816,DOGEUSDT_low_vol,25,2000,0.1339719330761825,0.1339719330761825
range_avg_24,F6,816,DOGEUSDT_low_vol,25,2000,-0.049557246327998176,0.049557246327998176
consec_balance,F6,816,DOGEUSDT_low_vol,25,2000,4.1886570444942387e-05,4.1886570444942387e-05
hour_sin,F6,816,DOGEUSDT_low_vol,25,2000,0.003695794926791873,0.003695794926791873
hour_cos,F6,816,DOGEUSDT_low_vol,25,2000,0.009037480226371063,0.009037480226371063
dow_sin,F6,816,DOGEUSDT_low_vol,25,2000,-0.012532784643219469,0.012532784643219469
dow_cos,F6,816,DOGEUSDT_low_vol,25,2000,5.590893748237996e-05,5.590893748237996e-05
strike_gap_pct,F6,816,DOGEUSDT_low_vol,25,2000,0.0,0.0
log_moneyness,F6,816,DOGEUSDT_low_vol,25,2000,0.0,0.0
ret_1,F4,817,DOGEUSDT_mid_vol,25,2000,0.03451732812704292,0.03451732812704292
ret_3,F4,817,DOGEUSDT_mid_vol,25,2000,-0.0042148028549255714,0.0042148028549255714
ret_6,F4,817,DOGEUSDT_mid_vol,25,2000,0.002371554933678082,0.002371554933678082
vol_6,F4,817,DOGEUSDT_mid_vol,25,2000,-0.009096532363012774,0.009096532363012774
vol_24,F4,817,DOGEUSDT_mid_vol,25,2000,-0.0008357067578234846,0.0008357067578234846
vol_z_1,F4,817,DOGEUSDT_mid_vol,25,2000,-0.0015936757954571434,0.0015936757954571434
taker_buy_ratio,F4,817,DOGEUSDT_mid_vol,25,2000,0.0014843304567971338,0.0014843304567971338
cvd_1,F4,817,DOGEUSDT_mid_vol,25,2000,-0.0032138366731844386,0.0032138366731844386
cvd_6,F4,817,DOGEUSDT_mid_vol,25,2000,-1.0062287301150941e-05,1.0062287301150941e-05
rsi_14,F4,817,DOGEUSDT_mid_vol,25,2000,0.00010171258767658333,0.00010171258767658333
ema_ratio_9_21,F4,817,DOGEUSDT_mid_vol,25,2000,-0.03294763070339901,0.03294763070339901
bb_width,F4,817,DOGEUSDT_mid_vol,25,2000,0.004215538198752723,0.004215538198752723
bb_position,F4,817,DOGEUSDT_mid_vol,25,2000,0.0009315068155819205,0.0009315068155819205
dist_to_high_24,F4,817,DOGEUSDT_mid_vol,25,2000,0.0022164351793764743,0.0022164351793764743
dist_to_low_24,F4,817,DOGEUSDT_mid_vol,25,2000,-0.08440446214679188,0.08440446214679188
range_1,F4,817,DOGEUSDT_mid_vol,25,2000,0.004245911783004267,0.004245911783004267
range_avg_24,F4,817,DOGEUSDT_mid_vol,25,2000,0.004656612320392838,0.004656612320392838
consec_balance,F4,817,DOGEUSDT_mid_vol,25,2000,0.0014685508039378999,0.0014685508039378999
hour_sin,F4,817,DOGEUSDT_mid_vol,25,2000,-0.0003712696177207781,0.0003712696177207781
hour_cos,F4,817,DOGEUSDT_mid_vol,25,2000,-0.00400469939065617,0.00400469939065617
dow_sin,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
log_moneyness,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
ret_1,F5,817,DOGEUSDT_mid_vol,25,2000,0.026692170038068532,0.026692170038068532
ret_3,F5,817,DOGEUSDT_mid_vol,25,2000,-0.004523228529145788,0.004523228529145788
ret_6,F5,817,DOGEUSDT_mid_vol,25,2000,0.002062264359464453,0.002062264359464453
vol_6,F5,817,DOGEUSDT_mid_vol,25,2000,-0.008041534832367784,0.008041534832367784
vol_24,F5,817,DOGEUSDT_mid_vol,25,2000,0.00012836507329674077,0.00012836507329674077
vol_z_1,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0003010534309658898,0.0003010534309658898
taker_buy_ratio,F5,817,DOGEUSDT_mid_vol,25,2000,0.0004613067768777276,0.0004613067768777276
cvd_1,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0003453949203942195,0.0003453949203942195
cvd_6,F5,817,DOGEUSDT_mid_vol,25,2000,0.000403786577620591,0.000403786577620591
rsi_14,F5,817,DOGEUSDT_mid_vol,25,2000,3.299795277038971e-05,3.299795277038971e-05
ema_ratio_9_21,F5,817,DOGEUSDT_mid_vol,25,2000,0.030687097384854832,0.030687097384854832
bb_width,F5,817,DOGEUSDT_mid_vol,25,2000,0.005465458653716827,0.005465458653716827
bb_position,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0008823659958227079,0.0008823659958227079
dist_to_high_24,F5,817,DOGEUSDT_mid_vol,25,2000,0.005500752574451207,0.005500752574451207
dist_to_low_24,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0033973135470554564,0.0033973135470554564
range_1,F5,817,DOGEUSDT_mid_vol,25,2000,0.0033557548313747783,0.0033557548313747783
range_avg_24,F5,817,DOGEUSDT_mid_vol,25,2000,0.0014959467849372584,0.0014959467849372584
consec_balance,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0041823679833519626,0.0041823679833519626
hour_sin,F5,817,DOGEUSDT_mid_vol,25,2000,-0.0038142056108995312,0.0038142056108995312
hour_cos,F5,817,DOGEUSDT_mid_vol,25,2000,0.0057838972865219065,0.0057838972865219065
dow_sin,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
log_moneyness,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
ret_1,F6,817,DOGEUSDT_mid_vol,25,2000,0.004803619297441612,0.004803619297441612
ret_3,F6,817,DOGEUSDT_mid_vol,25,2000,-0.001561505275088057,0.001561505275088057
ret_6,F6,817,DOGEUSDT_mid_vol,25,2000,0.0011930935276008138,0.0011930935276008138
vol_6,F6,817,DOGEUSDT_mid_vol,25,2000,0.003723209654269736,0.003723209654269736
vol_24,F6,817,DOGEUSDT_mid_vol,25,2000,0.0003421982138987222,0.0003421982138987222
vol_z_1,F6,817,DOGEUSDT_mid_vol,25,2000,-0.0025017633807885107,0.0025017633807885107
taker_buy_ratio,F6,817,DOGEUSDT_mid_vol,25,2000,0.0006625185553813925,0.0006625185553813925
cvd_1,F6,817,DOGEUSDT_mid_vol,25,2000,-0.0030751465665613616,0.0030751465665613616
cvd_6,F6,817,DOGEUSDT_mid_vol,25,2000,-0.0013464034738130631,0.0013464034738130631
rsi_14,F6,817,DOGEUSDT_mid_vol,25,2000,0.001898497902698026,0.001898497902698026
ema_ratio_9_21,F6,817,DOGEUSDT_mid_vol,25,2000,0.010889352052818555,0.010889352052818555
bb_width,F6,817,DOGEUSDT_mid_vol,25,2000,0.004695778221442388,0.004695778221442388
bb_position,F6,817,DOGEUSDT_mid_vol,25,2000,-0.00015499730122808925,0.00015499730122808925
dist_to_high_24,F6,817,DOGEUSDT_mid_vol,25,2000,0.001999700312460003,0.001999700312460003
dist_to_low_24,F6,817,DOGEUSDT_mid_vol,25,2000,-0.008764971932414468,0.008764971932414468
range_1,F6,817,DOGEUSDT_mid_vol,25,2000,0.002274527326551527,0.002274527326551527
range_avg_24,F6,817,DOGEUSDT_mid_vol,25,2000,0.0022108638897408097,0.0022108638897408097
consec_balance,F6,817,DOGEUSDT_mid_vol,25,2000,0.0007960873995670908,0.0007960873995670908
hour_sin,F6,817,DOGEUSDT_mid_vol,25,2000,0.0004258171176440834,0.0004258171176440834
hour_cos,F6,817,DOGEUSDT_mid_vol,25,2000,-0.0023183885582962038,0.0023183885582962038
dow_sin,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
log_moneyness,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
ret_1,F5,1019,SOLUSDT_low_vol,27,2000,0.00443071121092258,0.00443071121092258
ret_3,F5,1019,SOLUSDT_low_vol,27,2000,0.0002180875709864038,0.0002180875709864038
ret_6,F5,1019,SOLUSDT_low_vol,27,2000,-0.006102972843275129,0.006102972843275129
vol_6,F5,1019,SOLUSDT_low_vol,27,2000,0.002346557941569924,0.002346557941569924
vol_24,F5,1019,SOLUSDT_low_vol,27,2000,-0.003599360068887134,0.003599360068887134
vol_z_1,F5,1019,SOLUSDT_low_vol,27,2000,0.0005101350044890019,0.0005101350044890019
taker_buy_ratio,F5,1019,SOLUSDT_low_vol,27,2000,-0.0014186123706978115,0.0014186123706978115
cvd_1,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
cvd_6,F5,1019,SOLUSDT_low_vol,27,2000,0.0035707454575375107,0.0035707454575375107
rsi_14,F5,1019,SOLUSDT_low_vol,27,2000,0.023969635808106134,0.023969635808106134
ema_ratio_9_21,F5,1019,SOLUSDT_low_vol,27,2000,-0.002390954327042006,0.002390954327042006
bb_width,F5,1019,SOLUSDT_low_vol,27,2000,0.001786802286502057,0.001786802286502057
bb_position,F5,1019,SOLUSDT_low_vol,27,2000,0.001399426985484093,0.001399426985484093
dist_to_high_24,F5,1019,SOLUSDT_low_vol,27,2000,0.0028903941358727537,0.0028903941358727537
dist_to_low_24,F5,1019,SOLUSDT_low_vol,27,2000,-0.0035094065791479077,0.0035094065791479077
range_1,F5,1019,SOLUSDT_low_vol,27,2000,0.00794538528763072,0.00794538528763072
range_avg_24,F5,1019,SOLUSDT_low_vol,27,2000,-0.0019789311181895673,0.0019789311181895673
consec_balance,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
hour_sin,F5,1019,SOLUSDT_low_vol,27,2000,-0.0004534741905695553,0.0004534741905695553
hour_cos,F5,1019,SOLUSDT_low_vol,27,2000,-5.86898811870816e-06,5.86898811870816e-06
dow_sin,F5,1019,SOLUSDT_low_vol,27,2000,0.001460775321638514,0.001460775321638514
dow_cos,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
strike_gap_pct,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
log_moneyness,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
ret_1,F6,1019,SOLUSDT_low_vol,27,2000,0.004960573562350369,0.004960573562350369
ret_3,F6,1019,SOLUSDT_low_vol,27,2000,-0.0001321157515851205,0.0001321157515851205
ret_6,F6,1019,SOLUSDT_low_vol,27,2000,-0.0002794060684460389,0.0002794060684460389
vol_6,F6,1019,SOLUSDT_low_vol,27,2000,0.0019972511552633033,0.0019972511552633033
vol_24,F6,1019,SOLUSDT_low_vol,27,2000,-0.006485079858163191,0.006485079858163191
vol_z_1,F6,1019,SOLUSDT_low_vol,27,2000,0.0010936613882415276,0.0010936613882415276
taker_buy_ratio,F6,1019,SOLUSDT_low_vol,27,2000,0.004896755229550515,0.004896755229550515
cvd_1,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
cvd_6,F6,1019,SOLUSDT_low_vol,27,2000,0.006047598380939833,0.006047598380939833
rsi_14,F6,1019,SOLUSDT_low_vol,27,2000,0.02895620918579499,0.02895620918579499
ema_ratio_9_21,F6,1019,SOLUSDT_low_vol,27,2000,-0.0016389606161695985,0.0016389606161695985
bb_width,F6,1019,SOLUSDT_low_vol,27,2000,0.0037915899905922364,0.0037915899905922364
bb_position,F6,1019,SOLUSDT_low_vol,27,2000,-0.0005669827436721841,0.0005669827436721841
dist_to_high_24,F6,1019,SOLUSDT_low_vol,27,2000,0.0011583772283153629,0.0011583772283153629
dist_to_low_24,F6,1019,SOLUSDT_low_vol,27,2000,-0.015388442029017565,0.015388442029017565
range_1,F6,1019,SOLUSDT_low_vol,27,2000,0.008509466085532382,0.008509466085532382
range_avg_24,F6,1019,SOLUSDT_low_vol,27,2000,-0.002552820444610835,0.002552820444610835
consec_balance,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
hour_sin,F6,1019,SOLUSDT_low_vol,27,2000,0.006405478957965532,0.006405478957965532
hour_cos,F6,1019,SOLUSDT_low_vol,27,2000,-0.0007806070532481011,0.0007806070532481011
dow_sin,F6,1019,SOLUSDT_low_vol,27,2000,-0.00015457928423860594,0.00015457928423860594
dow_cos,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
strike_gap_pct,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
log_moneyness,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
ret_1,F5,1024,ETHUSDT_high_vol,33,783,0.013051361708035085,0.013051361708035085
ret_3,F5,1024,ETHUSDT_high_vol,33,783,-4.610795091971185e-05,4.610795091971185e-05
ret_6,F5,1024,ETHUSDT_high_vol,33,783,-0.003871566041962915,0.003871566041962915
vol_6,F5,1024,ETHUSDT_high_vol,33,783,0.0013431740426555546,0.0013431740426555546
vol_24,F5,1024,ETHUSDT_high_vol,33,783,-0.003271822032158029,0.003271822032158029
vol_z_1,F5,1024,ETHUSDT_high_vol,33,783,0.006194547286931342,0.006194547286931342
taker_buy_ratio,F5,1024,ETHUSDT_high_vol,33,783,0.0011617144818575344,0.0011617144818575344
cvd_1,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
cvd_6,F5,1024,ETHUSDT_high_vol,33,783,0.0032907436235310897,0.0032907436235310897
rsi_14,F5,1024,ETHUSDT_high_vol,33,783,-0.0075585531893473425,0.0075585531893473425
ema_ratio_9_21,F5,1024,ETHUSDT_high_vol,33,783,-0.009797392893911985,0.009797392893911985
bb_width,F5,1024,ETHUSDT_high_vol,33,783,-0.002446951298169746,0.002446951298169746
bb_position,F5,1024,ETHUSDT_high_vol,33,783,-0.01701240880204886,0.01701240880204886
dist_to_high_24,F5,1024,ETHUSDT_high_vol,33,783,0.003061771946354262,0.003061771946354262
dist_to_low_24,F5,1024,ETHUSDT_high_vol,33,783,-0.017476090362908276,0.017476090362908276
range_1,F5,1024,ETHUSDT_high_vol,33,783,0.005595061336546918,0.005595061336546918
range_avg_24,F5,1024,ETHUSDT_high_vol,33,783,0.0055974451428008444,0.0055974451428008444
consec_balance,F5,1024,ETHUSDT_high_vol,33,783,0.002453496429043637,0.002453496429043637
hour_sin,F5,1024,ETHUSDT_high_vol,33,783,-0.014364963468097161,0.014364963468097161
hour_cos,F5,1024,ETHUSDT_high_vol,33,783,0.00017704788131665572,0.00017704788131665572
dow_sin,F5,1024,ETHUSDT_high_vol,33,783,0.002021393530563445,0.002021393530563445
dow_cos,F5,1024,ETHUSDT_high_vol,33,783,0.0016608087560923644,0.0016608087560923644
strike_gap_pct,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
log_moneyness,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
ret_1,F6,1024,ETHUSDT_high_vol,33,973,0.00807590817775371,0.00807590817775371
ret_3,F6,1024,ETHUSDT_high_vol,33,973,-0.00089594242767388,0.00089594242767388
ret_6,F6,1024,ETHUSDT_high_vol,33,973,-0.003491220025735668,0.003491220025735668
vol_6,F6,1024,ETHUSDT_high_vol,33,973,0.0031740957095277938,0.0031740957095277938
vol_24,F6,1024,ETHUSDT_high_vol,33,973,-0.0073606112576257675,0.0073606112576257675
vol_z_1,F6,1024,ETHUSDT_high_vol,33,973,0.004077388224374594,0.004077388224374594
taker_buy_ratio,F6,1024,ETHUSDT_high_vol,33,973,-0.016534797043305065,0.016534797043305065
cvd_1,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
cvd_6,F6,1024,ETHUSDT_high_vol,33,973,0.0009217262484118754,0.0009217262484118754
rsi_14,F6,1024,ETHUSDT_high_vol,33,973,-0.001848139684318161,0.001848139684318161
ema_ratio_9_21,F6,1024,ETHUSDT_high_vol,33,973,-0.022664595524529395,0.022664595524529395
bb_width,F6,1024,ETHUSDT_high_vol,33,973,0.0012340156816848613,0.0012340156816848613
bb_position,F6,1024,ETHUSDT_high_vol,33,973,-0.017730808395927757,0.017730808395927757
dist_to_high_24,F6,1024,ETHUSDT_high_vol,33,973,-0.004892203453810711,0.004892203453810711
dist_to_low_24,F6,1024,ETHUSDT_high_vol,33,973,-0.023001884785462827,0.023001884785462827
range_1,F6,1024,ETHUSDT_high_vol,33,973,0.0017429822707250807,0.0017429822707250807
range_avg_24,F6,1024,ETHUSDT_high_vol,33,973,-0.008638326177537023,0.008638326177537023
consec_balance,F6,1024,ETHUSDT_high_vol,33,973,0.0090559015622082,0.0090559015622082
hour_sin,F6,1024,ETHUSDT_high_vol,33,973,-0.011916725918830383,0.011916725918830383
hour_cos,F6,1024,ETHUSDT_high_vol,33,973,-0.0007296616640287869,0.0007296616640287869
dow_sin,F6,1024,ETHUSDT_high_vol,33,973,-0.0035513991783583405,0.0035513991783583405
dow_cos,F6,1024,ETHUSDT_high_vol,33,973,-0.0009190835594490911,0.0009190835594490911
strike_gap_pct,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
log_moneyness,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
