opportunity_id,market_id,asset,calendar_date,decision_at,time_left_min,executable_ask,diagnostic_mid,diagnostic_half_spread,diagnostic_spread_cost,shares,target,gross_pnl,net_pnl,reproduced_net_pnl,historical_fee,historical_net_pnl,scenario_id,scenario_fee,scenario_net_pnl,sign_changed
3355829_2026-08-06T07:25:31.530102+00:00,3355829,BTC,2026-08-06,2026-08-06T07:25:31.530102+00:00,4.47,0.4,0.395,0.0050000000000000044,0.012500000000000011,2.5,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3356388_2026-08-06T08:10:29.147298+00:00,3356388,BTC,2026-08-06,2026-08-06T08:10:29.147298+00:00,4.51,0.32,0.315,0.0050000000000000044,0.015625000000000014,3.125,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3356494_2026-08-06T08:40:30.085381+00:00,3356494,BTC,2026-08-06,2026-08-06T08:40:30.085381+00:00,4.5,0.19,0.185,0.0050000000000000044,0.026316000000000023,5.2632,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3369231_2026-08-06T20:25:12.047669+00:00,3369231,BTC,2026-08-06,2026-08-06T20:25:12.047669+00:00,4.8,0.14,0.13,0.010000000000000009,0.07142900000000006,7.1429,0,-1.0,-1.002,-1.0020060120000003,,,0.1% Demonstration Scenario,0.001,-1.001006,False
3369385_2026-08-06T20:40:14.254565+00:00,3369385,BTC,2026-08-06,2026-08-06T20:40:14.254565+00:00,4.76,0.36,0.355,0.0050000000000000044,0.013889000000000012,2.7778,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3370196_2026-08-06T22:10:13.284374+00:00,3370196,BTC,2026-08-06,2026-08-06T22:10:13.284374+00:00,4.78,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,0,-1.0,-1.002,-1.0020120240000001,,,0.1% Demonstration Scenario,0.001,-1.001012,False
3373991_2026-08-07T03:10:12.014046+00:00,3373991,BTC,2026-08-07,2026-08-07T03:10:12.014046+00:00,4.8,0.29,0.28500000000000003,0.004999999999999949,0.017241499999999823,3.4483,0,-1.0,-1.002,-1.002007014,,,0.1% Demonstration Scenario,0.001,-1.0010069999999998,False
3374050_2026-08-07T03:25:14.401615+00:00,3374050,BTC,2026-08-07,2026-08-07T03:25:14.401615+00:00,4.76,0.22,0.215,0.0050000000000000044,0.02272750000000002,4.5455,0,-1.0,-1.002,-1.00201002,,,0.1% Demonstration Scenario,0.001,-1.0010099999999997,False
3374195_2026-08-07T03:55:13.717919+00:00,3374195,BTC,2026-08-07,2026-08-07T03:55:13.717919+00:00,4.77,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,0,-1.0,-1.002,-1.001995992,,,0.1% Demonstration Scenario,0.001,-1.0009959999999998,False
3378074_2026-08-07T10:10:10.006649+00:00,3378074,BTC,2026-08-07,2026-08-07T10:10:10.006649+00:00,4.83,0.39,0.385,0.0050000000000000044,0.01282050000000001,2.5641,1,1.5641,1.5621,1.562101002,,,0.1% Demonstration Scenario,0.001,1.563101,False
3378186_2026-08-07T10:40:10.547258+00:00,3378186,BTC,2026-08-07,2026-08-07T10:40:10.547258+00:00,4.82,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3378678_2026-08-07T11:40:54.072793+00:00,3378678,BTC,2026-08-07,2026-08-07T11:40:54.072793+00:00,4.1,0.09,0.08499999999999999,0.0050000000000000044,0.05555550000000005,11.1111,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3391005_2026-08-07T22:10:18.969249+00:00,3391005,BTC,2026-08-07,2026-08-07T22:10:18.969249+00:00,4.68,0.37,0.365,0.0050000000000000044,0.013513500000000013,2.7027,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3393590_2026-08-08T02:10:31.841779+00:00,3393590,BTC,2026-08-08,2026-08-08T02:10:31.841779+00:00,4.47,0.1,0.095,0.0050000000000000044,0.050000000000000044,10.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3393755_2026-08-08T02:40:43.884741+00:00,3393755,BTC,2026-08-08,2026-08-08T02:40:43.884741+00:00,4.27,0.27,0.265,0.0050000000000000044,0.018518500000000018,3.7037,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3395312_2026-08-08T05:10:54.237074+00:00,3395312,BTC,2026-08-08,2026-08-08T05:10:54.237074+00:00,4.1,0.31,0.305,0.0050000000000000044,0.016129000000000015,3.2258,0,-1.0,-1.002,-1.0019979959999998,,,0.1% Demonstration Scenario,0.001,-1.0009979999999998,False
3395453_2026-08-08T05:40:56.751067+00:00,3395453,BTC,2026-08-08,2026-08-08T05:40:56.751067+00:00,4.05,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,0,-1.0,-1.002,-1.0019899799999998,,,0.1% Demonstration Scenario,0.001,-1.0009899999999998,False
3396749_2026-08-08T08:10:07.916602+00:00,3396749,BTC,2026-08-08,2026-08-08T08:10:07.916602+00:00,4.87,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,1,1.6316,1.6296,1.6295919840000002,,,0.1% Demonstration Scenario,0.001,1.6305920000000003,False
3397745_2026-08-08T10:55:27.731963+00:00,3397745,BTC,2026-08-08,2026-08-08T10:55:27.731963+00:00,4.54,0.36,0.355,0.0050000000000000044,0.013889000000000012,2.7778,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3402383_2026-08-08T16:25:43.493353+00:00,3402383,BTC,2026-08-08,2026-08-08T16:25:43.493353+00:00,4.28,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,0,-1.0,-1.002,-1.0020120240000001,,,0.1% Demonstration Scenario,0.001,-1.001012,False
3411430_2026-08-08T23:55:03.305383+00:00,3411430,BTC,2026-08-08,2026-08-08T23:55:03.305383+00:00,4.94,0.37,0.33499999999999996,0.03500000000000003,0.09459450000000008,2.7027,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3413237_2026-08-09T01:25:55.316257+00:00,3413237,BTC,2026-08-09,2026-08-09T01:25:55.316257+00:00,4.08,0.02,0.015,0.005000000000000001,0.25000000000000006,50.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3416760_2026-08-09T07:10:24.027303+00:00,3416760,BTC,2026-08-09,2026-08-09T07:10:24.027303+00:00,4.6,0.21,0.20500000000000002,0.004999999999999977,0.023809499999999886,4.7619,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3418150_2026-08-09T11:25:13.160490+00:00,3418150,BTC,2026-08-09,2026-08-09T11:25:13.160490+00:00,4.78,0.37,0.365,0.0050000000000000044,0.013513500000000013,2.7027,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3418901_2026-08-09T12:40:05.609481+00:00,3418901,BTC,2026-08-09,2026-08-09T12:40:05.609481+00:00,4.91,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,0,-1.0,-1.002,-1.0019939880000002,,,0.1% Demonstration Scenario,0.001,-1.0009940000000002,False
3421043_2026-08-09T15:25:14.953662+00:00,3421043,BTC,2026-08-09,2026-08-09T15:25:14.953662+00:00,4.75,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
3423614_2026-08-09T17:40:29.418552+00:00,3423614,BTC,2026-08-09,2026-08-09T17:40:29.418552+00:00,4.51,0.34,0.33,0.010000000000000009,0.029412000000000025,2.9412,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3434548_2026-08-10T03:10:05.534850+00:00,3434548,BTC,2026-08-10,2026-08-10T03:10:05.534850+00:00,4.91,0.2,0.195,0.0050000000000000044,0.025000000000000022,5.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3436708_2026-08-10T04:25:05.241371+00:00,3436708,BTC,2026-08-10,2026-08-10T04:25:05.241371+00:00,4.91,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,0,-1.0,-1.002,-1.0020120240000001,,,0.1% Demonstration Scenario,0.001,-1.001012,False
3436847_2026-08-10T04:40:08.818991+00:00,3436847,BTC,2026-08-10,2026-08-10T04:40:08.818991+00:00,4.85,0.07,0.065,0.0050000000000000044,0.07142850000000006,14.2857,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3439371_2026-08-10T07:10:28.490088+00:00,3439371,BTC,2026-08-10,2026-08-10T07:10:28.490088+00:00,4.53,0.15,0.14500000000000002,0.004999999999999977,0.03333349999999984,6.6667,0,-1.0,-1.002,-1.0020050099999998,,,0.1% Demonstration Scenario,0.001,-1.0010049999999997,False
3441811_2026-08-10T09:10:12.070516+00:00,3441811,BTC,2026-08-10,2026-08-10T09:10:12.070516+00:00,4.8,0.07,0.065,0.0050000000000000044,0.07142850000000006,14.2857,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3445270_2026-08-10T11:40:21.682781+00:00,3445270,BTC,2026-08-10,2026-08-10T11:40:21.682781+00:00,4.64,0.34,0.335,0.0050000000000000044,0.014706000000000012,2.9412,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3468551_2026-08-10T19:40:10.954826+00:00,3468551,BTC,2026-08-10,2026-08-10T19:40:10.954826+00:00,4.82,0.1,0.095,0.0050000000000000044,0.050000000000000044,10.0,1,9.0,8.998,8.998,,,0.1% Demonstration Scenario,0.001,8.999,False
3470387_2026-08-10T21:25:27.121760+00:00,3470387,BTC,2026-08-10,2026-08-10T21:25:27.121760+00:00,4.55,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,1,15.6667,15.6647,15.664697996,,,0.1% Demonstration Scenario,0.001,15.665697999999999,False
3471079_2026-08-10T22:25:32.043868+00:00,3471079,BTC,2026-08-10,2026-08-10T22:25:32.043868+00:00,4.47,0.09,0.08499999999999999,0.0050000000000000044,0.05555550000000005,11.1111,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3472218_2026-08-10T23:55:25.365895+00:00,3472218,BTC,2026-08-10,2026-08-10T23:55:25.365895+00:00,4.58,0.34,0.335,0.0050000000000000044,0.014706000000000012,2.9412,1,1.9412,1.9392,1.9391919839999998,,,0.1% Demonstration Scenario,0.001,1.940192,False
3473130_2026-08-11T01:25:04.828188+00:00,3473130,BTC,2026-08-11,2026-08-11T01:25:04.828188+00:00,4.92,0.37,0.365,0.0050000000000000044,0.013513500000000013,2.7027,1,1.7027,1.7007,1.7007010020000002,,,0.1% Demonstration Scenario,0.001,1.7017010000000004,False
3474209_2026-08-11T03:55:30.373374+00:00,3474209,BTC,2026-08-11,2026-08-11T03:55:30.373374+00:00,4.49,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,1,2.3333,2.3313,2.33131002,,,0.1% Demonstration Scenario,0.001,2.33231,False
3475503_2026-08-11T04:40:01.918594+00:00,3475503,BTC,2026-08-11,2026-08-11T04:40:01.918594+00:00,4.97,0.22,0.215,0.0050000000000000044,0.02272750000000002,4.5455,0,-1.0,-1.002,-1.00201002,,,0.1% Demonstration Scenario,0.001,-1.0010099999999997,False
3478995_2026-08-11T07:55:00.648472+00:00,3478995,BTC,2026-08-11,2026-08-11T07:55:00.648472+00:00,4.99,0.19,0.185,0.0050000000000000044,0.026316000000000023,5.2632,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3486476_2026-08-11T13:55:02.965668+00:00,3486476,BTC,2026-08-11,2026-08-11T13:55:02.965668+00:00,4.95,0.14,0.135,0.0050000000000000044,0.03571450000000003,7.1429,1,6.1429,6.1409,6.140893988,,,0.1% Demonstration Scenario,0.001,6.141894,False
3492147_2026-08-11T15:55:29.780679+00:00,3492147,BTC,2026-08-11,2026-08-11T15:55:29.780679+00:00,4.5,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,1,7.3333,7.3313,7.331304008,,,0.1% Demonstration Scenario,0.001,7.332304,False
3495297_2026-08-11T18:25:39.231385+00:00,3495297,BTC,2026-08-11,2026-08-11T18:25:39.231385+00:00,4.35,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
3495453_2026-08-11T18:40:38.145537+00:00,3495453,BTC,2026-08-11,2026-08-11T18:40:38.145537+00:00,4.36,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3502994_2026-08-11T23:55:38.820944+00:00,3502994,BTC,2026-08-11,2026-08-11T23:55:38.820944+00:00,4.35,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3505544_2026-08-12T02:55:38.163857+00:00,3505544,BTC,2026-08-12,2026-08-12T02:55:38.163857+00:00,4.36,0.25,0.245,0.0050000000000000044,0.020000000000000018,4.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3505879_2026-08-12T03:55:38.684901+00:00,3505879,BTC,2026-08-12,2026-08-12T03:55:38.684901+00:00,4.36,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,1,6.6923,6.6903,6.690301002000001,,,0.1% Demonstration Scenario,0.001,6.691301,False
3506446_2026-08-12T04:10:39.915754+00:00,3506446,BTC,2026-08-12,2026-08-12T04:10:39.915754+00:00,4.33,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3509965_2026-08-12T08:40:25.185130+00:00,3509965,BTC,2026-08-12,2026-08-12T08:40:25.185130+00:00,4.58,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,0,-1.0,-1.002,-1.001995992,,,0.1% Demonstration Scenario,0.001,-1.0009959999999998,False
3511964_2026-08-12T11:10:14.083903+00:00,3511964,BTC,2026-08-12,2026-08-12T11:10:14.083903+00:00,4.77,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,0,-1.0,-1.002,-1.0019899799999998,,,0.1% Demonstration Scenario,0.001,-1.0009899999999998,False
3516686_2026-08-12T15:25:21.364295+00:00,3516686,BTC,2026-08-12,2026-08-12T15:25:21.364295+00:00,4.64,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,0,-1.0,-1.002,-1.0019939880000002,,,0.1% Demonstration Scenario,0.001,-1.0009940000000002,False
3516792_2026-08-12T15:55:22.489903+00:00,3516792,BTC,2026-08-12,2026-08-12T15:55:22.489903+00:00,4.63,0.25,0.245,0.0050000000000000044,0.020000000000000018,4.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3517214_2026-08-12T16:10:21.377703+00:00,3517214,BTC,2026-08-12,2026-08-12T16:10:21.377703+00:00,4.64,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,1,2.5714,2.5694,2.569408016,,,0.1% Demonstration Scenario,0.001,2.570408,False
3517832_2026-08-12T16:55:21.357582+00:00,3517832,BTC,2026-08-12,2026-08-12T16:55:21.357582+00:00,4.64,0.33,0.325,0.0050000000000000044,0.015151500000000014,3.0303,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3526366_2026-08-12T20:55:23.082551+00:00,3526366,BTC,2026-08-12,2026-08-12T20:55:23.082551+00:00,4.62,0.24,0.235,0.0050000000000000044,0.020833500000000015,4.1667,1,3.1667,3.1647,3.1646919839999996,,,0.1% Demonstration Scenario,0.001,3.165692,False
3528405_2026-08-12T23:10:22.019176+00:00,3528405,BTC,2026-08-12,2026-08-12T23:10:22.019176+00:00,4.63,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
3532784_2026-08-13T02:40:32.538144+00:00,3532784,BTC,2026-08-13,2026-08-13T02:40:32.538144+00:00,4.46,0.2,0.195,0.0050000000000000044,0.025000000000000022,5.0,1,4.0,3.998,3.998,,,0.1% Demonstration Scenario,0.001,3.999,False
3533024_2026-08-13T03:10:32.485814+00:00,3533024,BTC,2026-08-13,2026-08-13T03:10:32.485814+00:00,4.46,0.29,0.28500000000000003,0.004999999999999949,0.017241499999999823,3.4483,1,2.4483,2.4463,2.4462929860000004,,,0.1% Demonstration Scenario,0.001,2.4472930000000006,False
3539523_2026-08-13T13:55:03.529463+00:00,3539523,BTC,2026-08-13,2026-08-13T13:55:03.529463+00:00,4.94,0.29,0.28500000000000003,0.004999999999999949,0.017241499999999823,3.4483,0,-1.0,-1.002,-1.002007014,,,0.1% Demonstration Scenario,0.001,-1.0010069999999998,False
3542111_2026-08-13T16:10:26.823508+00:00,3542111,BTC,2026-08-13,2026-08-13T16:10:26.823508+00:00,4.55,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,1,1.6316,1.6296,1.6295919840000002,,,0.1% Demonstration Scenario,0.001,1.6305920000000003,False
3552260_2026-08-13T20:40:02.590318+00:00,3552260,BTC,2026-08-13,2026-08-13T20:40:02.590318+00:00,4.96,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,0,-1.0,-1.002,-1.0019899799999998,,,0.1% Demonstration Scenario,0.001,-1.0009899999999998,False
3553919_2026-08-13T23:25:02.841920+00:00,3553919,BTC,2026-08-13,2026-08-13T23:25:02.841920+00:00,4.95,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3555519_2026-08-14T00:55:44.247509+00:00,3555519,BTC,2026-08-14,2026-08-14T00:55:44.247509+00:00,4.26,0.39,0.385,0.0050000000000000044,0.01282050000000001,2.5641,1,1.5641,1.5621,1.562101002,,,0.1% Demonstration Scenario,0.001,1.563101,False
3556767_2026-08-14T03:10:01.254524+00:00,3556767,BTC,2026-08-14,2026-08-14T03:10:01.254524+00:00,4.98,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,1,1.6316,1.6296,1.6295919840000002,,,0.1% Demonstration Scenario,0.001,1.6305920000000003,False
3556954_2026-08-14T03:55:01.800837+00:00,3556954,BTC,2026-08-14,2026-08-14T03:55:01.800837+00:00,4.97,0.31,0.3,0.010000000000000009,0.03225800000000003,3.2258,0,-1.0,-1.002,-1.0019979959999998,,,0.1% Demonstration Scenario,0.001,-1.0009979999999998,False
3557376_2026-08-14T04:25:01.529714+00:00,3557376,BTC,2026-08-14,2026-08-14T04:25:01.529714+00:00,4.97,0.18,0.175,0.0050000000000000044,0.027778000000000025,5.5556,1,4.5556,4.5536,4.553591984,,,0.1% Demonstration Scenario,0.001,4.5545919999999995,False
3557675_2026-08-14T04:40:01.414898+00:00,3557675,BTC,2026-08-14,2026-08-14T04:40:01.414898+00:00,4.98,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,0,-1.0,-1.002,-1.0019939880000002,,,0.1% Demonstration Scenario,0.001,-1.0009940000000002,False
3560657_2026-08-14T06:55:00.771833+00:00,3560657,BTC,2026-08-14,2026-08-14T06:55:00.771833+00:00,4.99,0.02,0.015,0.005000000000000001,0.25000000000000006,50.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3564497_2026-08-14T13:40:04.986548+00:00,3564497,BTC,2026-08-14,2026-08-14T13:40:04.986548+00:00,4.92,0.09,0.08499999999999999,0.0050000000000000044,0.05555550000000005,11.1111,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3564835_2026-08-14T14:25:05.497497+00:00,3564835,BTC,2026-08-14,2026-08-14T14:25:05.497497+00:00,4.91,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,1,1.6316,1.6296,1.6295919840000002,,,0.1% Demonstration Scenario,0.001,1.6305920000000003,False
3570365_2026-08-14T19:10:45.168487+00:00,3570365,BTC,2026-08-14,2026-08-14T19:10:45.168487+00:00,4.25,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
3573228_2026-08-14T22:25:43.942038+00:00,3573228,BTC,2026-08-14,2026-08-14T22:25:43.942038+00:00,4.27,0.19,0.185,0.0050000000000000044,0.026316000000000023,5.2632,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3573925_2026-08-14T22:55:44.001428+00:00,3573925,BTC,2026-08-14,2026-08-14T22:55:44.001428+00:00,4.27,0.2,0.195,0.0050000000000000044,0.025000000000000022,5.0,1,4.0,3.998,3.998,,,0.1% Demonstration Scenario,0.001,3.999,False
3574886_2026-08-15T00:10:00.057892+00:00,3574886,BTC,2026-08-15,2026-08-15T00:10:00.057892+00:00,5.0,0.18,0.175,0.0050000000000000044,0.027778000000000025,5.5556,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3575020_2026-08-15T00:55:44.208270+00:00,3575020,BTC,2026-08-15,2026-08-15T00:55:44.208270+00:00,4.26,0.36,0.355,0.0050000000000000044,0.013889000000000012,2.7778,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3575465_2026-08-15T01:55:44.917230+00:00,3575465,BTC,2026-08-15,2026-08-15T01:55:44.917230+00:00,4.25,0.29,0.28,0.009999999999999953,0.03448299999999984,3.4483,1,2.4483,2.4463,2.4462929860000004,,,0.1% Demonstration Scenario,0.001,2.4472930000000006,False
3578983_2026-08-15T07:55:45.124752+00:00,3578983,BTC,2026-08-15,2026-08-15T07:55:45.124752+00:00,4.25,0.39,0.385,0.0050000000000000044,0.01282050000000001,2.5641,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3582229_2026-08-15T13:25:08.970967+00:00,3582229,BTC,2026-08-15,2026-08-15T13:25:08.970967+00:00,4.85,0.21,0.20500000000000002,0.004999999999999977,0.023809499999999886,4.7619,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3592679_2026-08-15T22:25:10.449863+00:00,3592679,BTC,2026-08-15,2026-08-15T22:25:10.449863+00:00,4.83,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
3595401_2026-08-16T03:25:09.450796+00:00,3595401,BTC,2026-08-16,2026-08-16T03:25:09.450796+00:00,4.84,0.35,0.345,0.0050000000000000044,0.014285500000000012,2.8571,0,-1.0,-1.002,-1.0019849699999999,,,0.1% Demonstration Scenario,0.001,-1.0009849999999998,False
3599599_2026-08-16T06:25:09.700432+00:00,3599599,BTC,2026-08-16,2026-08-16T06:25:09.700432+00:00,4.84,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,1,2.5714,2.5694,2.569408016,,,0.1% Demonstration Scenario,0.001,2.570408,False
3599682_2026-08-16T06:40:08.450678+00:00,3599682,BTC,2026-08-16,2026-08-16T06:40:08.450678+00:00,4.86,0.34,0.335,0.0050000000000000044,0.014706000000000012,2.9412,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3600998_2026-08-16T09:40:08.950325+00:00,3600998,BTC,2026-08-16,2026-08-16T09:40:08.950325+00:00,4.85,0.28,0.25,0.030000000000000027,0.1071420000000001,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
3603275_2026-08-16T12:25:08.956895+00:00,3603275,BTC,2026-08-16,2026-08-16T12:25:08.956895+00:00,4.85,0.36,0.355,0.0050000000000000044,0.013889000000000012,2.7778,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
3603381_2026-08-16T12:40:10.700339+00:00,3603381,BTC,2026-08-16,2026-08-16T12:40:10.700339+00:00,4.82,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3609068_2026-08-16T18:40:09.700528+00:00,3609068,BTC,2026-08-16,2026-08-16T18:40:09.700528+00:00,4.84,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,0,-1.0,-1.002,-1.0019899799999998,,,0.1% Demonstration Scenario,0.001,-1.0009899999999998,False
3615600_2026-08-16T21:10:09.449446+00:00,3615600,BTC,2026-08-16,2026-08-16T21:10:09.449446+00:00,4.84,0.22,0.215,0.0050000000000000044,0.02272750000000002,4.5455,0,-1.0,-1.002,-1.00201002,,,0.1% Demonstration Scenario,0.001,-1.0010099999999997,False
3617976_2026-08-16T22:10:08.949886+00:00,3617976,BTC,2026-08-16,2026-08-16T22:10:08.949886+00:00,4.85,0.14,0.135,0.0050000000000000044,0.03571450000000003,7.1429,0,-1.0,-1.002,-1.0020060120000003,,,0.1% Demonstration Scenario,0.001,-1.001006,False
3620231_2026-08-17T00:10:08.699869+00:00,3620231,BTC,2026-08-17,2026-08-17T00:10:08.699869+00:00,4.86,0.27,0.265,0.0050000000000000044,0.018518500000000018,3.7037,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3621568_2026-08-17T03:10:08.826336+00:00,3621568,BTC,2026-08-17,2026-08-17T03:10:08.826336+00:00,4.85,0.37,0.365,0.0050000000000000044,0.013513500000000013,2.7027,1,1.7027,1.7007,1.7007010020000002,,,0.1% Demonstration Scenario,0.001,1.7017010000000004,False
3626035_2026-08-17T06:25:09.825524+00:00,3626035,BTC,2026-08-17,2026-08-17T06:25:09.825524+00:00,4.84,0.39,0.385,0.0050000000000000044,0.01282050000000001,2.5641,1,1.5641,1.5621,1.562101002,,,0.1% Demonstration Scenario,0.001,1.563101,False
3626629_2026-08-17T07:25:09.299367+00:00,3626629,BTC,2026-08-17,2026-08-17T07:25:09.299367+00:00,4.85,0.21,0.20500000000000002,0.004999999999999977,0.023809499999999886,4.7619,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3630786_2026-08-17T10:10:09.702493+00:00,3630786,BTC,2026-08-17,2026-08-17T10:10:09.702493+00:00,4.84,0.22,0.215,0.0050000000000000044,0.02272750000000002,4.5455,1,3.5455,3.5435,3.54348998,,,0.1% Demonstration Scenario,0.001,3.54449,False
3631547_2026-08-17T11:10:09.632379+00:00,3631547,BTC,2026-08-17,2026-08-17T11:10:09.632379+00:00,4.84,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
3633655_2026-08-17T13:55:36.997556+00:00,3633655,BTC,2026-08-17,2026-08-17T13:55:36.997556+00:00,4.38,0.2,0.195,0.0050000000000000044,0.025000000000000022,5.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
