opportunity_id,market_id,asset,calendar_date,decision_at,time_left_min,best_bid,best_ask,executable_ask,spread,final_outcome,target,is_candidate_price,former_favorite_group,token_regime_CT,token_er,token_sign_flips,token_autocorr,spot_regime_CS,spot_er,spot_regime_CS_short,spot_short_reason,spot_price_at_decision,proxy_strike,proxy_reversion_helps,shares,gross_pnl,taker_fee,net_pnl,cohort_tag,neither_subgroup,variants,execution_sim,exclusion_reason,reproduced_fee,reproduced_net_pnl,new_fee,purchase_cash,settlement_proceeds,new_net_pnl,unknown_fee,gross_positive,net_positive,sign_changed
2741338_2026-07-01T10:40:34.357132+00:00,2741338,BTC,2026-07-01,2026-07-01T10:40:34.357132+00:00,4.43,0.23,0.24,0.24,0.01,NO,0,True,FORMER_FAVORITE,REVERSION,0.2547,0.6154,-0.2925,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,4.1667,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.0020000159999999994,-1.002000016,0.0,1.0000079999999998,0.0,-1.0000079999999998,,False,False,False
2743819_2026-07-01T14:25:34.871227+00:00,2743819,BTC,2026-07-01,2026-07-01T14:25:34.871227+00:00,4.42,0.38,0.4,0.4,0.02,NO,0,True,FORMER_FAVORITE,REVERSION,0.0514,0.6364,-0.152,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,2.5,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.002,-1.002,0.0,1.0,0.0,-1.0,,False,False,False
2743860_2026-07-01T14:40:34.895885+00:00,2743860,BTC,2026-07-01,2026-07-01T14:40:34.895885+00:00,4.42,0.13,0.14,0.14,0.01,NO,0,True,OTHER_TRAJECTORY,REVERSION,0.3109,0.5,-0.3591,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,7.1429,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.0020000120000000002,-1.002000012,0.0,1.0000060000000002,0.0,-1.0000060000000002,,False,False,False
2746789_2026-07-01T19:55:36.036541+00:00,2746789,BTC,2026-07-01,2026-07-01T19:55:36.036541+00:00,4.4,0.03,0.04,0.04,0.01,NO,0,True,PERSISTENT_CHEAP,REVERSION,0.3982,0.4615,-0.1904,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,25.0,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.002,-1.002,0.0,1.0,0.0,-1.0,,False,False,False
2753490_2026-07-02T05:55:35.270411+00:00,2753490,BTC,2026-07-02,2026-07-02T05:55:35.270411+00:00,4.41,0.21,0.22,0.22,0.01,NO,0,True,FORMER_FAVORITE,REVERSION,0.3036,0.5385,-0.4045,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,4.5455,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.00200002,-1.00200002,0.0,1.0000099999999998,0.0,-1.0000099999999998,,False,False,False
2754100_2026-07-02T07:40:12.670888+00:00,2754100,BTC,2026-07-02,2026-07-02T07:40:12.670888+00:00,4.79,0.2,0.21,0.21,0.01,NO,0,True,FORMER_FAVORITE,REVERSION,0.2333,0.5833,-0.2993,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,4.7619,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.001999998,-1.001999998,0.0,0.999999,0.0,-0.999999,,False,False,False
2754776_2026-07-02T10:10:06.692821+00:00,2754776,BTC,2026-07-02,2026-07-02T10:10:06.692821+00:00,4.89,0.08,0.09,0.09,0.01,YES,1,True,OTHER_TRAJECTORY,REVERSION,0.383,0.6667,-0.2485,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,11.1111,10.1111,0.002,10.1091,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.001999998,10.109100002,0.0,0.999999,11.1111,10.111101,,True,True,False
2759997_2026-07-02T18:25:35.789104+00:00,2759997,BTC,2026-07-02,2026-07-02T18:25:35.789104+00:00,4.4,0.24,0.25,0.25,0.01,YES,1,True,OTHER_TRAJECTORY,REVERSION,0.2473,0.4615,-0.3004,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,4.0,3.0,0.002,2.998,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.002,2.998,0.0,1.0,4.0,3.0,,True,True,False
2760417_2026-07-02T19:40:35.824446+00:00,2760417,BTC,2026-07-02,2026-07-02T19:40:35.824446+00:00,4.4,0.2,0.21,0.21,0.01,NO,0,True,FORMER_FAVORITE,REVERSION,0.2459,0.4615,-0.1982,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,4.7619,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.001999998,-1.001999998,0.0,0.999999,0.0,-0.999999,,False,False,False
2763456_2026-07-03T00:25:37.072545+00:00,2763456,BTC,2026-07-03,2026-07-03T00:25:37.072545+00:00,4.38,0.08,0.09,0.09,0.01,NO,0,True,FORMER_FAVORITE,REVERSION,0.3893,0.4615,-0.0907,UNCERTAIN,,UNCERTAIN,INSUFFICIENT_CANDLES,,,False,11.1111,-1.0,0.002,-1.002,CT-only,,"{'C0': True, 'CT': True, 'CS': False, 'CS_short': False, 'C1': True, 'CT_plus_canonical_strike': False, 'CT_plus_proxy_strike': False}",BLOCKED_DATA,,0.001999998,-1.001999998,0.0,0.999999,0.0,-0.999999,,False,False,False
