asset,hour_group_utc,weekday,entry_policy,variant,n,days,win_rate,net_pnl,expectancy
SOL,06-12,2,FUNNEL,NO_OUTSIDER,52,5,0.5962,14.8402,0.285388
SOL,06-12,2,FUNNEL,YES_FAVORITE,8,5,0.875,2.3113,0.288915
SOL,06-12,2,FUNNEL,YES_OUTSIDER,26,4,0.3846,-3.3595,-0.12921
SOL,06-12,2,GRID,YES_FAVORITE,78,5,0.7051,-4.8612,-0.062324
SOL,06-12,2,GRID,YES_OUTSIDER,81,5,0.2222,-28.8583,-0.356275
SOL,06-12,3,FUNNEL,NO_FAVORITE,16,4,0.375,-6.3039,-0.393991
SOL,06-12,3,FUNNEL,NO_OUTSIDER,24,4,0.4167,-2.5762,-0.107343
SOL,06-12,3,FUNNEL,YES_FAVORITE,10,3,0.5,-2.7955,-0.279549
SOL,06-12,3,FUNNEL,YES_OUTSIDER,31,3,0.3226,-8.0594,-0.259981
SOL,06-12,3,GRID,YES_FAVORITE,66,4,0.7424,-1.1977,-0.018147
SOL,06-12,3,GRID,YES_OUTSIDER,89,4,0.2809,-6.232,-0.070023
SOL,06-12,4,FUNNEL,NO_FAVORITE,13,4,0.6923,1.3322,0.102481
SOL,06-12,4,FUNNEL,NO_OUTSIDER,42,4,0.4762,1.531,0.036452
SOL,06-12,4,FUNNEL,YES_FAVORITE,7,4,0.7143,-0.4383,-0.062609
SOL,06-12,4,FUNNEL,YES_OUTSIDER,33,4,0.4848,3.2441,0.098306
SOL,06-12,4,GRID,YES_FAVORITE,139,4,0.7122,-15.2626,-0.109803
SOL,06-12,4,GRID,YES_OUTSIDER,108,4,0.1389,-66.3881,-0.614705
SOL,06-12,5,FUNNEL,NO_FAVORITE,10,2,0.5,-0.1961,-0.019608
SOL,06-12,5,FUNNEL,NO_OUTSIDER,36,4,0.3056,-11.0581,-0.307169
SOL,06-12,5,FUNNEL,YES_FAVORITE,7,4,0.8571,1.9504,0.278635
SOL,06-12,5,FUNNEL,YES_OUTSIDER,39,4,0.4103,-2.3391,-0.059976
SOL,06-12,5,GRID,YES_FAVORITE,108,4,0.8889,16.9821,0.157241
SOL,06-12,5,GRID,YES_OUTSIDER,101,4,0.2574,17.4742,0.173012
SOL,06-12,6,FUNNEL,NO_FAVORITE,5,3,0.4,-1.5686,-0.313726
SOL,06-12,6,FUNNEL,NO_OUTSIDER,35,3,0.3429,-2.2888,-0.065394
SOL,06-12,6,FUNNEL,YES_FAVORITE,4,3,1.0,2.1449,0.536222
SOL,06-12,6,FUNNEL,YES_OUTSIDER,25,3,0.36,-5.2039,-0.208155
SOL,06-12,6,GRID,YES_FAVORITE,82,3,0.8293,3.5575,0.043384
SOL,06-12,6,GRID,YES_OUTSIDER,67,3,0.2239,-6.2863,-0.093826
SOL,12-18,0,FUNNEL,NO_FAVORITE,15,4,0.6667,0.1586,0.010574
SOL,12-18,0,FUNNEL,NO_OUTSIDER,23,4,0.4783,1.2948,0.056296
SOL,12-18,0,FUNNEL,YES_FAVORITE,5,3,0.6,-0.5957,-0.119144
SOL,12-18,0,FUNNEL,YES_OUTSIDER,28,4,0.3214,-7.8378,-0.279922
SOL,12-18,0,GRID,YES_FAVORITE,50,4,0.76,0.5988,0.011976
SOL,12-18,0,GRID,YES_OUTSIDER,64,4,0.2031,1.6822,0.026285
SOL,12-18,1,FUNNEL,NO_FAVORITE,12,4,0.5833,0.4716,0.039302
SOL,12-18,1,FUNNEL,NO_OUTSIDER,44,5,0.4773,1.625,0.036931
SOL,12-18,1,FUNNEL,YES_FAVORITE,15,4,0.5333,-1.7936,-0.119574
SOL,12-18,1,FUNNEL,YES_OUTSIDER,46,5,0.4348,-0.5702,-0.012396
SOL,12-18,1,GRID,YES_FAVORITE,69,5,0.7246,-3.2031,-0.046422
SOL,12-18,1,GRID,YES_OUTSIDER,93,5,0.3118,-9.8543,-0.10596
SOL,12-18,2,FUNNEL,NO_FAVORITE,17,4,0.7059,2.0659,0.121521
SOL,12-18,2,FUNNEL,NO_OUTSIDER,40,4,0.45,-1.5158,-0.037895
SOL,12-18,2,FUNNEL,YES_FAVORITE,22,5,0.6364,-1.4738,-0.066992
SOL,12-18,2,FUNNEL,YES_OUTSIDER,27,5,0.5926,8.8455,0.327612
SOL,12-18,2,GRID,YES_FAVORITE,79,5,0.8228,3.8763,0.049067
SOL,12-18,2,GRID,YES_OUTSIDER,85,5,0.2235,-27.6949,-0.325823
SOL,12-18,3,FUNNEL,NO_FAVORITE,7,2,0.4286,-1.9915,-0.284496
SOL,12-18,3,FUNNEL,NO_OUTSIDER,32,4,0.375,-6.8669,-0.214592
SOL,12-18,3,FUNNEL,YES_FAVORITE,14,4,0.5714,-0.7811,-0.055793
SOL,12-18,3,FUNNEL,YES_OUTSIDER,42,4,0.4524,-0.5639,-0.013426
SOL,12-18,3,GRID,YES_FAVORITE,116,4,0.8362,6.1363,0.052899
SOL,12-18,3,GRID,YES_OUTSIDER,114,4,0.307,-13.3916,-0.11747
SOL,12-18,4,FUNNEL,NO_FAVORITE,2,2,1.0,1.2595,0.629742
SOL,12-18,4,FUNNEL,NO_OUTSIDER,34,4,0.5588,10.5918,0.311524
SOL,12-18,4,FUNNEL,YES_FAVORITE,2,2,0.5,-0.6667,-0.333334
SOL,12-18,4,FUNNEL,YES_OUTSIDER,34,4,0.4706,2.6174,0.076981
SOL,12-18,4,GRID,YES_FAVORITE,85,4,0.6824,-10.1675,-0.119617
SOL,12-18,4,GRID,YES_OUTSIDER,96,4,0.1667,-35.9301,-0.374271
SOL,12-18,5,FUNNEL,NO_FAVORITE,5,3,0.6,-1.0594,-0.211886
SOL,12-18,5,FUNNEL,NO_OUTSIDER,37,3,0.3514,-6.7285,-0.181851
SOL,12-18,5,FUNNEL,YES_FAVORITE,6,3,0.5,-1.8083,-0.301379
SOL,12-18,5,FUNNEL,YES_OUTSIDER,23,3,0.4348,-0.5667,-0.02464
SOL,12-18,5,GRID,YES_FAVORITE,97,3,0.732,-3.6044,-0.037159
SOL,12-18,5,GRID,YES_OUTSIDER,62,3,0.3065,3.5992,0.058052
SOL,12-18,6,FUNNEL,NO_FAVORITE,13,3,0.6154,-1.4407,-0.110826
SOL,12-18,6,FUNNEL,NO_OUTSIDER,29,3,0.3448,-7.6847,-0.264988
SOL,12-18,6,FUNNEL,YES_FAVORITE,6,2,1.0,1.6823,0.280387
SOL,12-18,6,FUNNEL,YES_OUTSIDER,24,3,0.4167,-1.8521,-0.077172
SOL,12-18,6,GRID,YES_FAVORITE,55,3,0.8,3.9219,0.071307
SOL,12-18,6,GRID,YES_OUTSIDER,61,3,0.2787,55.4892,0.909658
SOL,18-24,0,FUNNEL,NO_FAVORITE,15,4,0.6667,1.2539,0.083594
SOL,18-24,0,FUNNEL,NO_OUTSIDER,26,4,0.4615,1.1912,0.045817
SOL,18-24,0,FUNNEL,YES_FAVORITE,11,3,0.4545,-2.3473,-0.213394
SOL,18-24,0,FUNNEL,YES_OUTSIDER,36,4,0.3056,-12.6677,-0.351881
SOL,18-24,0,GRID,YES_FAVORITE,49,4,0.7959,4.089,0.083449
SOL,18-24,0,GRID,YES_OUTSIDER,79,4,0.1772,-31.1537,-0.394351
SOL,18-24,1,FUNNEL,NO_FAVORITE,15,4,0.3333,-6.8611,-0.45741
SOL,18-24,1,FUNNEL,NO_OUTSIDER,43,5,0.5116,4.4336,0.103108
SOL,18-24,1,FUNNEL,YES_FAVORITE,14,4,0.5714,1.0047,0.071761
SOL,18-24,1,FUNNEL,YES_OUTSIDER,43,5,0.4651,0.4929,0.011462
SOL,18-24,1,GRID,YES_FAVORITE,67,5,0.7313,1.1081,0.016538
SOL,18-24,1,GRID,YES_OUTSIDER,99,5,0.2828,-8.3187,-0.084028
SOL,18-24,2,FUNNEL,NO_FAVORITE,15,5,0.7333,1.1052,0.073681
SOL,18-24,2,FUNNEL,NO_OUTSIDER,45,5,0.3556,-7.2406,-0.160902
SOL,18-24,2,FUNNEL,YES_FAVORITE,7,4,0.8571,3.6486,0.521224
SOL,18-24,2,FUNNEL,YES_OUTSIDER,36,5,0.4722,3.9278,0.109105
SOL,18-24,2,GRID,YES_FAVORITE,101,5,0.802,8.4323,0.083489
SOL,18-24,2,GRID,YES_OUTSIDER,96,5,0.2708,1.4485,0.015089
SOL,18-24,3,FUNNEL,NO_FAVORITE,8,2,0.625,-0.4813,-0.060167
SOL,18-24,3,FUNNEL,NO_OUTSIDER,42,4,0.4524,0.5943,0.01415
SOL,18-24,3,FUNNEL,YES_FAVORITE,8,4,0.75,1.3143,0.164282
SOL,18-24,3,FUNNEL,YES_OUTSIDER,38,4,0.4474,-2.8217,-0.074254
SOL,18-24,3,GRID,YES_FAVORITE,137,4,0.8102,4.594,0.033533
SOL,18-24,3,GRID,YES_OUTSIDER,131,4,0.1832,-63.1673,-0.482193
SOL,18-24,4,FUNNEL,NO_FAVORITE,15,4,0.6,-1.4926,-0.099506
SOL,18-24,4,FUNNEL,NO_OUTSIDER,33,4,0.3333,-7.545,-0.228635
SOL,18-24,4,FUNNEL,YES_FAVORITE,9,4,0.8889,3.2309,0.358992
SOL,18-24,4,FUNNEL,YES_OUTSIDER,39,4,0.5385,8.4374,0.216344
SOL,18-24,4,GRID,YES_FAVORITE,86,4,0.8372,11.0562,0.12856
SOL,18-24,4,GRID,YES_OUTSIDER,117,4,0.4103,45.9607,0.392827
SOL,18-24,5,FUNNEL,NO_FAVORITE,5,2,0.8,1.1326,0.226525
SOL,18-24,5,FUNNEL,NO_OUTSIDER,34,3,0.3824,-2.5037,-0.073638
SOL,18-24,5,FUNNEL,YES_FAVORITE,5,2,0.8,0.6014,0.120274
SOL,18-24,5,FUNNEL,YES_OUTSIDER,28,3,0.3571,-5.9165,-0.211305
SOL,18-24,5,GRID,YES_FAVORITE,65,3,0.8615,6.2087,0.095519
SOL,18-24,5,GRID,YES_OUTSIDER,59,3,0.2034,-20.3879,-0.345558
SOL,18-24,6,FUNNEL,NO_FAVORITE,9,3,0.4444,-2.5653,-0.285036
SOL,18-24,6,FUNNEL,NO_OUTSIDER,24,3,0.4583,1.0339,0.043079
SOL,18-24,6,FUNNEL,YES_FAVORITE,4,2,0.5,-0.8898,-0.222448
SOL,18-24,6,FUNNEL,YES_OUTSIDER,35,3,0.4286,-2.7062,-0.077321
SOL,18-24,6,GRID,YES_FAVORITE,47,3,0.7021,-2.0825,-0.044308
SOL,18-24,6,GRID,YES_OUTSIDER,63,3,0.3175,-6.7098,-0.106505
XRP,00-06,0,FUNNEL,NO_FAVORITE,8,3,0.875,2.5501,0.318764
XRP,00-06,0,FUNNEL,NO_OUTSIDER,39,3,0.4103,-3.3627,-0.086224
XRP,00-06,0,FUNNEL,YES_FAVORITE,1,1,1.0,0.0417,0.041667
XRP,00-06,0,FUNNEL,YES_OUTSIDER,24,3,0.4167,-0.8955,-0.037314
XRP,00-06,0,GRID,YES_FAVORITE,55,3,0.8364,3.9142,0.071167
XRP,00-06,0,GRID,YES_OUTSIDER,54,3,0.2778,-12.2974,-0.227729
XRP,00-06,1,FUNNEL,NO_FAVORITE,33,5,0.6364,-0.6852,-0.020764
XRP,00-06,1,FUNNEL,NO_OUTSIDER,40,5,0.525,3.5429,0.088572
XRP,00-06,1,FUNNEL,YES_FAVORITE,8,3,0.5,-1.9576,-0.244703
XRP,00-06,1,FUNNEL,YES_OUTSIDER,26,5,0.4231,-1.9164,-0.073707
XRP,00-06,1,GRID,YES_FAVORITE,77,5,0.6234,-13.8592,-0.17999
XRP,00-06,1,GRID,YES_OUTSIDER,84,5,0.2262,-25.3821,-0.302168
XRP,00-06,2,FUNNEL,NO_FAVORITE,42,5,0.5,-8.5814,-0.204319
XRP,00-06,2,FUNNEL,NO_OUTSIDER,46,5,0.4348,-2.888,-0.062783
XRP,00-06,2,FUNNEL,YES_FAVORITE,9,3,0.3333,-3.1554,-0.350595
XRP,00-06,2,FUNNEL,YES_OUTSIDER,23,4,0.2609,-10.3541,-0.450179
XRP,00-06,2,GRID,YES_FAVORITE,74,5,0.6892,-4.642,-0.06273
XRP,00-06,2,GRID,YES_OUTSIDER,88,5,0.25,-33.7628,-0.383669
XRP,00-06,3,FUNNEL,NO_FAVORITE,13,3,0.6923,1.9679,0.151378
XRP,00-06,3,FUNNEL,NO_OUTSIDER,36,4,0.5556,7.1667,0.199076
XRP,00-06,3,FUNNEL,YES_FAVORITE,3,2,0.3333,-1.5714,-0.52381
XRP,00-06,3,FUNNEL,YES_OUTSIDER,28,3,0.6429,13.9244,0.497299
XRP,00-06,3,GRID,YES_FAVORITE,82,4,0.6585,-12.5834,-0.153456
XRP,00-06,3,GRID,YES_OUTSIDER,92,4,0.1957,-40.0012,-0.434796
XRP,00-06,4,FUNNEL,NO_FAVORITE,15,4,0.4667,-3.9796,-0.265308
XRP,00-06,4,FUNNEL,NO_OUTSIDER,43,4,0.5581,11.0274,0.256451
XRP,00-06,4,FUNNEL,YES_FAVORITE,4,3,0.5,-0.3961,-0.099026
XRP,00-06,4,FUNNEL,YES_OUTSIDER,34,3,0.4412,1.1151,0.032797
XRP,00-06,4,GRID,YES_FAVORITE,133,4,0.6617,-22.0254,-0.165605
XRP,00-06,4,GRID,YES_OUTSIDER,115,4,0.2348,-36.5614,-0.317925
XRP,00-06,5,FUNNEL,NO_FAVORITE,17,3,0.3529,-7.6357,-0.449159
XRP,00-06,5,FUNNEL,NO_OUTSIDER,44,4,0.3409,-11.6902,-0.265687
XRP,00-06,5,FUNNEL,YES_FAVORITE,3,3,1.0,1.3949,0.464972
XRP,00-06,5,FUNNEL,YES_OUTSIDER,26,4,0.4615,0.0566,0.002177
XRP,00-06,5,GRID,YES_FAVORITE,113,4,0.8142,0.9543,0.008445
XRP,00-06,5,GRID,YES_OUTSIDER,73,4,0.2329,-14.9646,-0.204995
XRP,00-06,6,FUNNEL,NO_FAVORITE,7,3,0.5714,-0.9804,-0.140056
XRP,00-06,6,FUNNEL,NO_OUTSIDER,30,3,0.4333,-0.8243,-0.027476
XRP,00-06,6,FUNNEL,YES_FAVORITE,9,2,0.4444,-2.2603,-0.251147
XRP,00-06,6,FUNNEL,YES_OUTSIDER,26,3,0.2692,-9.4263,-0.362548
XRP,00-06,6,GRID,YES_FAVORITE,64,3,0.7188,-4.1659,-0.065092
XRP,00-06,6,GRID,YES_OUTSIDER,73,3,0.274,-2.8954,-0.039663
XRP,06-12,0,FUNNEL,NO_FAVORITE,9,3,0.5556,-1.4063,-0.156256
XRP,06-12,0,FUNNEL,NO_OUTSIDER,33,3,0.4848,0.3261,0.009881
XRP,06-12,0,FUNNEL,YES_FAVORITE,2,1,1.0,1.2389,0.619433
XRP,06-12,0,FUNNEL,YES_OUTSIDER,28,3,0.3929,-4.1666,-0.148806
XRP,06-12,0,GRID,YES_FAVORITE,84,3,0.6667,-7.6662,-0.091264
XRP,06-12,0,GRID,YES_OUTSIDER,62,3,0.2419,-22.561,-0.363888
XRP,06-12,1,FUNNEL,NO_FAVORITE,27,5,0.6667,2.4045,0.089056
XRP,06-12,1,FUNNEL,NO_OUTSIDER,45,5,0.4667,1.8556,0.041237
XRP,06-12,1,FUNNEL,YES_FAVORITE,3,2,0.6667,-0.0263,-0.00875
XRP,06-12,1,FUNNEL,YES_OUTSIDER,24,3,0.4167,-2.1022,-0.087591
XRP,06-12,1,GRID,YES_FAVORITE,72,5,0.7083,-6.0632,-0.084211
XRP,06-12,1,GRID,YES_OUTSIDER,93,5,0.172,-27.0201,-0.290539
XRP,06-12,2,FUNNEL,NO_FAVORITE,19,4,0.6316,-0.6058,-0.031885
XRP,06-12,2,FUNNEL,NO_OUTSIDER,50,5,0.46,1.6388,0.032777
XRP,06-12,2,FUNNEL,YES_FAVORITE,14,4,0.4286,-3.8672,-0.276227
XRP,06-12,2,FUNNEL,YES_OUTSIDER,34,5,0.3529,-5.5124,-0.162131
XRP,06-12,2,GRID,YES_FAVORITE,73,5,0.726,0.5266,0.007214
XRP,06-12,2,GRID,YES_OUTSIDER,86,5,0.2093,-38.0172,-0.44206
XRP,06-12,3,FUNNEL,NO_FAVORITE,15,4,0.6667,0.4673,0.031156
XRP,06-12,3,FUNNEL,NO_OUTSIDER,34,4,0.3529,-8.3015,-0.244161
XRP,06-12,3,FUNNEL,YES_FAVORITE,3,2,0.3333,-1.6667,-0.555556
XRP,06-12,3,FUNNEL,YES_OUTSIDER,30,3,0.5667,6.9038,0.230127
XRP,06-12,3,GRID,YES_FAVORITE,80,4,0.75,-1.2948,-0.016185
XRP,06-12,3,GRID,YES_OUTSIDER,73,4,0.2877,-6.3809,-0.08741
XRP,06-12,4,FUNNEL,NO_FAVORITE,10,3,0.6,0.0457,0.004573
XRP,06-12,4,FUNNEL,NO_OUTSIDER,45,4,0.4,-5.6939,-0.126531
XRP,06-12,4,FUNNEL,YES_FAVORITE,6,3,0.6667,0.5279,0.087984
XRP,06-12,4,FUNNEL,YES_OUTSIDER,34,4,0.4412,-1.901,-0.055913
XRP,06-12,4,GRID,YES_FAVORITE,135,4,0.8,-0.6879,-0.005095
XRP,06-12,4,GRID,YES_OUTSIDER,117,4,0.1709,-47.2677,-0.403998
XRP,06-12,5,FUNNEL,NO_FAVORITE,23,3,0.6087,0.2727,0.011858
XRP,06-12,5,FUNNEL,NO_OUTSIDER,43,4,0.4419,-2.3639,-0.054974
XRP,06-12,5,FUNNEL,YES_FAVORITE,3,3,0.6667,0.1695,0.056511
XRP,06-12,5,FUNNEL,YES_OUTSIDER,23,4,0.5217,6.6877,0.290771
XRP,06-12,5,GRID,YES_FAVORITE,95,4,0.8526,12.1357,0.127744
XRP,06-12,5,GRID,YES_OUTSIDER,107,4,0.2617,4.1472,0.038759
XRP,06-12,6,FUNNEL,NO_FAVORITE,10,3,0.6,-2.2395,-0.22395
XRP,06-12,6,FUNNEL,NO_OUTSIDER,35,3,0.2286,-15.8482,-0.452806
XRP,06-12,6,FUNNEL,YES_FAVORITE,3,2,0.3333,-1.8506,-0.616858
XRP,06-12,6,FUNNEL,YES_OUTSIDER,21,3,0.3333,-4.7843,-0.227825
XRP,06-12,6,GRID,YES_FAVORITE,76,3,0.8553,9.0235,0.11873
XRP,06-12,6,GRID,YES_OUTSIDER,70,3,0.2286,-27.872,-0.398171
XRP,12-18,0,FUNNEL,NO_FAVORITE,9,4,0.7778,2.0442,0.227132
XRP,12-18,0,FUNNEL,NO_OUTSIDER,33,4,0.4242,-2.9692,-0.089975
XRP,12-18,0,FUNNEL,YES_FAVORITE,6,4,0.6667,0.863,0.143828
XRP,12-18,0,FUNNEL,YES_OUTSIDER,22,3,0.4091,-2.4999,-0.113634
XRP,12-18,0,GRID,YES_FAVORITE,46,4,0.8261,6.1111,0.13285
XRP,12-18,0,GRID,YES_OUTSIDER,68,4,0.2794,6.314,0.092853
XRP,12-18,1,FUNNEL,NO_FAVORITE,25,5,0.84,10.3942,0.415767
XRP,12-18,1,FUNNEL,NO_OUTSIDER,56,5,0.4286,-4.3985,-0.078545
XRP,12-18,1,FUNNEL,YES_FAVORITE,10,3,0.7,1.9383,0.193827
XRP,12-18,1,FUNNEL,YES_OUTSIDER,28,4,0.5357,4.7056,0.168057
XRP,12-18,1,GRID,YES_FAVORITE,80,5,0.85,9.0628,0.113285
XRP,12-18,1,GRID,YES_OUTSIDER,82,5,0.2195,-24.0959,-0.293853
XRP,12-18,2,FUNNEL,NO_FAVORITE,24,5,0.5833,-4.5362,-0.189008
XRP,12-18,2,FUNNEL,NO_OUTSIDER,51,5,0.3725,-9.4319,-0.184939
XRP,12-18,2,FUNNEL,YES_FAVORITE,12,3,0.5,-4.82,-0.401663
XRP,12-18,2,FUNNEL,YES_OUTSIDER,23,5,0.3913,-2.1207,-0.092207
XRP,12-18,2,GRID,YES_FAVORITE,72,5,0.7361,-2.1497,-0.029856
XRP,12-18,2,GRID,YES_OUTSIDER,88,5,0.2727,-17.3015,-0.196608
XRP,12-18,3,FUNNEL,NO_FAVORITE,13,3,0.5385,-1.9743,-0.151871
XRP,12-18,3,FUNNEL,NO_OUTSIDER,39,4,0.2564,-16.7976,-0.430706
XRP,12-18,3,FUNNEL,YES_FAVORITE,6,4,0.3333,-2.4263,-0.404386
XRP,12-18,3,FUNNEL,YES_OUTSIDER,37,4,0.3784,-7.8349,-0.211754
XRP,12-18,3,GRID,YES_FAVORITE,120,4,0.775,-2.1634,-0.018028
XRP,12-18,3,GRID,YES_OUTSIDER,105,4,0.3143,82.0958,0.781865
XRP,12-18,4,FUNNEL,NO_FAVORITE,6,3,0.6667,0.4562,0.076032
XRP,12-18,4,FUNNEL,NO_OUTSIDER,41,4,0.4146,1.6635,0.040572
XRP,12-18,4,FUNNEL,YES_OUTSIDER,34,4,0.2647,-13.5642,-0.398948
XRP,12-18,4,GRID,YES_FAVORITE,86,4,0.6744,-15.7208,-0.1828
XRP,12-18,4,GRID,YES_OUTSIDER,103,4,0.1845,-48.6363,-0.472197
XRP,12-18,5,FUNNEL,NO_FAVORITE,10,3,0.5,-2.3822,-0.238217
XRP,12-18,5,FUNNEL,NO_OUTSIDER,32,3,0.5,2.513,0.078532
XRP,12-18,5,FUNNEL,YES_FAVORITE,6,2,0.5,-0.9548,-0.159139
XRP,12-18,5,FUNNEL,YES_OUTSIDER,23,3,0.5217,3.4585,0.150368
XRP,12-18,5,GRID,YES_FAVORITE,89,3,0.7865,3.7866,0.042546
XRP,12-18,5,GRID,YES_OUTSIDER,71,3,0.1831,-26.2103,-0.369159
XRP,12-18,6,FUNNEL,NO_FAVORITE,11,3,0.7273,0.6384,0.058036
XRP,12-18,6,FUNNEL,NO_OUTSIDER,37,3,0.3514,-6.4709,-0.174889
XRP,12-18,6,FUNNEL,YES_FAVORITE,6,2,0.8333,-0.0188,-0.003137
XRP,12-18,6,FUNNEL,YES_OUTSIDER,18,3,0.3889,-2.21,-0.12278
XRP,12-18,6,GRID,YES_FAVORITE,59,3,0.7797,1.6898,0.02864
XRP,12-18,6,GRID,YES_OUTSIDER,54,3,0.2593,-16.8259,-0.31159
XRP,18-24,0,FUNNEL,NO_FAVORITE,15,4,0.8,4.3628,0.290853
XRP,18-24,0,FUNNEL,NO_OUTSIDER,35,4,0.3714,-5.9329,-0.169512
XRP,18-24,0,FUNNEL,YES_FAVORITE,6,3,0.8333,0.9697,0.161617
XRP,18-24,0,FUNNEL,YES_OUTSIDER,26,4,0.3077,-8.8486,-0.34033
XRP,18-24,0,GRID,YES_FAVORITE,49,4,0.7347,-1.954,-0.039877
XRP,18-24,0,GRID,YES_OUTSIDER,75,4,0.24,-22.7483,-0.303311
XRP,18-24,1,FUNNEL,NO_FAVORITE,24,4,0.5833,-2.3813,-0.099221
XRP,18-24,1,FUNNEL,NO_OUTSIDER,61,5,0.4754,5.3549,0.087786
XRP,18-24,1,FUNNEL,YES_FAVORITE,14,2,0.3571,-5.8687,-0.41919
XRP,18-24,1,FUNNEL,YES_OUTSIDER,21,5,0.2857,-8.518,-0.405618
XRP,18-24,1,GRID,YES_FAVORITE,72,5,0.7222,0.3899,0.005415
XRP,18-24,1,GRID,YES_OUTSIDER,91,5,0.1978,-37.3107,-0.410007
XRP,18-24,2,FUNNEL,NO_FAVORITE,24,5,0.5,-6.5779,-0.274078
XRP,18-24,2,FUNNEL,NO_OUTSIDER,49,5,0.3878,-8.5395,-0.174276
XRP,18-24,2,FUNNEL,YES_FAVORITE,5,4,0.8,1.8075,0.361493
XRP,18-24,2,FUNNEL,YES_OUTSIDER,25,4,0.44,2.4701,0.098802
XRP,18-24,2,GRID,YES_FAVORITE,99,5,0.7778,2.7422,0.027699
XRP,18-24,2,GRID,YES_OUTSIDER,101,5,0.2673,5.1818,0.051305
XRP,18-24,3,FUNNEL,NO_FAVORITE,11,4,0.5455,-1.215,-0.110457
XRP,18-24,3,FUNNEL,NO_OUTSIDER,53,4,0.4528,-0.6243,-0.01178
XRP,18-24,3,FUNNEL,YES_FAVORITE,2,2,0.5,-0.1132,-0.056604
XRP,18-24,3,FUNNEL,YES_OUTSIDER,30,4,0.4333,-2.1694,-0.072315
XRP,18-24,3,GRID,YES_FAVORITE,144,4,0.7639,-1.3939,-0.00968
XRP,18-24,3,GRID,YES_OUTSIDER,125,4,0.24,-35.205,-0.28164
XRP,18-24,4,FUNNEL,NO_FAVORITE,15,3,0.4667,-3.0714,-0.204763
XRP,18-24,4,FUNNEL,NO_OUTSIDER,53,4,0.3774,-9.4609,-0.178507
XRP,18-24,4,FUNNEL,YES_FAVORITE,4,2,0.5,-0.5467,-0.13667
XRP,18-24,4,FUNNEL,YES_OUTSIDER,24,4,0.375,-4.5879,-0.191161
XRP,18-24,4,GRID,YES_FAVORITE,104,4,0.8269,9.9392,0.095569
XRP,18-24,4,GRID,YES_OUTSIDER,103,4,0.2524,-30.7763,-0.298799
XRP,18-24,5,FUNNEL,NO_FAVORITE,19,3,0.6316,0.3473,0.018281
XRP,18-24,5,FUNNEL,NO_OUTSIDER,42,3,0.3571,-8.916,-0.212287
XRP,18-24,5,FUNNEL,YES_FAVORITE,4,1,0.5,-0.1524,-0.038106
XRP,18-24,5,FUNNEL,YES_OUTSIDER,7,3,0.5714,1.9775,0.282506
XRP,18-24,5,GRID,YES_FAVORITE,70,3,0.7857,5.4489,0.077841
XRP,18-24,5,GRID,YES_OUTSIDER,56,3,0.375,1.3041,0.023287
XRP,18-24,6,FUNNEL,NO_FAVORITE,8,3,0.625,0.9505,0.118817
XRP,18-24,6,FUNNEL,NO_OUTSIDER,36,3,0.4444,-0.9976,-0.027712
XRP,18-24,6,FUNNEL,YES_OUTSIDER,28,3,0.3571,-6.3722,-0.227579
XRP,18-24,6,GRID,YES_FAVORITE,47,3,0.6809,-4.8085,-0.102308
XRP,18-24,6,GRID,YES_OUTSIDER,64,3,0.2656,-7.5847,-0.118511
