market_id,asset,decision_at,entry_policy,time_left_target,time_left_actual,entry_variant,side,mid_price,best_bid,best_ask,spread,price_bin,region,final_outcome,target,stake_usdc,shares,gross_pnl,fee_status,fee,net_pnl,scenario_fee,scenario_net_pnl,selection_status,skip_reason,recorded_at,calendar_date,hour_utc,weekday
3476448,XRP,2026-08-11T05:30:04.895496+00:00,FUNNEL,,14.918,YES_OUTSIDER,YES,0.41,,0.41,0.010000000000000009,"[0.40,0.50)",near_parity,,1,1.0,2.439024,1.439024,UNKNOWN,0.0,1.439024,0.02,1.419024,OK,,2026-08-11T05:30:04.895496+00:00,2026-08-11,5,1
3476449,BTC,2026-08-11T05:33:19.873767+00:00,GRID,12,11.669,YES_FAVORITE,YES,0.735,0.73,0.74,0.010000000000000009,"[0.70,0.80)",favorite,YES,1,1.0,1.351351,0.351351,UNKNOWN,0.0,0.351351,0.02,0.331351,OK,,2026-08-11T05:33:19.873767+00:00,2026-08-11,5,1
3476449,BTC,2026-08-11T05:37:24.818394+00:00,GRID,8,7.586,YES_FAVORITE,YES,0.9835,0.98,0.987,0.007000000000000006,"[0.90,0.99]",favorite,YES,1,1.0,1.013171,0.013171,UNKNOWN,0.0,0.013171,0.02,-0.006829,OK,,2026-08-11T05:37:24.818394+00:00,2026-08-11,5,1
3476449,BTC,2026-08-11T05:40:19.920732+00:00,GRID,5,4.668,YES_FAVORITE,YES,0.9864999999999999,0.983,0.99,0.007000000000000006,"[0.90,0.99]",favorite,YES,1,1.0,1.010101,0.010101,UNKNOWN,0.0,0.010101,0.02,-0.009899,OK,,2026-08-11T05:40:19.920732+00:00,2026-08-11,5,1
3476449,BTC,2026-08-11T05:30:05.586071+00:00,FUNNEL,,14.907,YES_OUTSIDER,YES,0.47,,0.47,0.020000000000000018,"[0.40,0.50)",near_parity,,1,1.0,2.12766,1.12766,UNKNOWN,0.0,1.12766,0.02,1.10766,OK,,2026-08-11T05:30:05.586071+00:00,2026-08-11,5,1
3476450,ETH,2026-08-11T05:33:20.993609+00:00,GRID,12,11.65,YES_FAVORITE,YES,0.67,0.66,0.68,0.020000000000000018,"[0.60,0.70)",favorite,YES,1,1.0,1.470588,0.470588,UNKNOWN,0.0,0.470588,0.02,0.450588,OK,,2026-08-11T05:33:20.993609+00:00,2026-08-11,5,1
3476450,ETH,2026-08-11T05:37:25.952595+00:00,GRID,8,7.567,YES_FAVORITE,YES,0.985,0.98,0.99,0.010000000000000009,"[0.90,0.99]",favorite,YES,1,1.0,1.010101,0.010101,UNKNOWN,0.0,0.010101,0.02,-0.009899,OK,,2026-08-11T05:37:25.952595+00:00,2026-08-11,5,1
3476450,ETH,2026-08-11T05:40:20.929191+00:00,GRID,5,4.651,YES_FAVORITE,YES,0.996,0.993,0.999,0.006000000000000005,,favorite,YES,1,1.0,1.001001,0.001001,UNKNOWN,0.0,0.001001,0.02,-0.018999,OK,,2026-08-11T05:40:20.929191+00:00,2026-08-11,5,1
3476450,ETH,2026-08-11T05:30:06.916457+00:00,FUNNEL,,14.885,YES_OUTSIDER,YES,0.48,,0.48,0.010000000000000009,"[0.40,0.50)",near_parity,,1,1.0,2.083333,1.083333,UNKNOWN,0.0,1.083333,0.02,1.063333,OK,,2026-08-11T05:30:06.916457+00:00,2026-08-11,5,1
3476459,SOL,2026-08-11T05:33:21.555655+00:00,GRID,12,11.641,YES_FAVORITE,YES,0.795,0.79,0.8,0.010000000000000009,"[0.80,0.90)",favorite,YES,1,1.0,1.25,0.25,UNKNOWN,0.0,0.25,0.02,0.23,OK,,2026-08-11T05:33:21.555655+00:00,2026-08-11,5,1
3476459,SOL,2026-08-11T05:37:26.519872+00:00,GRID,8,7.558,YES_FAVORITE,YES,0.945,0.94,0.95,0.010000000000000009,"[0.90,0.99]",favorite,YES,1,1.0,1.052632,0.052632,UNKNOWN,0.0,0.052632,0.02,0.032632,OK,,2026-08-11T05:37:26.519872+00:00,2026-08-11,5,1
3476459,SOL,2026-08-11T05:40:21.434074+00:00,GRID,5,4.643,YES_FAVORITE,YES,0.985,0.98,0.99,0.010000000000000009,"[0.90,0.99]",favorite,YES,1,1.0,1.010101,0.010101,UNKNOWN,0.0,0.010101,0.02,-0.009899,OK,,2026-08-11T05:40:21.434074+00:00,2026-08-11,5,1
3476459,SOL,2026-08-11T05:30:06.233048+00:00,FUNNEL,,14.896,NO_OUTSIDER,NO,,,0.49,0.020000000000000018,"[0.40,0.50)",near_parity,,0,1.0,2.040816,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:30:06.233048+00:00,2026-08-11,5,1
3476461,DOGE,2026-08-11T05:33:22.124034+00:00,GRID,12,11.631,YES_FAVORITE,YES,0.885,0.88,0.89,0.010000000000000009,"[0.80,0.90)",favorite,YES,1,1.0,1.123596,0.123596,UNKNOWN,0.0,0.123596,0.02,0.103596,OK,,2026-08-11T05:33:22.124034+00:00,2026-08-11,5,1
3476461,DOGE,2026-08-11T05:37:27.044223+00:00,GRID,8,7.549,YES_FAVORITE,YES,0.975,0.96,0.99,0.030000000000000027,"[0.90,0.99]",favorite,YES,1,1.0,1.010101,0.010101,UNKNOWN,0.0,0.010101,0.02,-0.009899,OK,,2026-08-11T05:37:27.044223+00:00,2026-08-11,5,1
3476461,DOGE,2026-08-11T05:40:21.998887+00:00,GRID,5,4.633,YES_FAVORITE,YES,0.979,0.96,0.998,0.038000000000000034,,favorite,YES,1,1.0,1.002004,0.002004,UNKNOWN,0.0,0.002004,0.02,-0.017996,OK,,2026-08-11T05:40:21.998887+00:00,2026-08-11,5,1
3476461,DOGE,2026-08-11T05:30:07.554392+00:00,FUNNEL,,14.874,YES_OUTSIDER,YES,0.42,,0.42,0.030000000000000027,"[0.40,0.50)",near_parity,,1,1.0,2.380952,1.380952,UNKNOWN,0.0,1.380952,0.02,1.360952,OK,,2026-08-11T05:30:07.554392+00:00,2026-08-11,5,1
3476522,BTC,2026-08-11T05:48:00+00:00,GRID,12,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476522,BTC,2026-08-11T05:52:00.436559+00:00,GRID,8,7.993,YES_OUTSIDER,YES,0.475,0.47,0.48,0.010000000000000009,"[0.40,0.50)",near_parity,NO,0,1.0,2.083333,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:52:00.436559+00:00,2026-08-11,5,1
3476522,BTC,2026-08-11T05:55:00+00:00,GRID,5,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476522,BTC,2026-08-11T05:45:05.630830+00:00,FUNNEL,,14.906,YES_OUTSIDER,YES,0.5,,0.5,0.010000000000000009,"[0.50,0.60)",near_parity,,0,1.0,2.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:45:05.630830+00:00,2026-08-11,5,1
3476523,XRP,2026-08-11T05:48:29.795168+00:00,GRID,12,11.503,YES_OUTSIDER,YES,0.08499999999999999,0.08,0.09,0.009999999999999995,"[0.05,0.10)",deep_outsider,NO,0,1.0,11.111111,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:48:29.795168+00:00,2026-08-11,5,1
3476523,XRP,2026-08-11T05:52:00+00:00,GRID,8,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476523,XRP,2026-08-11T05:55:29.847647+00:00,GRID,5,4.503,YES_OUTSIDER,YES,0.0025,0.001,0.004,0.003,,deep_outsider,NO,0,1.0,250.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:55:29.847647+00:00,2026-08-11,5,1
3476523,XRP,2026-08-11T05:45:04.926362+00:00,FUNNEL,,14.918,NO_OUTSIDER,NO,,,0.49,0.2,"[0.40,0.50)",near_parity,,1,1.0,2.040816,1.040816,UNKNOWN,0.0,1.040816,0.02,1.020816,OK,,2026-08-11T05:45:04.926362+00:00,2026-08-11,5,1
3476524,DOGE,2026-08-11T05:48:00+00:00,GRID,12,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476524,DOGE,2026-08-11T05:52:00.943616+00:00,GRID,8,7.984,YES_FAVORITE,YES,0.86,0.85,0.87,0.020000000000000018,"[0.80,0.90)",favorite,NO,0,1.0,1.149425,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:52:00.943616+00:00,2026-08-11,5,1
3476524,DOGE,2026-08-11T05:55:00+00:00,GRID,5,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476524,DOGE,2026-08-11T05:45:06.260325+00:00,FUNNEL,,14.896,NO_OUTSIDER,NO,,,0.43,0.06000000000000005,"[0.40,0.50)",near_parity,,1,1.0,2.325581,1.325581,UNKNOWN,0.0,1.325581,0.02,1.305581,OK,,2026-08-11T05:45:06.260325+00:00,2026-08-11,5,1
3476525,SOL,2026-08-11T05:48:00+00:00,GRID,12,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476525,SOL,2026-08-11T05:52:01.510236+00:00,GRID,8,7.975,YES_OUTSIDER,YES,0.235,0.23,0.24,0.009999999999999981,"[0.20,0.25)",deep_outsider,NO,0,1.0,4.166667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:52:01.510236+00:00,2026-08-11,5,1
3476525,SOL,2026-08-11T05:55:00+00:00,GRID,5,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476525,SOL,2026-08-11T05:45:06.973388+00:00,FUNNEL,,14.884,NO_OUTSIDER,NO,,,0.47,0.010000000000000009,"[0.40,0.50)",near_parity,,1,1.0,2.12766,1.12766,UNKNOWN,0.0,1.12766,0.02,1.10766,OK,,2026-08-11T05:45:06.973388+00:00,2026-08-11,5,1
3476528,ETH,2026-08-11T05:48:00+00:00,GRID,12,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476528,ETH,2026-08-11T05:52:02.013045+00:00,GRID,8,7.966,YES_OUTSIDER,YES,0.295,0.29,0.3,0.010000000000000009,"[0.30,0.35)",deep_outsider,NO,0,1.0,3.333333,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T05:52:02.013045+00:00,2026-08-11,5,1
3476528,ETH,2026-08-11T05:55:00+00:00,GRID,5,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3476528,ETH,2026-08-11T05:45:07.713314+00:00,FUNNEL,,14.871,NO_OUTSIDER,NO,,,0.49,0.010000000000000009,"[0.40,0.50)",near_parity,,1,1.0,2.040816,1.040816,UNKNOWN,0.0,1.040816,0.02,1.020816,OK,,2026-08-11T05:45:07.713314+00:00,2026-08-11,5,1
3477034,SOL,2026-08-11T06:03:05.790273+00:00,GRID,12,11.903,YES_OUTSIDER,YES,0.185,0.18,0.19,0.010000000000000009,"[0.15,0.20)",deep_outsider,YES,1,1.0,5.263158,4.263158,UNKNOWN,0.0,4.263158,0.02,4.243158,OK,,2026-08-11T06:03:05.790273+00:00,2026-08-11,6,1
3477034,SOL,2026-08-11T06:07:00+00:00,GRID,8,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477034,SOL,2026-08-11T06:10:00+00:00,GRID,5,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477034,SOL,2026-08-11T06:00:05.091319+00:00,FUNNEL,,14.915,NO_OUTSIDER,NO,,,0.48,0.030000000000000027,"[0.40,0.50)",near_parity,,0,1.0,2.083333,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:00:05.091319+00:00,2026-08-11,6,1
3477046,DOGE,2026-08-11T06:03:07.294432+00:00,GRID,12,11.878,YES_OUTSIDER,YES,0.32499999999999996,0.29,0.36,0.07,"[0.35,0.40)",cheap_outsider,YES,1,1.0,2.777778,1.777778,UNKNOWN,0.0,1.777778,0.02,1.757778,OK,,2026-08-11T06:03:07.294432+00:00,2026-08-11,6,1
3477046,DOGE,2026-08-11T06:07:00+00:00,GRID,8,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477046,DOGE,2026-08-11T06:10:00+00:00,GRID,5,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477046,DOGE,2026-08-11T06:00:05.854261+00:00,FUNNEL,,14.902,YES_OUTSIDER,YES,0.44,,0.44,0.02999999999999997,"[0.40,0.50)",near_parity,,1,1.0,2.272727,1.272727,UNKNOWN,0.0,1.272727,0.02,1.252727,OK,,2026-08-11T06:00:05.854261+00:00,2026-08-11,6,1
3477047,BTC,2026-08-11T06:03:08.266312+00:00,GRID,12,11.862,YES_OUTSIDER,YES,0.315,0.31,0.32,0.010000000000000009,"[0.30,0.35)",cheap_outsider,YES,1,1.0,3.125,2.125,UNKNOWN,0.0,2.125,0.02,2.105,OK,,2026-08-11T06:03:08.266312+00:00,2026-08-11,6,1
3477047,BTC,2026-08-11T06:07:00+00:00,GRID,8,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477047,BTC,2026-08-11T06:10:00+00:00,GRID,5,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477047,BTC,2026-08-11T06:00:06.697727+00:00,FUNNEL,,14.888,YES_OUTSIDER,YES,0.43,,0.43,0.010000000000000009,"[0.40,0.50)",near_parity,,1,1.0,2.325581,1.325581,UNKNOWN,0.0,1.325581,0.02,1.305581,OK,,2026-08-11T06:00:06.697727+00:00,2026-08-11,6,1
3477048,ETH,2026-08-11T06:03:09.778098+00:00,GRID,12,11.837,YES_OUTSIDER,YES,0.155,0.15,0.16,0.010000000000000009,"[0.15,0.20)",deep_outsider,NO,0,1.0,6.25,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:03:09.778098+00:00,2026-08-11,6,1
3477048,ETH,2026-08-11T06:07:00+00:00,GRID,8,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477048,ETH,2026-08-11T06:10:00+00:00,GRID,5,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477048,ETH,2026-08-11T06:00:07.681587+00:00,FUNNEL,,14.872,YES_OUTSIDER,YES,0.44,,0.44,0.050000000000000044,"[0.40,0.50)",near_parity,,0,1.0,2.272727,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:00:07.681587+00:00,2026-08-11,6,1
3477049,XRP,2026-08-11T06:03:10.295121+00:00,GRID,12,11.828,YES_OUTSIDER,YES,0.28500000000000003,0.28,0.29,0.009999999999999953,"[0.25,0.30)",deep_outsider,YES,1,1.0,3.448276,2.448276,UNKNOWN,0.0,2.448276,0.02,2.428276,OK,,2026-08-11T06:03:10.295121+00:00,2026-08-11,6,1
3477049,XRP,2026-08-11T06:07:00+00:00,GRID,8,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477049,XRP,2026-08-11T06:10:00+00:00,GRID,5,,,,,,,,,,YES,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477049,XRP,2026-08-11T06:00:08.593138+00:00,FUNNEL,,14.857,YES_OUTSIDER,YES,0.41,,0.41,0.040000000000000036,"[0.40,0.50)",near_parity,,1,1.0,2.439024,1.439024,UNKNOWN,0.0,1.439024,0.02,1.419024,OK,,2026-08-11T06:00:08.593138+00:00,2026-08-11,6,1
3477893,SOL,2026-08-11T06:18:01.782409+00:00,GRID,12,11.97,YES_OUTSIDER,YES,0.335,0.33,0.34,0.010000000000000009,"[0.30,0.35)",cheap_outsider,NO,0,1.0,2.941176,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:18:01.782409+00:00,2026-08-11,6,1
3477893,SOL,2026-08-11T06:22:19.858684+00:00,GRID,8,7.669,YES_OUTSIDER,YES,0.055,0.05,0.06,0.009999999999999995,"[0.05,0.10)",deep_outsider,NO,0,1.0,16.666667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:22:19.858684+00:00,2026-08-11,6,1
3477893,SOL,2026-08-11T06:25:14.815737+00:00,GRID,5,4.753,YES_OUTSIDER,YES,0.095,0.09,0.1,0.010000000000000009,"[0.10,0.15)",deep_outsider,NO,0,1.0,10.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:25:14.815737+00:00,2026-08-11,6,1
3477893,SOL,2026-08-11T06:15:05.799647+00:00,FUNNEL,,14.903,YES_OUTSIDER,YES,0.5,,0.5,0.010000000000000009,"[0.50,0.60)",near_parity,,0,1.0,2.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:15:05.799647+00:00,2026-08-11,6,1
3477898,ETH,2026-08-11T06:18:02.500114+00:00,GRID,12,11.958,YES_FAVORITE,YES,0.605,0.6,0.61,0.010000000000000009,"[0.60,0.70)",favorite,NO,0,1.0,1.639344,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:18:02.500114+00:00,2026-08-11,6,1
3477898,ETH,2026-08-11T06:22:20.427725+00:00,GRID,8,7.66,YES_OUTSIDER,YES,0.235,0.23,0.24,0.009999999999999981,"[0.20,0.25)",deep_outsider,NO,0,1.0,4.166667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:22:20.427725+00:00,2026-08-11,6,1
3477898,ETH,2026-08-11T06:25:15.343219+00:00,GRID,5,4.744,YES_OUTSIDER,YES,0.045,0.04,0.05,0.010000000000000002,"[0.05,0.10)",deep_outsider,NO,0,1.0,20.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:25:15.343219+00:00,2026-08-11,6,1
3477898,ETH,2026-08-11T06:15:07.262608+00:00,FUNNEL,,14.879,YES_OUTSIDER,YES,0.49,,0.49,0.010000000000000009,"[0.40,0.50)",near_parity,,0,1.0,2.040816,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:15:07.262608+00:00,2026-08-11,6,1
3477899,DOGE,2026-08-11T06:18:03.020275+00:00,GRID,12,11.95,YES_FAVORITE,YES,0.53,0.52,0.54,0.020000000000000018,"[0.50,0.60)",near_parity,NO,0,1.0,1.851852,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:18:03.020275+00:00,2026-08-11,6,1
3477899,DOGE,2026-08-11T06:22:20.890991+00:00,GRID,8,7.652,YES_OUTSIDER,YES,0.275,0.27,0.28,0.010000000000000009,"[0.25,0.30)",deep_outsider,NO,0,1.0,3.571429,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:22:20.890991+00:00,2026-08-11,6,1
3477899,DOGE,2026-08-11T06:25:15.850477+00:00,GRID,5,4.736,YES_OUTSIDER,YES,0.135,0.12,0.15,0.03,"[0.15,0.20)",deep_outsider,NO,0,1.0,6.666667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:25:15.850477+00:00,2026-08-11,6,1
3477899,DOGE,2026-08-11T06:15:09.508185+00:00,FUNNEL,,14.842,NO_OUTSIDER,NO,,,0.5,0.07,"[0.50,0.60)",near_parity,,1,1.0,2.0,1.0,UNKNOWN,0.0,1.0,0.02,0.98,OK,,2026-08-11T06:15:09.508185+00:00,2026-08-11,6,1
3477901,BTC,2026-08-11T06:18:03.526072+00:00,GRID,12,11.941,YES_OUTSIDER,YES,0.445,0.44,0.45,0.010000000000000009,"[0.40,0.50)",near_parity,NO,0,1.0,2.222222,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:18:03.526072+00:00,2026-08-11,6,1
3477901,BTC,2026-08-11T06:22:21.453243+00:00,GRID,8,7.642,YES_OUTSIDER,YES,0.14500000000000002,0.14,0.15,0.009999999999999981,"[0.15,0.20)",deep_outsider,NO,0,1.0,6.666667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:22:21.453243+00:00,2026-08-11,6,1
3477901,BTC,2026-08-11T06:25:16.368619+00:00,GRID,5,4.727,YES_OUTSIDER,YES,0.015,0.01,0.02,0.01,"[0.01,0.05)",deep_outsider,NO,0,1.0,50.0,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:25:16.368619+00:00,2026-08-11,6,1
3477901,BTC,2026-08-11T06:15:11.509256+00:00,FUNNEL,,14.808,YES_OUTSIDER,YES,0.42,,0.42,0.020000000000000018,"[0.40,0.50)",near_parity,,0,1.0,2.380952,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:15:11.509256+00:00,2026-08-11,6,1
3477902,XRP,2026-08-11T06:18:04.032063+00:00,GRID,12,11.933,YES_OUTSIDER,YES,0.475,0.47,0.48,0.010000000000000009,"[0.40,0.50)",near_parity,NO,0,1.0,2.083333,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:18:04.032063+00:00,2026-08-11,6,1
3477902,XRP,2026-08-11T06:22:22.016767+00:00,GRID,8,7.633,YES_OUTSIDER,YES,0.055,0.05,0.06,0.009999999999999995,"[0.05,0.10)",deep_outsider,NO,0,1.0,16.666667,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:22:22.016767+00:00,2026-08-11,6,1
3477902,XRP,2026-08-11T06:25:16.888469+00:00,GRID,5,4.719,YES_OUTSIDER,YES,0.010499999999999999,0.01,0.011,0.0009999999999999992,"[0.01,0.05)",deep_outsider,NO,0,1.0,90.909091,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:25:16.888469+00:00,2026-08-11,6,1
3477902,XRP,2026-08-11T06:15:12.799532+00:00,FUNNEL,,14.787,NO_OUTSIDER,NO,,,0.5,0.010000000000000009,"[0.50,0.60)",near_parity,,1,1.0,2.0,1.0,UNKNOWN,0.0,1.0,0.02,0.98,OK,,2026-08-11T06:15:12.799532+00:00,2026-08-11,6,1
3477923,DOGE,2026-08-11T06:33:25.065702+00:00,GRID,12,11.582,YES_OUTSIDER,YES,0.335,0.33,0.34,0.010000000000000009,"[0.30,0.35)",cheap_outsider,YES,1,1.0,2.941176,1.941176,UNKNOWN,0.0,1.941176,0.02,1.921176,OK,,2026-08-11T06:33:25.065702+00:00,2026-08-11,6,1
3477923,DOGE,2026-08-11T06:37:29.818396+00:00,GRID,8,7.503,YES_OUTSIDER,YES,0.11499999999999999,0.11,0.12,0.009999999999999995,"[0.10,0.15)",deep_outsider,YES,1,1.0,8.333333,7.333333,UNKNOWN,0.0,7.333333,0.02,7.313333,OK,,2026-08-11T06:37:29.818396+00:00,2026-08-11,6,1
3477923,DOGE,2026-08-11T06:40:24.817286+00:00,GRID,5,4.586,YES_FAVORITE,YES,0.895,0.88,0.91,0.030000000000000027,"[0.90,0.99]",favorite,YES,1,1.0,1.098901,0.098901,UNKNOWN,0.0,0.098901,0.02,0.078901,OK,,2026-08-11T06:40:24.817286+00:00,2026-08-11,6,1
3477923,DOGE,2026-08-11T06:30:20.331818+00:00,FUNNEL,,14.661,YES_OUTSIDER,YES,0.39,,0.39,0.09999999999999998,"[0.35,0.40)",cheap_outsider,,1,1.0,2.564103,1.564103,UNKNOWN,0.0,1.564103,0.02,1.544103,OK,,2026-08-11T06:30:20.331818+00:00,2026-08-11,6,1
3477924,XRP,2026-08-11T06:33:26.170695+00:00,GRID,12,11.564,YES_OUTSIDER,YES,0.215,0.21,0.22,0.010000000000000009,"[0.20,0.25)",deep_outsider,NO,0,1.0,4.545455,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:33:26.170695+00:00,2026-08-11,6,1
3477924,XRP,2026-08-11T06:37:00+00:00,GRID,8,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477924,XRP,2026-08-11T06:40:25.949667+00:00,GRID,5,4.568,YES_OUTSIDER,YES,0.0545,0.05,0.059,0.008999999999999994,"[0.05,0.10)",deep_outsider,NO,0,1.0,16.949153,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:40:25.949667+00:00,2026-08-11,6,1
3477924,XRP,2026-08-11T06:35:05.526231+00:00,FUNNEL,,9.908,NO_FAVORITE,NO,,,0.8,0.010000000000000009,"[0.80,0.90)",favorite,,1,1.0,1.25,0.25,UNKNOWN,0.0,0.25,0.02,0.23,OK,,2026-08-11T06:35:05.526231+00:00,2026-08-11,6,1
3477925,SOL,2026-08-11T06:33:25.615285+00:00,GRID,12,11.573,YES_OUTSIDER,YES,0.28500000000000003,0.28,0.29,0.009999999999999953,"[0.25,0.30)",deep_outsider,NO,0,1.0,3.448276,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:33:25.615285+00:00,2026-08-11,6,1
3477925,SOL,2026-08-11T06:37:00+00:00,GRID,8,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477925,SOL,2026-08-11T06:40:25.370597+00:00,GRID,5,4.577,YES_OUTSIDER,YES,0.0505,0.05,0.051,0.000999999999999994,"[0.05,0.10)",deep_outsider,NO,0,1.0,19.607843,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:40:25.370597+00:00,2026-08-11,6,1
3477925,SOL,2026-08-11T06:30:21.004212+00:00,FUNNEL,,14.65,YES_OUTSIDER,YES,0.44,,0.44,0.010000000000000009,"[0.40,0.50)",near_parity,,0,1.0,2.272727,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:30:21.004212+00:00,2026-08-11,6,1
3477926,BTC,2026-08-11T06:33:26.676146+00:00,GRID,12,11.555,YES_OUTSIDER,YES,0.255,0.25,0.26,0.010000000000000009,"[0.25,0.30)",deep_outsider,NO,0,1.0,3.846154,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:33:26.676146+00:00,2026-08-11,6,1
3477926,BTC,2026-08-11T06:37:00+00:00,GRID,8,,,,,,,,,,NO,,,,,,,,,,MISSING_ENTRY_QUOTE,NO_OBSERVATION_IN_WINDOW,,,,
3477926,BTC,2026-08-11T06:40:26.415342+00:00,GRID,5,4.56,YES_FAVORITE,YES,0.875,0.87,0.88,0.010000000000000009,"[0.80,0.90)",favorite,NO,0,1.0,1.136364,-1.0,UNKNOWN,0.0,-1.0,0.02,-1.02,OK,,2026-08-11T06:40:26.415342+00:00,2026-08-11,6,1
