n,days,win_rate,gross_pnl,net_pnl,scenario_net_pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top5_share,asset,entry_policy,entry_time,variant,price_bin,status,exp_ci95
105,27,0.2286,4.5473,4.5473,2.4473,0.043308,3.5645,-1.0,3.5645,18.1347,-1.0,4.3982,DOGE,GRID,12,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.368885, 0.457953]"
119,26,0.2689,-1.6357,-1.6357,-4.0157,-0.013745,2.6676,-1.0,2.6676,22.1337,-1.0,-9.1705,DOGE,GRID,12,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.329833, 0.302212]"
105,26,0.219,-33.1741,-33.1741,-35.2741,-0.315944,2.1229,-1.0,2.1229,33.1741,-1.0,-0.3484,DOGE,GRID,12,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.606083, -0.029472]"
122,27,0.3689,-0.8141,-0.8141,-3.2541,-0.006673,1.693,-1.0,1.693,21.1334,-1.0,-11.4067,DOGE,GRID,12,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.205402, 0.230139]"
245,28,0.3959,-29.3,-29.3,-34.2,-0.119592,1.2237,-1.0,1.2237,34.1596,-1.0,-0.256,DOGE,GRID,12,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.217938, -0.024873]"
121,25,0.5041,-3.6193,-3.6193,-6.0393,-0.029912,0.9243,-1.0,0.9243,8.4979,0.8519,-1.3815,DOGE,GRID,12,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.165453, 0.094659]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,DOGE,GRID,12,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
15,5,0.6667,-4.8062,-4.8062,-5.1062,-0.320415,0.0194,-1.0,0.0194,4.8776,0.0204,-0.0212,DOGE,GRID,12,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
30,16,1.0,0.0431,0.0431,-0.5569,0.001436,0.0014,0.0,,0.0,0.001,0.3726,DOGE,GRID,5,YES_FAVORITE,,OK,"[0.001126, 0.001734]"
63,23,0.4921,-6.1564,-6.1564,-7.4164,-0.097721,0.8337,-1.0,0.8337,9.328,-1.0,-0.7803,DOGE,GRID,5,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.331665, 0.070818]"
73,21,0.6712,2.9219,2.9219,1.4619,0.040025,0.5494,-1.0,0.5494,4.1268,0.4925,1.1221,DOGE,GRID,5,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.126193, 0.203053]"
96,25,0.7083,-5.1956,-5.1956,-7.1156,-0.05412,0.3354,-1.0,0.3354,6.6245,0.2987,-0.4047,DOGE,GRID,5,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.158028, 0.032717]"
130,23,0.8308,-2.3714,-2.3714,-4.9714,-0.018242,0.1817,-1.0,0.1817,5.3027,0.1628,-0.5271,DOGE,GRID,5,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.10008, 0.060476]"
293,23,0.9829,5.369,5.369,-0.491,0.018324,0.036,-1.0,0.036,1.8765,0.0204,0.1035,DOGE,GRID,5,YES_FAVORITE,"[0.90,0.99]",OK,"[0.00568, 0.030498]"
117,23,0.0171,-42.0,-42.0,-44.34,-0.358974,36.5,-1.0,36.5,92.0,-1.0,-1.6667,DOGE,GRID,5,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 0.521739]"
136,25,0.0441,-42.4286,-42.4286,-45.1486,-0.311975,14.5952,-1.0,14.5952,50.2143,-1.0,-1.7929,DOGE,GRID,5,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.75426, 0.12013]"
90,23,0.0667,-36.0606,-36.0606,-37.8606,-0.400673,7.9899,-1.0,7.9899,42.1515,-1.0,-1.1261,DOGE,GRID,5,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.797393, 0.036772]"
63,24,0.127,-17.3903,-17.3903,-18.6503,-0.276036,4.7012,-1.0,4.7012,27.2237,-1.0,-1.4273,DOGE,GRID,5,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.651009, 0.144602]"
50,23,0.16,-13.6989,-13.6989,-14.6989,-0.273979,3.5376,-1.0,3.5376,22.6522,-1.0,-1.346,DOGE,GRID,5,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.796296, 0.192358]"
49,17,0.1429,-23.1246,-23.1246,-24.1046,-0.471931,2.6965,-1.0,2.6965,24.8283,-1.0,-0.6045,DOGE,GRID,5,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.835404, -0.089839]"
36,17,0.2778,-4.5049,-4.5049,-5.2249,-0.125137,2.1495,-1.0,2.1495,12.1303,-1.0,-2.4958,DOGE,GRID,5,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.646821, 0.482718]"
52,20,0.4038,4.7843,4.7843,3.7443,0.092006,1.704,-1.0,1.704,9.4359,-1.0,1.9409,DOGE,GRID,5,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.159462, 0.399903]"
80,21,0.4625,4.537,4.537,2.937,0.056712,1.2848,-1.0,1.2848,12.6003,-1.0,1.6396,DOGE,GRID,5,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.20069, 0.260728]"
25,16,0.48,-1.8668,-1.8668,-2.3668,-0.074671,0.9278,-1.0,0.9278,6.4181,-1.0,-2.6364,DOGE,GRID,5,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.412705, 0.231915]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,DOGE,GRID,5,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
3,2,0.3333,-1.9899,-1.9899,-2.0499,-0.6633,0.0101,-1.0,0.0101,2.0,-1.0,1.0,DOGE,GRID,5,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
105,22,0.4667,-15.5897,-15.5897,-17.6897,-0.148473,0.8247,-1.0,0.8247,16.7277,-1.0,-0.3081,DOGE,GRID,8,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.313407, 3e-05]"
123,23,0.5772,-13.8878,-13.8878,-16.3478,-0.112909,0.5368,-1.0,0.5368,21.1252,0.4493,-0.24,DOGE,GRID,8,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.258906, 0.035114]"
145,23,0.7379,-1.964,-1.964,-4.864,-0.013545,0.3368,-1.0,0.3368,8.6586,0.2987,-1.091,DOGE,GRID,8,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.109728, 0.075735]"
171,24,0.8246,-4.0429,-4.0429,-7.4629,-0.023643,0.1841,-1.0,0.1841,5.6643,0.1628,-0.3092,DOGE,GRID,8,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.088605, 0.041373]"
218,24,0.9817,6.759,6.759,2.399,0.031004,0.0503,-1.0,0.0503,1.0,0.0417,0.0822,DOGE,GRID,8,YES_FAVORITE,"[0.90,0.99]",OK,"[0.014513, 0.045932]"
26,14,0.1154,74.0,74.0,73.48,2.846154,32.3333,-1.0,32.3333,12.0,-1.0,1.2838,DOGE,GRID,8,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 7.064516]"
82,22,0.0,-82.0,-82.0,-83.64,-1.0,0.0,-1.0,0.0,82.0,-1.0,0.061,DOGE,GRID,8,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -1.0]"
85,22,0.1176,-1.8798,-1.8798,-3.5798,-0.022115,7.312,-1.0,7.312,25.3297,-1.0,-21.682,DOGE,GRID,8,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.485348, 0.501851]"
75,24,0.0933,-35.0211,-35.0211,-36.5211,-0.466948,4.7113,-1.0,4.7113,35.0211,-1.0,-0.6982,DOGE,GRID,8,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.792295, -0.082387]"
80,23,0.2125,-2.284,-2.284,-3.884,-0.02855,3.5715,-1.0,3.5715,22.1472,-1.0,-8.4438,DOGE,GRID,8,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.373299, 0.273198]"
72,22,0.1944,-20.516,-20.516,-21.956,-0.284945,2.6774,-1.0,2.6774,22.8105,-1.0,-0.7161,DOGE,GRID,8,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.636717, 0.138617]"
61,22,0.3115,-2.0902,-2.0902,-3.3102,-0.034265,2.1005,-1.0,2.1005,9.7421,-1.0,-5.4787,DOGE,GRID,8,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.339857, 0.274424]"
47,23,0.4468,9.9268,9.9268,8.9868,0.211209,1.7108,-1.0,1.7108,6.0,-1.0,0.9354,DOGE,GRID,8,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.11863, 0.503849]"
134,26,0.4776,8.9444,8.9444,6.2644,0.066749,1.2335,-1.0,1.2335,9.7223,-1.0,0.8181,DOGE,GRID,8,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.083657, 0.216754]"
33,18,0.3939,-7.9253,-7.9253,-8.5853,-0.240162,0.9288,-1.0,0.9288,10.4127,-1.0,-0.6259,DOGE,GRID,8,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.601977, 0.049518]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,DOGE,GRID,8,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
3,2,0.3333,-1.9899,-1.9899,-2.0499,-0.6633,0.0101,-1.0,0.0101,2.0,-1.0,1.0,DOGE,GRID,8,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
2,2,1.0,0.002,0.002,-0.038,0.001001,0.001,0.0,,0.0,0.001,1.0,ETH,FUNNEL,FUNNEL,NO_FAVORITE,,INSUFFICIENT_SAMPLE,
111,27,0.4865,-6.993,-6.993,-9.213,-0.063,0.9261,-1.0,0.9261,14.1056,-1.0,-0.687,ETH,FUNNEL,FUNNEL,NO_FAVORITE,"[0.50,0.60)",OK,"[-0.219204, 0.08069]"
21,6,0.6667,0.4349,0.4349,0.0149,0.020707,0.5311,-1.0,0.5311,2.4615,0.4706,6.9372,ETH,FUNNEL,FUNNEL,NO_FAVORITE,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
11,6,0.9091,2.5647,2.5647,2.3447,0.233157,0.3565,-1.0,0.3565,1.0,0.3514,0.7662,ETH,FUNNEL,FUNNEL,NO_FAVORITE,"[0.70,0.80)",INSUFFICIENT_SAMPLE,
22,14,0.7727,-1.8927,-1.8927,-2.3327,-0.086032,0.1828,-1.0,0.1828,2.8235,0.1561,-0.6203,ETH,FUNNEL,FUNNEL,NO_FAVORITE,"[0.80,0.90)",OK,"[-0.288958, 0.178058]"
21,10,0.8095,-2.8468,-2.8468,-3.2668,-0.135564,0.0678,-1.0,0.0678,3.1446,0.0526,-0.1696,ETH,FUNNEL,FUNNEL,NO_FAVORITE,"[0.90,0.99]",OK,"[-0.253706, 0.010256]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,
4,3,0.0,-4.0,-4.0,-4.08,-1.0,0.0,-1.0,0.0,4.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
3,3,0.3333,1.0,1.0,0.94,0.333333,3.0,-1.0,3.0,2.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,
22,13,0.3636,2.0697,2.0697,1.6297,0.094079,2.0087,-1.0,2.0087,7.0588,-1.0,4.9505,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.30,0.35)",OK,"[-0.816176, 0.863206]"
71,22,0.4366,11.7429,11.7429,10.3229,0.165393,1.6691,-1.0,1.6691,6.094,-1.0,0.784,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.35,0.40)",OK,"[-0.05705, 0.357628]"
734,29,0.436,-33.4549,-33.4549,-48.1349,-0.045579,1.1892,-1.0,1.1892,41.1118,-1.0,-0.2242,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.40,0.50)",OK,"[-0.111069, 0.028567]"
209,27,0.5311,13.0,13.0,8.82,0.062201,1.0,-1.0,1.0,9.0,1.0,0.3846,ETH,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.50,0.60)",OK,"[-0.055351, 0.193717]"
1,1,1.0,0.001,0.001,-0.019,0.001001,0.001,0.0,,0.0,0.001,1.0,ETH,FUNNEL,FUNNEL,YES_FAVORITE,,INSUFFICIENT_SAMPLE,
61,19,0.5246,0.7257,0.7257,-0.4943,0.011897,0.9289,-1.0,0.9289,7.4996,0.8182,6.6193,ETH,FUNNEL,FUNNEL,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.254312, 0.24653]"
28,4,0.7143,3.0733,3.0733,2.5133,0.10976,0.5537,-1.0,0.5537,2.0801,0.5038,1.0402,ETH,FUNNEL,FUNNEL,YES_FAVORITE,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
13,4,1.0,4.3719,4.3719,4.1119,0.336299,0.3363,0.0,,0.0,0.3333,0.4408,ETH,FUNNEL,FUNNEL,YES_FAVORITE,"[0.70,0.80)",INSUFFICIENT_SAMPLE,
13,7,1.0,2.5098,2.5098,2.2498,0.193058,0.1931,0.0,,0.0,0.2048,0.4613,ETH,FUNNEL,FUNNEL,YES_FAVORITE,"[0.80,0.90)",INSUFFICIENT_SAMPLE,
8,6,0.875,-0.6468,-0.6468,-0.8068,-0.08085,0.0505,-1.0,0.0505,1.0,0.0418,-0.5148,ETH,FUNNEL,FUNNEL,YES_FAVORITE,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
2,2,0.0,-2.0,-2.0,-2.04,-1.0,0.0,-1.0,0.0,2.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,
5,5,0.0,-5.0,-5.0,-5.1,-1.0,0.0,-1.0,0.0,5.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
5,4,0.2,-1.0,-1.0,-1.1,-0.2,3.0,-1.0,3.0,4.0,-1.0,1.0,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,
27,13,0.2593,-5.5696,-5.5696,-6.1096,-0.20628,2.0615,-1.0,2.0615,9.9697,-1.0,-1.8939,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.61678, 0.198889]"
78,25,0.3462,-5.3475,-5.3475,-6.9075,-0.068558,1.6908,-1.0,1.6908,14.2862,-1.0,-1.7365,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.286354, 0.150957]"
707,29,0.4738,23.5756,23.5756,9.4356,0.033346,1.1808,-1.0,1.1808,29.8064,-1.0,0.3181,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.060284, 0.124759]"
144,26,0.5,0.0,0.0,-2.88,0.0,1.0,-1.0,1.0,15.0,0.0,,ETH,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.166667, 0.183099]"
267,28,0.603,28.1767,28.1767,22.8367,0.105531,0.8334,-1.0,0.8334,11.1043,0.7241,0.1705,ETH,GRID,12,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.013078, 0.233213]"
238,28,0.6849,14.7067,14.7067,9.9467,0.061793,0.5503,-1.0,0.5503,9.0393,0.4925,0.2267,ETH,GRID,12,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.040129, 0.162194]"
231,28,0.7706,9.3109,9.3109,4.6909,0.040307,0.3501,-1.0,0.3501,6.8886,0.3333,0.2301,ETH,GRID,12,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.035834, 0.117338]"
108,28,0.8611,2.1373,2.1373,-0.0227,0.019789,0.1843,-1.0,0.1843,4.4488,0.1765,0.5849,ETH,GRID,12,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.061389, 0.086799]"
41,21,0.9756,2.0927,2.0927,1.2727,0.051041,0.0773,-1.0,0.0773,1.0,0.087,0.2655,ETH,GRID,12,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.007716, 0.083697]"
3,3,0.0,-3.0,-3.0,-3.06,-1.0,0.0,-1.0,0.0,3.0,-1.0,1.0,ETH,GRID,12,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,
21,15,0.0952,5.7857,5.7857,5.3657,0.27551,12.3929,-1.0,12.3929,14.0,-1.0,3.7654,ETH,GRID,12,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, 2.649068]"
43,20,0.093,-11.29,-11.29,-12.15,-0.262559,6.9275,-1.0,6.9275,16.0,-1.0,-2.3658,ETH,GRID,12,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.524562]"
64,24,0.1562,-5.5424,-5.5424,-6.8224,-0.0866,4.8458,-1.0,4.8458,19.6667,-1.0,-4.6861,ETH,GRID,12,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.587887, 0.554971]"
74,23,0.2027,-5.9132,-5.9132,-7.3932,-0.079908,3.5391,-1.0,3.5391,18.0,-1.0,-3.3017,ETH,GRID,12,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.490732, 0.433747]"
98,27,0.2143,-20.3121,-20.3121,-22.2721,-0.207266,2.6994,-1.0,2.6994,30.4338,-1.0,-0.7309,ETH,GRID,12,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.487626, 0.131719]"
136,27,0.2868,-15.7333,-15.7333,-18.4533,-0.115686,2.0838,-1.0,2.0838,17.754,-1.0,-0.7347,ETH,GRID,12,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.310598, 0.095297]"
141,28,0.3262,-16.8825,-16.8825,-19.7025,-0.119734,1.6982,-1.0,1.6982,21.9238,-1.0,-0.55,ETH,GRID,12,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.360988, 0.104655]"
276,28,0.4384,-6.115,-6.115,-11.635,-0.022156,1.2305,-1.0,1.2305,31.7667,-1.0,-1.2265,ETH,GRID,12,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.147491, 0.1009]"
68,17,0.4853,-3.5217,-3.5217,-4.8817,-0.05179,0.9539,-1.0,0.9539,10.3122,-1.0,-1.4198,ETH,GRID,12,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.287993, 0.162309]"
6,4,0.5,-2.8743,-2.8743,-2.9943,-0.479055,0.0419,-1.0,0.0419,2.8743,-0.4898,0.6521,ETH,GRID,12,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
37,20,1.0,0.0842,0.0842,-0.6558,0.002277,0.0023,0.0,,0.0,0.002,0.2504,ETH,GRID,5,YES_FAVORITE,,OK,"[0.001877, 0.002723]"
73,21,0.589,5.0295,5.0295,3.5695,0.068898,0.8146,-1.0,0.8146,7.1569,0.7241,0.9476,ETH,GRID,5,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.108133, 0.282529]"
74,21,0.7568,12.8769,12.8769,11.3969,0.174012,0.5514,-1.0,0.5514,3.2324,0.5152,0.2567,ETH,GRID,5,YES_FAVORITE,"[0.60,0.70)",OK,"[0.026349, 0.317589]"
81,24,0.7778,3.9903,3.9903,2.3703,0.049263,0.3491,-1.0,0.3491,3.6301,0.3333,0.537,ETH,GRID,5,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.078372, 0.155703]"
119,25,0.8739,3.6817,3.6817,1.3017,0.030938,0.1796,-1.0,0.1796,4.1228,0.1628,0.3395,ETH,GRID,5,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.022472, 0.093271]"
265,23,0.9509,-2.0493,-2.0493,-7.3493,-0.007733,0.0435,-1.0,0.0435,4.7252,0.0309,-0.2711,ETH,GRID,5,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.043504, 0.021756]"
9,9,0.0,-9.0,-9.0,-9.18,-1.0,0.0,-1.0,0.0,9.0,-1.0,0.5556,ETH,GRID,5,YES_OUTSIDER,,INSUFFICIENT_SAMPLE,
152,25,0.0066,-102.0,-102.0,-105.04,-0.671053,49.0,-1.0,49.0,130.0,-1.0,-0.4412,ETH,GRID,5,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, -0.019608]"
127,26,0.063,-8.9841,-8.9841,-11.5241,-0.070741,13.752,-1.0,13.752,45.3889,-1.0,-8.5601,ETH,GRID,5,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.595424, 0.415175]"
76,24,0.1184,-1.4812,-1.4812,-3.0012,-0.019489,7.2799,-1.0,7.2799,15.0,-1.0,-26.9031,ETH,GRID,5,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.460243, 0.442685]"
73,22,0.0959,-31.2843,-31.2843,-32.7443,-0.428552,4.9594,-1.0,4.9594,31.3333,-1.0,-0.8184,ETH,GRID,5,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.791667, 0.032945]"
51,21,0.2941,19.9439,19.9439,18.9239,0.391057,3.7296,-1.0,3.7296,6.0,-1.0,1.0028,ETH,GRID,5,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.174992, 0.962825]"
52,20,0.1731,-18.299,-18.299,-19.339,-0.351903,2.7446,-1.0,2.7446,18.299,-1.0,-0.7945,ETH,GRID,5,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.706142, 0.035909]"
40,16,0.425,12.559,12.559,11.759,0.313975,2.0917,-1.0,2.0917,5.9697,-1.0,0.9118,ETH,GRID,5,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.063923, 0.706107]"
30,16,0.3667,0.07,0.07,-0.53,0.002332,1.7336,-1.0,1.7336,10.9597,-1.0,130.4712,ETH,GRID,5,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.553605, 0.636022]"
69,22,0.4638,2.9542,2.9542,1.5742,0.042814,1.2486,-1.0,1.2486,6.0,-1.0,2.4975,ETH,GRID,5,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.180488, 0.202605]"
15,8,0.6,2.6922,2.6922,2.3922,0.179481,0.9658,-1.0,0.9658,3.0392,0.9231,1.8426,ETH,GRID,5,YES_OUTSIDER,"[0.50,0.60)",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,ETH,GRID,5,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
1,1,1.0,0.001,0.001,-0.019,0.001001,0.001,0.0,,0.0,0.001,1.0,ETH,GRID,8,YES_FAVORITE,,INSUFFICIENT_SAMPLE,
127,24,0.5118,-8.3771,-8.3771,-10.9171,-0.065961,0.825,-1.0,0.825,19.0356,0.6949,-0.5735,ETH,GRID,8,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.197228, 0.076414]"
123,23,0.6098,-6.6017,-6.6017,-9.0617,-0.053672,0.552,-1.0,0.552,8.3359,0.4706,-0.5049,ETH,GRID,8,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.167242, 0.059255]"
138,24,0.8043,10.7462,10.7462,7.9862,0.077871,0.3401,-1.0,0.3401,4.0352,0.3158,0.1994,ETH,GRID,8,YES_FAVORITE,"[0.70,0.80)",OK,"[0.008961, 0.139801]"
158,23,0.8354,-1.4384,-1.4384,-4.5984,-0.009104,0.1861,-1.0,0.1861,5.4819,0.1628,-0.869,ETH,GRID,8,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.076614, 0.056042]"
170,24,0.9529,1.0408,1.0408,-2.3592,0.006122,0.0558,-1.0,0.0558,2.6146,0.0526,0.5338,ETH,GRID,8,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.025563, 0.034057]"
50,20,0.0,-50.0,-50.0,-51.0,-1.0,0.0,-1.0,0.0,50.0,-1.0,0.1,ETH,GRID,8,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, -1.0]"
68,23,0.0147,-51.3333,-51.3333,-52.6933,-0.754902,15.6667,-1.0,15.6667,65.0,-1.0,-0.2273,ETH,GRID,8,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -0.180328]"
60,22,0.0833,-21.3553,-21.3553,-22.5553,-0.355922,6.7289,-1.0,6.7289,28.3333,-1.0,-1.5755,ETH,GRID,8,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.833333, 0.181049]"
88,23,0.125,-23.7938,-23.7938,-25.5538,-0.270384,4.8369,-1.0,4.8369,25.7104,-1.0,-1.1228,ETH,GRID,8,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.72962, 0.24484]"
74,22,0.1892,-10.9132,-10.9132,-12.3932,-0.147476,3.5062,-1.0,3.5062,23.971,-1.0,-1.7672,ETH,GRID,8,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.522131, 0.307435]"
74,23,0.3243,15.735,15.735,14.255,0.212635,2.739,-1.0,2.739,16.7249,-1.0,0.9337,ETH,GRID,8,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.157965, 0.616339]"
60,20,0.2833,-6.0818,-6.0818,-7.2818,-0.101364,2.1717,-1.0,2.1717,15.1664,-1.0,-1.9183,ETH,GRID,8,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.516976, 0.383972]"
62,22,0.2742,-16.5567,-16.5567,-17.7967,-0.267043,1.6731,-1.0,1.6731,24.1163,-1.0,-0.5513,ETH,GRID,8,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.563186, 0.012059]"
123,24,0.4553,2.7471,2.7471,0.2871,0.022334,1.2455,-1.0,1.2455,13.71,-1.0,2.7302,ETH,GRID,8,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.128281, 0.176279]"
26,15,0.5385,1.9231,1.9231,1.4031,0.073965,0.9945,-1.0,0.9945,3.0,0.9615,2.6,ETH,GRID,8,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.333333, 0.381657]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,ETH,GRID,8,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
1,1,1.0,0.001,0.001,-0.019,0.001001,0.001,0.0,,0.0,0.001,1.0,SOL,FUNNEL,FUNNEL,NO_FAVORITE,,INSUFFICIENT_SAMPLE,
231,29,0.4935,-13.7999,-13.7999,-18.4199,-0.05974,0.9053,-1.0,0.9053,22.0777,-1.0,-0.3481,SOL,FUNNEL,FUNNEL,NO_FAVORITE,"[0.50,0.60)",OK,"[-0.144632, 0.020917]"
31,15,0.5484,-4.9868,-4.9868,-5.6068,-0.160865,0.5302,-1.0,0.5302,7.6608,0.4493,-0.6475,SOL,FUNNEL,FUNNEL,NO_FAVORITE,"[0.60,0.70)",OK,"[-0.388458, 0.178895]"
39,19,0.6923,-2.6877,-2.6877,-3.4677,-0.068916,0.3449,-1.0,0.3449,6.9302,0.3158,-0.7528,SOL,FUNNEL,FUNNEL,NO_FAVORITE,"[0.70,0.80)",OK,"[-0.261522, 0.144019]"
