n,days,win_rate,gross_pnl,net_pnl,scenario_net_pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top5_share,asset,entry_policy,entry_time,variant,price_bin,status,exp_ci95
39,22,0.7436,-5.1282,-5.1282,-5.9082,-0.131492,0.168,-1.0,0.168,6.5365,0.1494,-0.2172,SOL,FUNNEL,FUNNEL,NO_FAVORITE,"[0.80,0.90)",OK,"[-0.295908, 0.066744]"
35,22,0.7714,-6.284,-6.284,-6.984,-0.179544,0.0636,-1.0,0.0636,6.6474,0.0526,-0.0884,SOL,FUNNEL,FUNNEL,NO_FAVORITE,"[0.90,0.99]",OK,"[-0.331407, -0.024622]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,
3,2,0.6667,8.1455,8.1455,8.0855,2.71517,4.5728,-1.0,4.5728,1.0,4.2632,1.0,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,
5,2,0.2,-0.4545,-0.4545,-0.5545,-0.090909,3.5455,-1.0,3.5455,3.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
5,5,0.4,2.152,2.152,2.052,0.430396,2.576,-1.0,2.576,3.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,
35,20,0.2571,-7.4014,-7.4014,-8.1014,-0.211469,2.0665,-1.0,2.0665,11.5684,-1.0,-1.4517,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.30,0.35)",OK,"[-0.56406, 0.192827]"
124,26,0.3629,-3.6688,-3.6688,-6.1488,-0.029587,1.674,-1.0,1.674,16.6558,-1.0,-2.531,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.35,0.40)",OK,"[-0.238059, 0.15618]"
610,30,0.4508,-14.0945,-14.0945,-26.2945,-0.023106,1.1669,-1.0,1.1669,46.9229,-1.0,-0.5321,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.40,0.50)",OK,"[-0.111516, 0.068193]"
175,28,0.5314,11.0,11.0,7.5,0.062857,1.0,-1.0,1.0,15.0,1.0,0.4545,SOL,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.50,0.60)",OK,"[-0.078652, 0.220779]"
131,27,0.5038,-5.3353,-5.3353,-7.9553,-0.040727,0.904,-1.0,0.904,11.7546,0.6949,-0.9004,SOL,FUNNEL,FUNNEL,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.212035, 0.09797]"
27,15,0.7407,4.4,4.4,3.86,0.162962,0.57,-1.0,0.57,2.0,0.5152,0.7576,SOL,FUNNEL,FUNNEL,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.070627, 0.387601]"
24,17,0.875,4.4257,4.4257,3.9457,0.184403,0.3536,-1.0,0.3536,2.3257,0.316,0.4842,SOL,FUNNEL,FUNNEL,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.054218, 0.369879]"
28,18,0.9286,2.5776,2.5776,2.0176,0.092057,0.1761,-1.0,0.1761,1.0,0.1628,0.4553,SOL,FUNNEL,FUNNEL,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.008398, 0.179167]"
25,14,0.8,-3.7681,-3.7681,-4.2681,-0.150726,0.0616,-1.0,0.0616,4.0059,0.0638,-0.1314,SOL,FUNNEL,FUNNEL,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.319849, -0.013779]"
3,2,0.0,-3.0,-3.0,-3.06,-1.0,0.0,-1.0,0.0,3.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.10,0.15)",INSUFFICIENT_SAMPLE,
6,2,0.0,-6.0,-6.0,-6.12,-1.0,0.0,-1.0,0.0,6.0,-1.0,0.8333,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
5,5,0.4,1.8966,1.8966,1.7966,0.37931,2.4483,-1.0,2.4483,2.0,-1.0,1.0,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,
45,20,0.2667,-7.2176,-7.2176,-8.1176,-0.160391,2.1485,-1.0,2.1485,15.4207,-1.0,-1.6015,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.565145, 0.324074]"
110,27,0.4182,13.5526,13.5526,11.3526,0.123205,1.6859,-1.0,1.6859,8.3363,-1.0,0.6852,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.103773, 0.38537]"
595,29,0.4454,-17.7773,-17.7773,-29.6773,-0.029878,1.1782,-1.0,1.1782,32.0332,-1.0,-0.4219,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.108039, 0.053129]"
155,28,0.4903,-3.0,-3.0,-6.1,-0.019355,1.0,-1.0,1.0,16.0,-1.0,-1.6667,SOL,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.186667, 0.152941]"
224,28,0.5804,12.0377,12.0377,7.5577,0.05374,0.8157,-1.0,0.8157,11.6887,0.7241,0.3991,SOL,GRID,12,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.064159, 0.157585]"
243,28,0.6091,-12.8566,-12.8566,-17.7166,-0.052908,0.555,-1.0,0.555,19.3113,0.4925,-0.2593,SOL,GRID,12,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.155391, 0.04549]"
223,28,0.7668,6.5126,6.5126,2.0526,0.029204,0.3422,-1.0,0.3422,5.4816,0.3158,0.329,SOL,GRID,12,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.04231, 0.094998]"
140,28,0.8643,4.266,4.266,1.466,0.030472,0.1923,-1.0,0.1923,3.5678,0.1765,0.293,SOL,GRID,12,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.051951, 0.103092]"
49,18,0.9184,-0.4922,-0.4922,-1.4722,-0.010045,0.078,-1.0,0.078,1.9959,0.0753,-1.1287,SOL,GRID,12,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.095296, 0.057997]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,GRID,12,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,
14,12,0.0,-14.0,-14.0,-14.28,-1.0,0.0,-1.0,0.0,14.0,-1.0,0.3571,SOL,GRID,12,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -1.0]"
36,21,0.0556,-21.1648,-21.1648,-21.8848,-0.587912,6.4176,-1.0,6.4176,21.3077,-1.0,-0.4647,SOL,GRID,12,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.098901]"
72,23,0.1806,2.7012,2.7012,1.2612,0.037516,4.7462,-1.0,4.7462,11.7368,-1.0,9.4459,SOL,GRID,12,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.33511, 0.411593]"
92,27,0.2065,-7.3576,-7.3576,-9.1976,-0.079974,3.4549,-1.0,3.4549,22.5829,-1.0,-2.5918,SOL,GRID,12,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.411788, 0.280174]"
111,26,0.2613,-4.228,-4.228,-6.448,-0.03809,2.6818,-1.0,2.6818,34.8609,-1.0,-3.5114,SOL,GRID,12,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.376016, 0.259411]"
122,27,0.3033,-7.1472,-7.1472,-9.5872,-0.058584,2.1041,-1.0,2.1041,16.9936,-1.0,-1.6173,SOL,GRID,12,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.266531, 0.159817]"
126,27,0.3492,-6.6694,-6.6694,-9.1894,-0.052932,1.7121,-1.0,1.7121,16.1019,-1.0,-1.3923,SOL,GRID,12,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.288069, 0.16588]"
274,28,0.3796,-39.5512,-39.5512,-45.0312,-0.144347,1.2543,-1.0,1.2543,40.7251,-1.0,-0.1896,SOL,GRID,12,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.26061, -0.026675]"
99,24,0.5253,1.2749,1.2749,-0.7051,0.012878,0.9284,-1.0,0.9284,8.0392,0.8519,3.9218,SOL,GRID,12,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.153449, 0.161454]"
15,4,0.5333,-6.7092,-6.7092,-7.0092,-0.447279,0.0364,-1.0,0.0364,6.8342,0.0204,-0.0311,SOL,GRID,12,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
37,18,1.0,0.0742,0.0742,-0.6658,0.002007,0.002,0.0,,0.0,0.001,0.3658,SOL,GRID,5,YES_FAVORITE,,OK,"[0.001575, 0.002583]"
82,22,0.5244,-3.8601,-3.8601,-5.5001,-0.047074,0.8172,-1.0,0.8172,5.0227,0.6949,-1.2445,SOL,GRID,5,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.204057, 0.077018]"
55,23,0.6909,3.0782,3.0782,1.9782,0.055967,0.5284,-1.0,0.5284,4.0,0.4925,1.0474,SOL,GRID,5,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.14594, 0.254128]"
93,25,0.7849,5.6095,5.6095,3.7495,0.060317,0.3508,-1.0,0.3508,6.1931,0.3158,0.382,SOL,GRID,5,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.06377, 0.171696]"
100,22,0.84,-1.0652,-1.0652,-3.0652,-0.010652,0.1778,-1.0,0.1778,4.4014,0.1628,-1.1735,SOL,GRID,5,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.091788, 0.064201]"
311,25,0.9518,-3.9906,-3.9906,-10.2106,-0.012832,0.0372,-1.0,0.0372,6.1442,0.0204,-0.1392,SOL,GRID,5,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.042648, 0.014388]"
5,5,0.0,-5.0,-5.0,-5.1,-1.0,0.0,-1.0,0.0,5.0,-1.0,1.0,SOL,GRID,5,YES_OUTSIDER,,INSUFFICIENT_SAMPLE,
158,25,0.0316,50.3333,50.3333,47.1733,0.318565,40.6667,-1.0,40.6667,71.0,-1.0,4.0397,SOL,GRID,5,YES_OUTSIDER,"[0.01,0.05)",OK,"[-0.618321, 1.247191]"
122,25,0.0246,-70.8889,-70.8889,-73.3289,-0.581056,16.037,-1.0,16.037,71.0,-1.0,-0.6505,SOL,GRID,5,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -0.107143]"
80,22,0.0875,-20.6565,-20.6565,-22.2565,-0.258206,7.4776,-1.0,7.4776,25.7993,-1.0,-1.9392,SOL,GRID,5,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.720107, 0.167478]"
67,23,0.1343,-15.5423,-15.5423,-16.8823,-0.231975,4.7175,-1.0,4.7175,27.1944,-1.0,-1.5969,SOL,GRID,5,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.680715, 0.312246]"
57,21,0.1754,-12.3656,-12.3656,-13.5056,-0.216941,3.4634,-1.0,3.4634,18.0777,-1.0,-1.4911,SOL,GRID,5,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.626537, 0.215895]"
56,21,0.2857,3.6894,3.6894,2.5694,0.065882,2.7306,-1.0,2.7306,10.2766,-1.0,4.024,SOL,GRID,5,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.374781, 0.54422]"
38,20,0.2895,-3.6897,-3.6897,-4.4497,-0.097097,2.1191,-1.0,2.1191,13.1976,-1.0,-2.9889,SOL,GRID,5,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.655255, 0.428819]"
42,20,0.4762,11.987,11.987,11.147,0.285405,1.6994,-1.0,1.6994,5.0,-1.0,0.768,SOL,GRID,5,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.205021, 0.735931]"
80,22,0.4875,6.9308,6.9308,5.3308,0.086636,1.229,-1.0,1.229,10.0,-1.0,1.0557,SOL,GRID,5,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.227576, 0.360603]"
25,12,0.48,-1.347,-1.347,-1.847,-0.05388,0.9711,-1.0,0.9711,6.1176,-1.0,-3.712,SOL,GRID,5,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.439493, 0.309319]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,SOL,GRID,5,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
2,1,0.5,-0.9796,-0.9796,-1.0196,-0.489796,0.0204,-1.0,0.0204,1.0,-0.4898,1.0,SOL,GRID,5,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
4,3,1.0,0.011,0.011,-0.069,0.002762,0.0028,0.0,,0.0,0.002,1.0,SOL,GRID,8,YES_FAVORITE,,INSUFFICIENT_SAMPLE,
95,24,0.5368,-1.2814,-1.2814,-3.1814,-0.013488,0.8376,-1.0,0.8376,9.7448,0.6949,-3.749,SOL,GRID,8,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.211272, 0.153172]"
115,22,0.5652,-15.5146,-15.5146,-17.8146,-0.134909,0.5305,-1.0,0.5305,16.0217,0.4493,-0.2062,SOL,GRID,8,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.30278, 0.031232]"
142,23,0.7887,9.0426,9.0426,6.2026,0.06368,0.3486,-1.0,0.3486,3.5915,0.3333,0.237,SOL,GRID,8,YES_FAVORITE,"[0.70,0.80)",OK,"[0.009717, 0.135707]"
169,22,0.8402,-1.7061,-1.7061,-5.0861,-0.010095,0.1781,-1.0,0.1781,6.5532,0.1628,-0.7327,SOL,GRID,8,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.050893, 0.028212]"
209,23,0.9426,-0.9489,-0.9489,-5.1289,-0.00454,0.0561,-1.0,0.0561,4.7625,0.0526,-0.5854,SOL,GRID,8,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.041121, 0.025613]"
34,16,0.0588,41.0,41.0,40.32,1.205882,36.5,-1.0,36.5,21.0,-1.0,1.7073,SOL,GRID,8,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 5.034483]"
80,24,0.0875,18.1746,18.1746,16.5746,0.227183,13.0249,-1.0,13.0249,27.0,-1.0,3.9039,SOL,GRID,8,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.560145, 1.114972]"
96,23,0.0417,-59.9744,-59.9744,-61.8944,-0.624733,8.0064,-1.0,8.0064,62.0,-1.0,-0.5173,SOL,GRID,8,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.91357, -0.311741]"
81,22,0.0988,-32.3691,-32.3691,-33.9891,-0.399619,5.0789,-1.0,5.0789,37.6323,-1.0,-0.8511,SOL,GRID,8,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.728013, -0.059847]"
72,22,0.1667,-18.3015,-18.3015,-19.7415,-0.254188,3.4749,-1.0,3.4749,23.9307,-1.0,-1.0159,SOL,GRID,8,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.606611, 0.191239]"
80,23,0.2875,3.2381,3.2381,1.6381,0.040476,2.619,-1.0,2.619,11.8571,-1.0,4.4934,SOL,GRID,8,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.248843, 0.362839]"
74,22,0.3378,4.3488,4.3488,2.8688,0.058768,2.134,-1.0,2.134,16.6081,-1.0,2.658,SOL,GRID,8,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.248428, 0.37621]"
72,25,0.3472,-4.2147,-4.2147,-5.6547,-0.058537,1.7114,-1.0,1.7114,15.7313,-1.0,-2.1844,SOL,GRID,8,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.312115, 0.247144]"
111,25,0.3964,-11.2062,-11.2062,-13.4262,-0.100956,1.268,-1.0,1.268,19.1843,-1.0,-0.6693,SOL,GRID,8,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.280203, 0.093608]"
25,13,0.32,-9.1554,-9.1554,-9.6554,-0.366214,0.9806,-1.0,0.9806,10.0392,-1.0,-0.5461,SOL,GRID,8,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.7, -0.069759]"
2,1,0.5,-0.9796,-0.9796,-1.0196,-0.489796,0.0204,-1.0,0.0204,1.0,-0.4898,1.0,SOL,GRID,8,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
3,3,1.0,0.007,0.007,-0.053,0.00234,0.0023,0.0,,0.0,0.002,1.0,XRP,FUNNEL,FUNNEL,NO_FAVORITE,,INSUFFICIENT_SAMPLE,
277,29,0.4838,-22.9135,-22.9135,-28.4535,-0.08272,0.8962,-1.0,0.8962,29.3624,-1.0,-0.2097,XRP,FUNNEL,FUNNEL,NO_FAVORITE,"[0.50,0.60)",OK,"[-0.192826, 0.038527]"
49,21,0.7551,8.8393,8.8393,7.8593,0.180394,0.5632,-1.0,0.5632,2.5075,0.4925,0.3771,XRP,FUNNEL,FUNNEL,NO_FAVORITE,"[0.60,0.70)",OK,"[0.016127, 0.355982]"
37,19,0.7297,-0.7773,-0.7773,-1.5173,-0.021008,0.3416,-1.0,0.3416,3.6782,0.2821,-2.6532,XRP,FUNNEL,FUNNEL,NO_FAVORITE,"[0.70,0.80)",OK,"[-0.201679, 0.163178]"
57,23,0.807,-2.7124,-2.7124,-3.8524,-0.047586,0.1802,-1.0,0.1802,4.7432,0.1628,-0.4495,XRP,FUNNEL,FUNNEL,NO_FAVORITE,"[0.80,0.90)",OK,"[-0.173399, 0.070793]"
39,19,0.8462,-3.7935,-3.7935,-4.5735,-0.097269,0.0669,-1.0,0.0669,4.2048,0.0638,-0.1464,XRP,FUNNEL,FUNNEL,NO_FAVORITE,"[0.90,0.99]",OK,"[-0.281465, 0.061984]"
2,2,0.0,-2.0,-2.0,-2.04,-1.0,0.0,-1.0,0.0,2.0,-1.0,1.0,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.10,0.15)",INSUFFICIENT_SAMPLE,
2,2,0.5,3.5556,3.5556,3.5156,1.777778,4.5556,-1.0,4.5556,1.0,1.7778,1.0,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,
3,3,0.0,-3.0,-3.0,-3.06,-1.0,0.0,-1.0,0.0,3.0,-1.0,1.0,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
16,11,0.1875,-5.1341,-5.1341,-5.4541,-0.320884,2.622,-1.0,2.622,6.9803,-1.0,-1.1425,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.25,0.30)",OK,"[-1.0, 0.137293]"
41,23,0.3902,6.9729,6.9729,6.1529,0.170071,1.9983,-1.0,1.9983,8.9035,-1.0,1.4975,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.30,0.35)",OK,"[-0.31484, 0.661699]"
93,27,0.2688,-25.8597,-25.8597,-27.7197,-0.278061,1.6856,-1.0,1.6856,30.719,-1.0,-0.3529,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.35,0.40)",OK,"[-0.470558, -0.094502]"
785,29,0.428,-53.9578,-53.9578,-69.6578,-0.068736,1.1757,-1.0,1.1757,67.299,-1.0,-0.139,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.40,0.50)",OK,"[-0.153104, 0.010673]"
239,30,0.477,-11.0,-11.0,-15.78,-0.046025,1.0,-1.0,1.0,13.0,-1.0,-0.4545,XRP,FUNNEL,FUNNEL,NO_OUTSIDER,"[0.50,0.60)",OK,"[-0.130045, 0.03937]"
2,1,1.0,0.002,0.002,-0.038,0.001001,0.001,0.0,,0.0,0.001,1.0,XRP,FUNNEL,FUNNEL,YES_FAVORITE,,INSUFFICIENT_SAMPLE,
96,23,0.4167,-20.2017,-20.2017,-22.1217,-0.210435,0.895,-1.0,0.895,21.7537,-1.0,-0.2378,XRP,FUNNEL,FUNNEL,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.349225, -0.050973]"
15,11,0.6667,0.7341,0.7341,0.4341,0.04894,0.5734,-1.0,0.5734,2.7742,0.5625,4.1396,XRP,FUNNEL,FUNNEL,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.257393, 0.558877]"
15,11,0.6,-2.91,-2.91,-3.21,-0.193997,0.3433,-1.0,0.3433,4.6248,0.2821,-0.6566,XRP,FUNNEL,FUNNEL,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.5165, 0.330566]"
13,9,0.8462,0.0117,0.0117,-0.2483,0.000901,0.1829,-1.0,0.1829,1.0,0.1765,93.8685,XRP,FUNNEL,FUNNEL,YES_FAVORITE,"[0.80,0.90)",INSUFFICIENT_SAMPLE,
11,7,0.9091,-0.3372,-0.3372,-0.5572,-0.030658,0.0663,-1.0,0.0663,1.0,0.0417,-1.5041,XRP,FUNNEL,FUNNEL,YES_FAVORITE,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,
3,2,0.3333,1.3478,1.3478,1.2878,0.449275,3.3478,-1.0,3.3478,2.0,-1.0,1.0,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,
13,7,0.2308,-2.4089,-2.4089,-2.6689,-0.185297,2.5304,-1.0,2.5304,5.0,-1.0,-2.3211,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,
19,11,0.5263,12.1102,12.1102,11.7302,0.637377,2.111,-1.0,2.111,2.0,1.9412,0.9123,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.30,0.35)",OK,"[0.105169, 1.075839]"
60,21,0.2833,-14.8692,-14.8692,-16.0692,-0.24782,1.6548,-1.0,1.6548,23.1623,-1.0,-0.593,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.582453, 0.047542]"
527,30,0.4156,-47.6654,-47.6654,-58.2054,-0.090447,1.1887,-1.0,1.1887,52.7611,-1.0,-0.1573,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.179043, 0.002481]"
103,29,0.4757,-5.0,-5.0,-7.06,-0.048544,1.0,-1.0,1.0,11.0,-1.0,-1.0,XRP,FUNNEL,FUNNEL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.243243, 0.147826]"
218,28,0.5642,5.7659,5.7659,1.4059,0.026449,0.8192,-1.0,0.8192,11.9885,0.7241,0.8332,XRP,GRID,12,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.067219, 0.112264]"
233,28,0.6309,-6.062,-6.062,-10.722,-0.026017,0.5438,-1.0,0.5438,12.9982,0.4925,-0.5499,XRP,GRID,12,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.102867, 0.043793]"
222,28,0.7387,-0.7113,-0.7113,-5.1513,-0.003204,0.3493,-1.0,0.3493,8.4962,0.3158,-3.0125,XRP,GRID,12,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.066976, 0.058134]"
171,28,0.8655,4.8971,4.8971,1.4771,0.028638,0.1885,-1.0,0.1885,3.9144,0.1765,0.2553,XRP,GRID,12,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.016374, 0.07456]"
46,17,0.8913,-1.9576,-1.9576,-2.8776,-0.042556,0.0742,-1.0,0.0742,2.2665,0.0695,-0.2838,XRP,GRID,12,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.139841, 0.04039]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,XRP,GRID,12,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,
17,14,0.0,-17.0,-17.0,-17.34,-1.0,0.0,-1.0,0.0,17.0,-1.0,0.2941,XRP,GRID,12,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -1.0]"
35,19,0.0571,-18.3333,-18.3333,-19.0333,-0.52381,7.3333,-1.0,7.3333,23.6667,-1.0,-0.6364,XRP,GRID,12,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.068376]"
85,28,0.1294,-20.8836,-20.8836,-22.5836,-0.24569,4.8288,-1.0,4.8288,32.2792,-1.0,-1.2593,XRP,GRID,12,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.595035, 0.170236]"
86,24,0.2674,20.0305,20.0305,18.3105,0.232913,3.61,-1.0,3.61,13.0,-1.0,0.9985,XRP,GRID,12,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.203152, 0.699671]"
110,25,0.3545,33.8141,33.8141,31.6141,0.307401,2.6875,-1.0,2.6875,8.848,-1.0,0.4436,XRP,GRID,12,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.011405, 0.647216]"
131,28,0.2061,-46.0184,-46.0184,-48.6384,-0.351286,2.1475,-1.0,2.1475,48.2443,-1.0,-0.2535,XRP,GRID,12,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.57343, -0.09863]"
118,27,0.3729,1.4088,1.4088,-0.9512,0.011939,1.7138,-1.0,1.7138,15.8519,-1.0,6.5914,XRP,GRID,12,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.235568, 0.2831]"
285,28,0.4491,3.7241,3.7241,-1.9759,0.013067,1.2557,-1.0,1.2557,25.1,-1.0,2.0139,XRP,GRID,12,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.111072, 0.154987]"
87,25,0.3563,-27.4355,-27.4355,-29.1755,-0.31535,0.9214,-1.0,0.9214,29.5074,-1.0,-0.1822,XRP,GRID,12,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.484127, -0.152231]"
11,4,0.6364,-3.8571,-3.8571,-4.0771,-0.350649,0.0204,-1.0,0.0204,3.9388,0.0204,-0.0265,XRP,GRID,12,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
29,17,1.0,0.0582,0.0582,-0.5218,0.002007,0.002,0.0,,0.0,0.001,0.4148,XRP,GRID,5,YES_FAVORITE,,OK,"[0.001419, 0.00271]"
63,21,0.619,7.6852,7.6852,6.4252,0.121988,0.8124,-1.0,0.8124,4.5809,0.7241,0.6251,XRP,GRID,5,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.037801, 0.353045]"
