decision_at,day,net,cumnet
2026-08-23 07:40:00+00:00,2026-08-23,-1.0,204.47939735484337
2026-08-23 07:40:00+00:00,2026-08-23,-1.0,203.47939735484337
2026-08-23 07:40:00+00:00,2026-08-23,-1.0,202.47939735484337
2026-08-23 07:50:00+00:00,2026-08-23,2.506963075185781,204.98636043002915
2026-08-23 08:20:00+00:00,2026-08-23,-1.0,203.98636043002915
2026-08-23 08:25:00+00:00,2026-08-23,-1.0,202.98636043002915
2026-08-23 11:55:00+00:00,2026-08-23,3.289783451731357,206.2761438817605
2026-08-23 12:25:00+00:00,2026-08-23,-1.0,205.2761438817605
2026-08-23 16:58:00+00:00,2026-08-23,-1.0,204.2761438817605
2026-08-23 16:58:00+00:00,2026-08-23,-1.0,203.2761438817605
2026-08-23 17:25:00+00:00,2026-08-23,-1.0,202.2761438817605
2026-08-23 18:55:00+00:00,2026-08-23,7.517669906220455,209.79381378798095
2026-08-23 20:25:00+00:00,2026-08-23,-1.0,208.79381378798095
2026-08-23 20:55:00+00:00,2026-08-23,2.0625713961956738,210.85638518417662
2026-08-23 21:55:00+00:00,2026-08-23,14.564686838500796,225.4210720226774
2026-08-23 21:58:00+00:00,2026-08-23,14.564686838500796,239.9857588611782
2026-08-23 23:25:00+00:00,2026-08-23,-1.0,238.9857588611782
2026-08-24 00:40:00+00:00,2026-08-24,6.216725482979352,245.20248434415754
2026-08-24 00:50:00+00:00,2026-08-24,-1.0,244.20248434415754
2026-08-24 02:35:00+00:00,2026-08-24,-1.0,243.20248434415754
2026-08-24 03:40:00+00:00,2026-08-24,1.9688390651719554,245.1713234093295
2026-08-24 04:25:00+00:00,2026-08-24,-1.0,244.1713234093295
2026-08-24 05:10:00+00:00,2026-08-24,3.9572929214814367,248.12861633081093
2026-08-24 05:55:00+00:00,2026-08-24,4.875164504606129,253.00378083541705
2026-08-24 05:55:00+00:00,2026-08-24,-1.0,252.00378083541705
2026-08-24 05:58:00+00:00,2026-08-24,6.812988311769486,258.8167691471865
2026-08-24 06:25:00+00:00,2026-08-24,-1.0,257.8167691471865
2026-08-24 06:35:00+00:00,2026-08-24,-1.0,256.8167691471865
2026-08-24 07:50:00+00:00,2026-08-24,-1.0,255.8167691471865
2026-08-24 07:50:00+00:00,2026-08-24,5.705648838581621,261.52241798576813
2026-08-24 08:50:00+00:00,2026-08-24,-1.0,260.52241798576813
2026-08-24 10:05:00+00:00,2026-08-24,-1.0,259.52241798576813
2026-08-24 10:20:00+00:00,2026-08-24,-1.0,258.52241798576813
2026-08-24 11:05:00+00:00,2026-08-24,-1.0,257.52241798576813
2026-08-24 13:20:00+00:00,2026-08-24,-1.0,256.52241798576813
2026-08-24 13:35:00+00:00,2026-08-24,-1.0,255.52241798576813
2026-08-24 13:35:00+00:00,2026-08-24,-1.0,254.52241798576813
2026-08-24 13:35:00+00:00,2026-08-24,-1.0,253.52241798576813
2026-08-24 13:55:00+00:00,2026-08-24,2.3839573350659187,255.90637532083406
2026-08-24 14:28:00+00:00,2026-08-24,4.229250334672021,260.1356256555061
2026-08-24 14:35:00+00:00,2026-08-24,-1.0,259.1356256555061
2026-08-24 14:35:00+00:00,2026-08-24,-1.0,258.1356256555061
2026-08-24 14:50:00+00:00,2026-08-24,-1.0,257.1356256555061
2026-08-24 15:05:00+00:00,2026-08-24,-1.0,256.1356256555061
2026-08-24 15:05:00+00:00,2026-08-24,-1.0,255.1356256555061
2026-08-24 15:05:00+00:00,2026-08-24,-1.0,254.1356256555061
2026-08-25 01:40:00+00:00,2026-08-25,-1.0,253.1356256555061
2026-08-25 01:55:00+00:00,2026-08-25,6.216725482979352,259.35235113848546
2026-08-25 04:40:00+00:00,2026-08-25,2.0625713961956733,261.4149225346811
2026-08-25 10:05:00+00:00,2026-08-25,1.8807900278572394,263.29571256253837
2026-08-25 10:28:00+00:00,2026-08-25,-1.0,262.29571256253837
2026-08-25 12:05:00+00:00,2026-08-25,-1.0,261.29571256253837
2026-08-25 19:10:00+00:00,2026-08-25,5.262721152340693,266.5584337148791
2026-08-25 23:55:00+00:00,2026-08-25,5.262721152340693,271.8211548672198
2026-08-26 00:40:00+00:00,2026-08-26,-1.0,270.8211548672198
2026-08-26 01:55:00+00:00,2026-08-26,-1.0,269.8211548672198
2026-08-26 13:55:00+00:00,2026-08-26,3.4910919191783094,273.3122467863981
2026-08-26 14:50:00+00:00,2026-08-26,-1.0,272.3122467863981
2026-08-26 17:43:00+00:00,2026-08-26,2.6394339952250623,274.95168078162317
2026-08-26 18:35:00+00:00,2026-08-26,-1.0,273.95168078162317
2026-08-26 18:35:00+00:00,2026-08-26,-1.0,272.95168078162317
2026-08-26 19:20:00+00:00,2026-08-26,-1.0,271.95168078162317
2026-08-26 19:25:00+00:00,2026-08-26,3.9572929214814367,275.9089737031046
2026-08-26 21:05:00+00:00,2026-08-26,-1.0,274.9089737031046
2026-08-26 21:20:00+00:00,2026-08-26,-1.0,273.9089737031046
2026-08-26 21:25:00+00:00,2026-08-26,-1.0,272.9089737031046
2026-08-26 21:35:00+00:00,2026-08-26,-1.0,271.9089737031046
2026-08-26 21:50:00+00:00,2026-08-26,2.1625553447185326,274.07152904782316
2026-08-26 23:50:00+00:00,2026-08-26,-1.0,273.07152904782316
2026-08-27 01:05:00+00:00,2026-08-27,1.6460066467686967,274.71753569459185
2026-08-27 01:35:00+00:00,2026-08-27,-1.0,273.71753569459185
2026-08-27 01:35:00+00:00,2026-08-27,-1.0,272.71753569459185
2026-08-27 01:35:00+00:00,2026-08-27,-1.0,271.71753569459185
2026-08-27 04:05:00+00:00,2026-08-27,-1.0,270.71753569459185
2026-08-27 04:05:00+00:00,2026-08-27,-1.0,269.71753569459185
2026-08-27 04:05:00+00:00,2026-08-27,-1.0,268.71753569459185
2026-08-27 04:05:00+00:00,2026-08-27,-1.0,267.71753569459185
2026-08-27 05:10:00+00:00,2026-08-27,-1.0,266.71753569459185
2026-08-27 06:50:00+00:00,2026-08-27,-1.0,265.71753569459185
2026-08-27 07:05:00+00:00,2026-08-27,1.7979228220968753,267.51545851668874
2026-08-27 08:20:00+00:00,2026-08-27,2.6394339952250623,270.15489251191383
2026-08-27 08:20:00+00:00,2026-08-27,1.3310947053845958,271.48598721729843
2026-08-27 08:35:00+00:00,2026-08-27,-1.0,270.48598721729843
2026-08-27 09:05:00+00:00,2026-08-27,-1.0,269.48598721729843
2026-08-27 11:55:00+00:00,2026-08-27,-1.0,268.48598721729843
2026-08-27 11:55:00+00:00,2026-08-27,-1.0,267.48598721729843
2026-08-27 14:05:00+00:00,2026-08-27,3.9572929214814385,271.44328013877987
2026-08-27 16:35:00+00:00,2026-08-27,-1.0,270.44328013877987
2026-08-27 16:50:00+00:00,2026-08-27,-1.0,269.44328013877987
2026-08-27 16:50:00+00:00,2026-08-27,2.0625713961956738,271.50585153497553
2026-08-27 17:05:00+00:00,2026-08-27,2.506963075185781,274.01281461016134
2026-08-27 17:05:00+00:00,2026-08-27,3.4910919191783094,277.50390652933964
2026-08-27 17:20:00+00:00,2026-08-27,2.162555344718532,279.6664618740582
2026-08-27 17:20:00+00:00,2026-08-27,1.576210754649416,281.2426726287076
2026-08-27 17:50:00+00:00,2026-08-27,-1.0,280.2426726287076
2026-08-27 19:20:00+00:00,2026-08-27,-1.0,279.2426726287076
2026-08-27 19:28:00+00:00,2026-08-27,-1.0,278.2426726287076
2026-08-27 19:50:00+00:00,2026-08-27,-1.0,277.2426726287076
2026-08-27 21:35:00+00:00,2026-08-27,1.4473633331130702,278.6900359618207
2026-08-27 21:35:00+00:00,2026-08-27,3.9572929214814385,282.6473288833021
2026-08-27 21:35:00+00:00,2026-08-27,4.229250334672019,286.87657921797415
2026-08-27 22:35:00+00:00,2026-08-27,-1.0,285.87657921797415
2026-08-27 23:55:00+00:00,2026-08-27,-1.0,284.87657921797415
2026-08-28 00:50:00+00:00,2026-08-28,1.225649722795327,286.10222894076946
2026-08-28 01:35:00+00:00,2026-08-28,1.9688390651719554,288.0710680059414
2026-08-28 02:50:00+00:00,2026-08-28,-1.0,287.0710680059414
2026-08-28 03:05:00+00:00,2026-08-28,-1.0,286.0710680059414
2026-08-28 03:55:00+00:00,2026-08-28,2.1625553447185326,288.23362335065997
2026-08-28 05:25:00+00:00,2026-08-28,1.8807900278572394,290.1144133785172
2026-08-28 05:25:00+00:00,2026-08-28,2.6394339952250623,292.7538473737423
2026-08-28 06:43:00+00:00,2026-08-28,-1.0,291.7538473737423
2026-08-28 08:05:00+00:00,2026-08-28,-1.0,290.7538473737423
2026-08-28 08:05:00+00:00,2026-08-28,-1.0,289.7538473737423
2026-08-28 08:05:00+00:00,2026-08-28,-1.0,288.7538473737423
2026-08-28 09:50:00+00:00,2026-08-28,-1.0,287.7538473737423
2026-08-28 11:35:00+00:00,2026-08-28,-1.0,286.7538473737423
2026-08-28 13:20:00+00:00,2026-08-28,-1.0,285.7538473737423
2026-08-28 13:50:00+00:00,2026-08-28,-1.0,284.7538473737423
2026-08-28 13:50:00+00:00,2026-08-28,-1.0,283.7538473737423
2026-08-28 13:50:00+00:00,2026-08-28,-1.0,282.7538473737423
2026-08-28 14:25:00+00:00,2026-08-28,-1.0,281.7538473737423
2026-08-28 16:35:00+00:00,2026-08-28,-1.0,280.7538473737423
2026-08-28 16:35:00+00:00,2026-08-28,-1.0,279.7538473737423
2026-08-28 16:35:00+00:00,2026-08-28,-1.0,278.7538473737423
2026-08-28 19:05:00+00:00,2026-08-28,-1.0,277.7538473737423
2026-08-28 19:20:00+00:00,2026-08-28,2.782505910165485,280.5363532839078
2026-08-28 19:20:00+00:00,2026-08-28,1.8807900278572394,282.417143311765
2026-08-28 19:20:00+00:00,2026-08-28,1.8807900278572394,284.29793333962226
2026-08-28 19:35:00+00:00,2026-08-28,1.4473633331130702,285.7452966727353
2026-08-28 19:35:00+00:00,2026-08-28,-1.0,284.7452966727353
2026-08-28 19:40:00+00:00,2026-08-28,-1.0,283.7452966727353
2026-08-28 20:55:00+00:00,2026-08-28,-1.0,282.7452966727353
2026-08-28 21:50:00+00:00,2026-08-28,-1.0,281.7452966727353
2026-08-29 01:43:00+00:00,2026-08-29,1.7979228220968753,283.5432194948322
2026-08-29 03:20:00+00:00,2026-08-29,1.7979228220968753,285.3411423169291
2026-08-29 03:20:00+00:00,2026-08-29,1.968839065171955,287.30998138210106
2026-08-29 05:05:00+00:00,2026-08-29,-1.0,286.30998138210106
2026-08-29 05:25:00+00:00,2026-08-29,-1.0,285.30998138210106
2026-08-29 05:25:00+00:00,2026-08-29,-1.0,284.30998138210106
2026-08-29 06:20:00+00:00,2026-08-29,-1.0,283.30998138210106
2026-08-29 06:25:00+00:00,2026-08-29,-1.0,282.30998138210106
2026-08-29 06:50:00+00:00,2026-08-29,-1.0,281.30998138210106
2026-08-29 06:50:00+00:00,2026-08-29,-1.0,280.30998138210106
2026-08-29 07:10:00+00:00,2026-08-29,-1.0,279.30998138210106
2026-08-29 08:35:00+00:00,2026-08-29,-1.0,278.30998138210106
2026-08-29 09:05:00+00:00,2026-08-29,2.6394339952250623,280.94941537732615
2026-08-29 09:50:00+00:00,2026-08-29,-1.0,279.94941537732615
2026-08-29 15:35:00+00:00,2026-08-29,-1.0,278.94941537732615
2026-08-29 15:35:00+00:00,2026-08-29,-1.0,277.94941537732615
2026-08-29 15:35:00+00:00,2026-08-29,-1.0,276.94941537732615
2026-08-29 15:58:00+00:00,2026-08-29,4.229250334672021,281.1786657119982
2026-08-29 15:58:00+00:00,2026-08-29,2.26943762403429,283.4481033360325
2026-08-29 16:35:00+00:00,2026-08-29,-1.0,282.4481033360325
2026-08-29 16:35:00+00:00,2026-08-29,2.937503937503938,285.38560727353644
2026-08-29 16:35:00+00:00,2026-08-29,-1.0,284.38560727353644
2026-08-29 16:35:00+00:00,2026-08-29,2.937503937503938,287.3231112110404
2026-08-29 16:50:00+00:00,2026-08-29,-1.0,286.3231112110404
2026-08-29 17:20:00+00:00,2026-08-29,2.937503937503938,289.26061514854433
2026-08-29 18:25:00+00:00,2026-08-29,-1.0,288.26061514854433
2026-08-29 21:35:00+00:00,2026-08-29,-1.0,287.26061514854433
2026-08-29 23:05:00+00:00,2026-08-29,-1.0,286.26061514854433
2026-08-29 23:05:00+00:00,2026-08-29,-1.0,285.26061514854433
2026-08-29 23:05:00+00:00,2026-08-29,-1.0,284.26061514854433
2026-08-30 01:20:00+00:00,2026-08-30,-1.0,283.26061514854433
2026-08-30 02:35:00+00:00,2026-08-30,-1.0,282.26061514854433
2026-08-30 02:35:00+00:00,2026-08-30,1.5100905640675513,283.77070571261186
2026-08-30 02:43:00+00:00,2026-08-30,-1.0,282.77070571261186
2026-08-30 05:40:00+00:00,2026-08-30,-1.0,281.77070571261186
2026-08-30 06:50:00+00:00,2026-08-30,-1.0,280.77070571261186
2026-08-30 09:35:00+00:00,2026-08-30,-1.0,279.77070571261186
2026-08-30 10:35:00+00:00,2026-08-30,-1.0,278.77070571261186
2026-08-30 11:55:00+00:00,2026-08-30,8.363295880149812,287.13400159276165
2026-08-30 12:40:00+00:00,2026-08-30,3.1059836499731057,290.23998524273475
2026-08-30 12:43:00+00:00,2026-08-30,-1.0,289.23998524273475
2026-08-30 13:05:00+00:00,2026-08-30,-1.0,288.23998524273475
2026-08-30 14:25:00+00:00,2026-08-30,-1.0,287.23998524273475
2026-08-30 15:43:00+00:00,2026-08-30,-1.0,286.23998524273475
2026-08-30 15:55:00+00:00,2026-08-30,-1.0,285.23998524273475
2026-08-30 16:10:00+00:00,2026-08-30,-1.0,284.23998524273475
2026-08-30 16:43:00+00:00,2026-08-30,3.1059836499731057,287.34596889270784
2026-08-30 17:10:00+00:00,2026-08-30,3.4910919191783094,290.83706081188615
2026-08-30 17:55:00+00:00,2026-08-30,6.216725482979352,297.0537862948655
2026-08-30 18:55:00+00:00,2026-08-30,-1.0,296.0537862948655
2026-08-30 18:55:00+00:00,2026-08-30,14.56468683850081,310.6184731333663
2026-08-30 19:13:00+00:00,2026-08-30,17.665422305179654,328.283895438546
2026-08-30 21:50:00+00:00,2026-08-30,3.4910919191783094,331.7749873577243
2026-08-30 22:40:00+00:00,2026-08-30,-1.0,330.7749873577243
