asset,status,pnl,strategy_type,amount_usdc,executed_price,outcome_bought
XRP,SUCCESS,0.24190476190476207,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.27,0.84,YES
ETH,SUCCESS,0.4117948717948716,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.46,0.78,YES
ETH,SUCCESS,0.3345454545454545,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.12,0.77,YES
SOL,SUCCESS,-0.4896,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.1,0.36,NO
XRP,SUCCESS,0.2382352941176471,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.35,0.85,YES
XRP,SUCCESS,0.19047619047619047,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.84,YES
BTC,SUCCESS,-0.6785,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.88,YES
ETH,SUCCESS,-0.6324,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.49,0.4,YES
ETH,SUCCESS,0.29499999999999993,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.18,0.8,YES
SOL,SUCCESS,-1.1704,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.54,0.25,NO
XRP,SUCCESS,-0.5168,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.31,NO
BTC,SUCCESS,0.2870886075949366,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.08,0.79,YES
ETH,SUCCESS,-0.6072,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.09,0.43,NO
BTC,SUCCESS,-0.624,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.29,0.31,YES
BTC,SUCCESS,0.12730337078651677,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.89,YES
BTC,SUCCESS,-1.6,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.6,0.28,YES
DOGE,SUCCESS,-0.8113,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.82,YES
SOL,SUCCESS,-0.8007,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.6,0.34,NO
SOL,SUCCESS,-0.754,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.47,0.39,YES
XRP,SUCCESS,0.25682926829268293,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.17,0.82,NO
BTC,SUCCESS,4.184782608695652,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.25,0.23,YES
ETH,SUCCESS,-0.5088,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.21,0.76,YES
DOGE,SUCCESS,0.4971428571428571,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.16,0.7,YES
DOGE,SUCCESS,0.16363636363636358,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.2,0.88,YES
BTC,SUCCESS,-1.08,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.08,0.44,YES
DOGE,SUCCESS,0.20823529411764707,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.18,0.85,YES
BTC,SUCCESS,-0.6792,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.64,0.29,YES
ETH,SUCCESS,0.2711392405063291,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.79,NO
BTC,SUCCESS,0.13636363636363646,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.88,YES
XRP,SUCCESS,-0.6437,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.16,0.74,YES
ETH,SUCCESS,0.19588235294117662,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.11,0.85,NO
DOGE,SUCCESS,-1.001,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.07,0.82,NO
XRP,SUCCESS,-0.4356,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.07,0.27,YES
BTC,SUCCESS,-0.5022,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.09,0.39,YES
XRP,SUCCESS,-0.612,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.16,0.85,YES
ETH,SUCCESS,0.11444444444444435,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.9,YES
SOL,SUCCESS,0.1980952380952381,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.04,0.84,NO
ETH,SUCCESS,2.684444444444445,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.51,0.36,YES
SOL,SUCCESS,0.22390243902439022,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.82,YES
ETH,SUCCESS,-1.1128,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.67,0.39,YES
BTC,SUCCESS,-1.0432,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.5,0.23,YES
ETH,SUCCESS,0.13101123595505615,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.06,0.89,NO
BTC,SUCCESS,-0.5508,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.1,0.34,YES
XRP,SUCCESS,0.2068674698795181,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.83,NO
ETH,SUCCESS,0.18395348837209302,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.13,0.86,YES
SOL,SUCCESS,0.26749999999999985,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.07,0.8,YES
ETH,SUCCESS,0.3136363636363637,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.05,0.77,YES
XRP,SUCCESS,0.2232530120481928,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.83,NO
SOL,SUCCESS,-0.4732,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.15,0.34,YES
ETH,SUCCESS,0.28060240963855443,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.37,0.83,NO
ETH,SUCCESS,0.18705882352941172,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.06,0.85,YES
BTC,SUCCESS,0.25749999999999984,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.8,YES
BTC,SUCCESS,-0.9702,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.19,0.27,YES
BTC,SUCCESS,-0.8841,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.39,0.33,NO
BTC,SUCCESS,-0.4914,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.02,0.27,YES
DOGE,SUCCESS,-1.09,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.84,NO
XRP,SUCCESS,-1.91,"time_left_min,mid_price,spread,volume_5min,price_velocity,hour_of_day,day_of_week,price_distance_from_max,price_velocity_lag1,price_momentum,spread_trend,volume_trend,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,time_phase,is_final_phase,high_price_final,velocity_x_phase,dev_sq_x_phase,outsider",1.91,0.27,NO
SOL,SUCCESS,-1.0272,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.54,0.24,NO
BTC,SUCCESS,-0.6344,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.82,YES
SOL,SUCCESS,-0.7425,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.81,YES
XRP,SUCCESS,0.5067123287671234,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.37,0.73,YES
BTC,SUCCESS,0.15091954022988507,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.87,YES
BTC,SUCCESS,2.753333333333333,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.18,0.3,YES
BTC,SUCCESS,0.30835443037974675,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.16,0.79,YES
XRP,SUCCESS,-1.4536,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.58,0.25,YES
SOL,SUCCESS,-0.5453,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.13,0.85,NO
ETH,SUCCESS,1.2833333333333334,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.05,0.45,YES
XRP,SUCCESS,0.18529411764705883,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.05,0.85,YES
XRP,SUCCESS,-0.7956,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.1,0.36,YES
SOL,SUCCESS,0.2711392405063291,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.79,NO
DOGE,SUCCESS,-0.5206,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.14,0.83,NO
BTC,SUCCESS,-1.95,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.95,0.33,NO
XRP,SUCCESS,-0.8932,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.02,0.32,YES
DOGE,SUCCESS,0.38749999999999996,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.55,0.8,YES
SOL,SUCCESS,-0.6042,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.08,0.34,YES
BTC,SUCCESS,-1.0943,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.27,0.36,YES
SOL,SUCCESS,-0.8043,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.15,0.3,YES
ETH,SUCCESS,0.16604651162790707,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.86,NO
ETH,SUCCESS,0.3827848101265823,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.44,0.79,YES
XRP,SUCCESS,0.25749999999999984,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.8,YES
ETH,SUCCESS,0.17781609195402304,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.19,0.87,YES
BTC,SUCCESS,0.265609756097561,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.21,0.82,YES
BTC,SUCCESS,-0.6137,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.19,0.33,YES
ETH,SUCCESS,-0.8036,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.51,0.77,YES
BTC,SUCCESS,-0.96,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.74,0.29,YES
BTC,SUCCESS,-0.4332,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.01,0.28,YES
ETH,SUCCESS,0.5164864864864864,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.47,0.74,YES
DOGE,SUCCESS,0.17823529411764705,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.85,NO
XRP,SUCCESS,-1.0725,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.2,0.28,YES
XRP,SUCCESS,-1.56,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.56,0.76,NO
DOGE,SUCCESS,0.17183908045977003,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.15,0.87,YES
ETH,SUCCESS,0.2764556962025315,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.04,0.79,NO
XRP,SUCCESS,-0.923,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.77,YES
BTC,SUCCESS,-0.5805,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.12,0.87,NO
XRP,SUCCESS,0.24783132530120477,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.21,0.83,YES
ETH,SUCCESS,-0.8517,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.3,0.78,YES
SOL,SUCCESS,-0.9386,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.95,0.27,NO
ETH,SUCCESS,-0.9089,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.15,0.77,NO
DOGE,SUCCESS,-1.09,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.85,YES
BTC,SUCCESS,0.24146341463414633,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.1,0.82,YES
SOL,SUCCESS,2.3957575757575755,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.18,0.33,NO
XRP,SUCCESS,-1.0989,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.22,0.3,YES
XRP,SUCCESS,0.19238095238095232,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.84,YES
ETH,SUCCESS,-0.5402,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.14,0.78,NO
ETH,SUCCESS,0.2370731707317073,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.08,0.82,YES
ETH,SUCCESS,-0.4514,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.05,0.86,NO
XRP,SUCCESS,-3.07,"time_left_min,mid_price,spread,volume_5min,price_velocity,hour_of_day,day_of_week,price_distance_from_max,price_velocity_lag1,price_momentum,spread_trend,volume_trend,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,time_phase,is_final_phase,high_price_final,velocity_x_phase,dev_sq_x_phase,outsider",3.07,0.03,NO
BTC,SUCCESS,-0.564,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.84,YES
BTC,SUCCESS,-0.6972,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.23,0.37,YES
DOGE,SUCCESS,0.17823529411764705,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.85,NO
XRP,SUCCESS,0.4734246575342467,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.28,0.73,YES
DOGE,SUCCESS,0.15839080459770116,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.06,0.87,NO
ETH,SUCCESS,-1.17,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.46,0.75,YES
ETH,SUCCESS,-1.34,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.34,0.81,YES
SOL,SUCCESS,-0.6741,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.09,0.34,YES
BTC,SUCCESS,-1.59,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.59,0.21,YES
SOL,SUCCESS,5.141379310344828,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.1,0.29,NO
ETH,SUCCESS,0.34350649350649354,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.15,0.77,NO
SOL,SUCCESS,-0.4872,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.01,0.87,NO
DOGE,SUCCESS,0.7915068493150685,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.14,0.73,YES
SOL,SUCCESS,3.4300000000000006,"time_left_min,mid_price,spread,volume_5min,price_velocity,hour_of_day,day_of_week,price_distance_from_max,price_velocity_lag1,price_momentum,spread_trend,volume_trend,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,time_phase,is_final_phase,high_price_final,velocity_x_phase,dev_sq_x_phase,outsider",1.47,0.3,NO
SOL,SUCCESS,-1.7864,"time_left_min,mid_price,spread,volume_5min,price_velocity,hour_of_day,day_of_week,price_distance_from_max,price_velocity_lag1,price_momentum,spread_trend,volume_trend,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,time_phase,is_final_phase,high_price_final,velocity_x_phase,dev_sq_x_phase,outsider",2.17,0.34,NO
BTC,SUCCESS,-0.603,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.04,0.31,YES
BTC,SUCCESS,-0.8096,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.57,0.31,YES
BTC,SUCCESS,0.21333333333333337,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.12,0.84,YES
ETH,SUCCESS,0.21506024096385556,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.05,0.83,YES
BTC,SUCCESS,-0.9072,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.31,0.26,YES
DOGE,SUCCESS,0.13471910112359553,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.89,YES
SOL,SUCCESS,2.8063157894736843,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.72,0.38,YES
SOL,SUCCESS,0.2076190476190476,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.84,NO
ETH,SUCCESS,-0.6192,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.24,0.36,YES
ETH,SUCCESS,-0.5104,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.88,NO
SOL,SUCCESS,0.16586206896551725,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.11,0.87,NO
SOL,SUCCESS,-1.79,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.79,0.32,YES
DOGE,SUCCESS,0.22476190476190472,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.18,0.84,YES
SOL,SUCCESS,0.24373493975903626,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.19,0.83,NO
DOGE,SUCCESS,0.3599999999999999,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.14,0.76,YES
ETH,SUCCESS,0.22609756097560973,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.82,YES
BTC,SUCCESS,0.3074358974358975,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.78,YES
