asset,status,pnl,strategy_type,amount_usdc,executed_price,outcome_bought
SOL,SUCCESS,3.5576923076923075,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.25,0.26,YES
DOGE,SUCCESS,-1.04,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.04,0.67,YES
XRP,SUCCESS,-2.67,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.67,0.6,YES
XRP,SUCCESS,1.0129577464788735,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.48,0.71,YES
DOGE,SUCCESS,1.4646153846153847,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.72,0.65,YES
BTC,SUCCESS,-1.79,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.79,0.56,YES
SOL,SUCCESS,-1.9,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.9,0.24,YES
XRP,SUCCESS,0.6548768472906406,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.609,YES
ETH,SUCCESS,4.005,PURE_FAVORITE,7.12,0.64,NO
ETH,SUCCESS,-6.4,PURE_FAVORITE,6.4,0.56,YES
BTC,SUCCESS,-6.49,PURE_FAVORITE,6.49,0.55,YES
SOL,SUCCESS,2.9157142857142855,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.57,0.35,NO
SOL,SUCCESS,2.4482758620689657,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.29,YES
DOGE,SUCCESS,0.41052631578947363,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.3,0.76,YES
ETH,SUCCESS,-1.17,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.17,0.35,NO
ETH,SUCCESS,2.0303030303030303,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.33,YES
ETH,SUCCESS,2.24,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.26,0.36,YES
BTC,SUCCESS,-1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.31,YES
DOGE,SUCCESS,0.47058823529411753,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.68,YES
XRP,SUCCESS,-1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1,0.57,YES
SOL,SUCCESS,1.1611111111111105,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",4.95,0.81,YES
BTC,SUCCESS,-3.91,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",3.91,0.3,YES
DOGE,SUCCESS,0.773013698630137,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.09,0.73,YES
ETH,SUCCESS,8.07076923076923,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",5.16,0.39,YES
DOGE,SUCCESS,1.1733333333333333,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",3.52,0.75,YES
DOGE,SUCCESS,0.5988888888888888,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.54,0.72,YES
BTC,SUCCESS,-1.32,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.32,0.36,YES
ETH,SUCCESS,-1.65,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.65,0.38,YES
ETH,SUCCESS,-2.49,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.49,0.31,YES
SOL,SUCCESS,-1.11,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.11,0.37,YES
SOL,SUCCESS,-1.02,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.02,0.29,YES
DOGE,SUCCESS,-1.71,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.71,0.76,YES
XRP,SUCCESS,-2.62,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.62,0.75,YES
ETH,SUCCESS,-1.11,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.11,0.33,YES
SOL,SUCCESS,-1.07,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.07,0.35,YES
DOGE,SUCCESS,-1.43,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.43,0.7,YES
XRP,SUCCESS,-6.56,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",6.56,0.72,YES
SOL,SUCCESS,23.915128205128205,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",15.29,0.39,NO
ETH,SUCCESS,-3.1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",3.1,0.42,YES
BTC,SUCCESS,4.02,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.98,0.33,YES
SOL,SUCCESS,5.847272727272727,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.88,0.33,YES
XRP,SUCCESS,3.87,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",6.88,0.64,YES
XRP,SUCCESS,-2.44,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.44,0.73,YES
XRP,SUCCESS,0.6816216216216215,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.94,0.74,YES
XRP,SUCCESS,-2.28,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.28,0.59,YES
DOGE,SUCCESS,0.5972972972972974,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.7,0.74,YES
BTC,SUCCESS,0.49,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.47,0.75,YES
SOL,SUCCESS,-1.03,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.03,0.35,YES
SOL,SUCCESS,-2.15,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.15,0.4,YES
DOGE,SUCCESS,1.95,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.95,0.5,YES
XRP,SUCCESS,2.587543859649123,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",3.43,0.57,YES
DOGE,SUCCESS,-1.07,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.07,0.71,YES
ETH,SUCCESS,-1.02,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.02,0.39,YES
ETH,SUCCESS,2.060816326530612,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.98,0.49,YES
BTC,SUCCESS,1.412307692307692,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.53,0.52,NO
SOL,SUCCESS,-1.17,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.17,0.31,YES
ETH,SUCCESS,-1.11,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.11,0.33,NO
ETH,SUCCESS,0.5333333333333332,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.6,0.75,YES
ETH,SUCCESS,-1.05,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.05,0.37,NO
DOGE,SUCCESS,-1.45,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.45,0.71,YES
XRP,SUCCESS,-2.13,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.13,0.66,YES
ETH,SUCCESS,1.9415789473684208,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.19,0.38,NO
SOL,SUCCESS,-3.76,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",3.76,0.4,YES
SOL,SUCCESS,4.33344827586207,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.77,0.29,YES
XRP,SUCCESS,0.6699999999999999,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.01,0.75,YES
DOGE,SUCCESS,0.5066666666666668,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.52,0.75,YES
XRP,SUCCESS,-2.38,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.38,0.59,YES
ETH,SUCCESS,2.1897435897435895,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.4,0.39,YES
XRP,SUCCESS,1.391290322580645,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.27,0.62,YES
DOGE,SUCCESS,0.5840579710144929,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.3,0.69,YES
ETH,SUCCESS,2.777142857142857,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.08,0.28,YES
ETH,SUCCESS,1.7205128205128206,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.1,0.39,YES
DOGE,SUCCESS,0.5800000000000001,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.42,0.71,YES
XRP,SUCCESS,1.1574626865671642,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.35,0.67,YES
SOL,SUCCESS,-1.28,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.28,0.34,YES
ETH,SUCCESS,-1.01,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.01,0.37,YES
DOGE,SUCCESS,0.7033333333333331,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.11,0.75,YES
XRP,SUCCESS,0.2908641975308641,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.24,0.81,NO
DOGE,SUCCESS,0.4371428571428573,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.02,0.7,YES
DOGE,SUCCESS,-1.1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.1,0.79,NO
ETH,SUCCESS,0.20999999999999996,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.19,0.85,YES
XRP,SUCCESS,-1.37,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.37,0.75,YES
DOGE,SUCCESS,0.37578947368421045,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.19,0.76,YES
SOL,SUCCESS,1.5641025641025639,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.39,NO
SOL,SUCCESS,7.98,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.52,0.24,NO
SOL,SUCCESS,-3.94,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",3.94,0.3,NO
SOL,SUCCESS,-1.56,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.56,0.32,NO
ETH,SUCCESS,0.21705882352941175,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.23,0.85,YES
DOGE,SUCCESS,-1.73,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.73,0.64,YES
SOL,SUCCESS,-1.74,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.74,0.27,YES
XRP,SUCCESS,0.42999999999999994,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.29,0.75,YES
ETH,SUCCESS,2.1171428571428574,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.14,0.35,YES
SOL,SUCCESS,-1.31,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.31,0.28,NO
XRP,SUCCESS,0.7817391304347827,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.74,0.69,YES
BTC,SUCCESS,-2.19,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.19,0.238,YES
XRP,SUCCESS,1.1224137931034484,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.55,0.58,YES
SOL,SUCCESS,-1.1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.1,0.33,NO
DOGE,SUCCESS,0.4671428571428573,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.7,YES
XRP,SUCCESS,0.8686440677966103,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.25,0.59,YES
DOGE,SUCCESS,0.6857142857142859,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.6,0.7,YES
BTC,SUCCESS,3.472307692307692,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.22,0.26,YES
ETH,SUCCESS,0.8809523809523809,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.5,0.63,NO
BTC,SUCCESS,-5.78,PURE_FAVORITE,5.78,0.64,YES
ETH,SUCCESS,0.7156097560975612,PURE_FAVORITE,3.26,0.82,NO
XRP,SUCCESS,-1.05,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.05,0.57,YES
SOL,SUCCESS,-1,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1,0.28,YES
XRP,SUCCESS,0.4452112676056339,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.71,YES
SOL,SUCCESS,3.1362962962962957,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.16,0.27,YES
DOGE,SUCCESS,0.6400000000000001,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.92,0.75,YES
SOL,SUCCESS,-1.06,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.06,0.36,NO
XRP,SUCCESS,0.6637499999999998,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.18,0.64,YES
DOGE,SUCCESS,0.5483333333333333,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.41,0.72,YES
BTC,SUCCESS,-1.11,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.11,0.26,YES
DOGE,SUCCESS,0.579375,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.03,0.64,YES
XRP,SUCCESS,-1.19,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.19,0.62,YES
XRP,SUCCESS,0.5305405405405408,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.51,0.74,YES
BTC,SUCCESS,0.56,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.04,0.65,NO
BTC,SUCCESS,-1.13,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.13,0.25,YES
BTC,SUCCESS,-1.06,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.06,0.34,YES
DOGE,SUCCESS,-1.31,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.31,0.71,YES
SOL,SUCCESS,2.121052631578947,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.3,0.38,NO
SOL,SUCCESS,-1.05,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.05,0.29,NO
XRP,SUCCESS,0.4452112676056339,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.09,0.71,YES
SOL,SUCCESS,-1.31,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.31,0.27,NO
DOGE,SUCCESS,1.7837704918032786,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.79,0.61,YES
ETH,SUCCESS,1.9911111111111115,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.12,0.36,YES
XRP,SUCCESS,1.1586206896551725,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.6,0.58,YES
XRP,SUCCESS,-1.3,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.3,0.65,YES
DOGE,SUCCESS,0.45857142857142863,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.07,0.7,YES
SOL,SUCCESS,-2.09,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",2.09,0.24,YES
XRP,SUCCESS,-1.59,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",1.59,0.71,YES
SOL,SUCCESS,-1.02,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.02,0.31,NO
ETH,SUCCESS,0.54,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.71,0.76,YES
DOGE,SUCCESS,0.5121739130434784,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.14,0.69,YES
ETH,SUCCESS,-1.01,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.01,0.32,YES
BTC,SUCCESS,0.14942528735632177,PURE_FAVORITE,1,0.87,NO
BTC,SUCCESS,-1.75,PURE_FAVORITE,1.75,0.68,YES
ETH,SUCCESS,0.19047619047619047,PURE_FAVORITE,1,0.84,YES
BTC,SUCCESS,0.41904761904761934,PURE_FAVORITE,2.2,0.84,NO
BTC,SUCCESS,1.9060606060606062,PURE_FAVORITE,3.7,0.66,YES
ETH,SUCCESS,0.38888888888888884,PURE_FAVORITE,1,0.72,YES
ETH,SUCCESS,-1,CRYPTO_TREND,1,0.46,YES
ETH,SUCCESS,0.7414285714285715,PURE_FAVORITE,1.73,0.7,YES
DOGE,SUCCESS,0.7602325581395348,PURE_FAVORITE,4.67,0.86,YES
ETH,SUCCESS,0.4285714285714286,CRYPTO_TREND,1,0.7,YES
ETH,SUCCESS,0.11111111111111116,CRYPTO_TREND,1,0.9,YES
ETH,SUCCESS,-1,CRYPTO_TREND,1,0.29,YES
ETH,SUCCESS,-1,CRYPTO_TREND,1,0.2,YES
SOL,SUCCESS,-1.25,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.25,0.37,NO
XRP,SUCCESS,1.7728070175438604,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,ml_trend",2.35,0.57,YES
BTC,SUCCESS,-1.77,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.77,0.57,YES
BTC,SUCCESS,-1.26,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,outsider",1.26,0.41,YES
BTC,SUCCESS,0.4355555555555557,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.12,0.72,NO
BTC,SUCCESS,0.5656756756756758,"time_left_min,mid_price,spread,price_velocity,hour_of_day,price_deviation,deviation_x_time,price_deviation_sq,spread_pct,log_time_left,pure_favorite",1.61,0.74,YES
ETH,SUCCESS,0.25,PURE_FAVORITE,1,0.8,NO
