asset_phase,rank,variant,C,class_weight,sample_weight_mode,calibration,auc,ece,total_pnl,n_trades,win_rate,deployable,t1_pnl,t2_pnl,t3_pnl,median_window_pnl,rejection_reasons
XRP,5,BASE,0.1,balanced,uniform,RAW,0.6409,0.2462,0.0,3980,0.3889,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.2462 > 0.10)
XRP,6,BASE,0.1,balanced,uniform,PLATT,0.6409,0.2462,0.0,3980,0.3889,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.2462 > 0.10)
XRP,7,BASE,0.1,balanced,time_decay,RAW,0.642,0.3196,0.0,3981,0.3891,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3196 > 0.10)
XRP,8,BASE,0.1,balanced,time_decay,PLATT,0.642,0.3196,0.0,3981,0.3891,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3196 > 0.10)
XRP,9,BASE,1.0,,uniform,RAW,0.6405,0.0061,0.0,2615,0.4482,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP,10,BASE,1.0,,uniform,PLATT,0.6405,0.0061,0.0,2615,0.4482,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,1,BASE,0.1,,uniform,RAW,0.6264,0.0038,0.0,2545,0.6916,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,2,BASE,0.1,,uniform,PLATT,0.6264,0.0038,0.0,2545,0.6916,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,3,BASE,0.1,,time_decay,RAW,0.6285,0.0073,0.0,2495,0.6637,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,4,BASE,0.1,,time_decay,PLATT,0.6285,0.0073,0.0,2495,0.6637,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,5,BASE,0.1,balanced,uniform,RAW,0.6285,0.376,0.0,3885,0.2026,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3760 > 0.10)
XRP_decided,6,BASE,0.1,balanced,uniform,PLATT,0.6285,0.376,0.0,3885,0.2026,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3760 > 0.10)
XRP_decided,7,BASE,0.1,balanced,time_decay,RAW,0.6315,0.4406,0.0,3888,0.2024,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.4406 > 0.10)
XRP_decided,8,BASE,0.1,balanced,time_decay,PLATT,0.6315,0.4406,0.0,3888,0.2024,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.4406 > 0.10)
XRP_decided,9,BASE,1.0,,uniform,RAW,0.628,0.0045,0.0,2555,0.6924,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_decided,10,BASE,1.0,,uniform,PLATT,0.628,0.0045,0.0,2555,0.6924,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,1,BASE,0.1,,uniform,RAW,0.4874,0.0025,0.0,1803,0.4598,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,2,BASE,0.1,,uniform,PLATT,0.4874,0.0025,0.0,1803,0.4598,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,3,BASE,0.1,,time_decay,RAW,0.4916,0.0031,0.0,1763,0.4436,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,4,BASE,0.1,,time_decay,PLATT,0.4916,0.0031,0.0,1763,0.4436,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,5,BASE,0.1,balanced,uniform,RAW,0.4947,0.1667,0.0,3785,0.3469,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1667 > 0.10)
XRP_leaning,6,BASE,0.1,balanced,uniform,PLATT,0.4947,0.1667,0.0,3785,0.3469,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1667 > 0.10)
XRP_leaning,7,BASE,0.1,balanced,time_decay,RAW,0.4989,0.1728,0.0,3785,0.3469,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1728 > 0.10)
XRP_leaning,8,BASE,0.1,balanced,time_decay,PLATT,0.4989,0.1728,0.0,3785,0.3469,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1728 > 0.10)
XRP_leaning,9,BASE,1.0,,uniform,RAW,0.4873,0.0032,0.0,1789,0.4578,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_leaning,10,BASE,1.0,,uniform,PLATT,0.4873,0.0032,0.0,1789,0.4578,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,1,BASE,0.1,,uniform,RAW,0.5038,0.0007,0.0,849,0.4935,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,2,BASE,0.1,,uniform,PLATT,0.5038,0.0007,0.0,849,0.4935,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,3,BASE,0.1,,time_decay,RAW,0.5049,0.0007,0.0,846,0.5047,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,4,BASE,0.1,,time_decay,PLATT,0.5049,0.0007,0.0,846,0.5047,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,5,BASE,0.1,balanced,uniform,RAW,0.5119,0.0583,0.0,2182,0.4285,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,6,BASE,0.1,balanced,uniform,PLATT,0.5119,0.0583,0.0,2182,0.4285,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,7,BASE,0.1,balanced,time_decay,RAW,0.5132,0.0623,0.0,2347,0.4295,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,8,BASE,0.1,balanced,time_decay,PLATT,0.5132,0.0623,0.0,2347,0.4295,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,9,BASE,1.0,,uniform,RAW,0.5071,0.001,0.0,917,0.4853,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
XRP_contested,10,BASE,1.0,,uniform,PLATT,0.5071,0.001,0.0,917,0.4853,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,1,BASE,0.1,,uniform,RAW,0.6483,0.0109,0.0,2154,0.4619,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,2,BASE,0.1,,uniform,PLATT,0.6483,0.0109,0.0,2154,0.4619,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,3,BASE,0.1,,time_decay,RAW,0.6486,0.0159,0.0,2171,0.438,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,4,BASE,0.1,,time_decay,PLATT,0.6486,0.0159,0.0,2171,0.438,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,5,BASE,0.1,balanced,uniform,RAW,0.6495,0.2475,0.0,4000,0.399,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.2475 > 0.10)
DOGE,6,BASE,0.1,balanced,uniform,PLATT,0.6495,0.2475,0.0,4000,0.399,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.2475 > 0.10)
DOGE,7,BASE,0.1,balanced,time_decay,RAW,0.6495,0.3192,0.0,4001,0.3989,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3192 > 0.10)
DOGE,8,BASE,0.1,balanced,time_decay,PLATT,0.6495,0.3192,0.0,4001,0.3989,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3192 > 0.10)
DOGE,9,BASE,1.0,,uniform,RAW,0.6487,0.0188,0.0,2367,0.4757,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE,10,BASE,1.0,,uniform,PLATT,0.6487,0.0188,0.0,2367,0.4757,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,1,BASE,0.1,,uniform,RAW,0.6389,0.0076,0.0,2080,0.7024,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,2,BASE,0.1,,uniform,PLATT,0.6389,0.0076,0.0,2080,0.7024,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,3,BASE,0.1,,time_decay,RAW,0.6391,0.0091,0.0,2053,0.6766,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,4,BASE,0.1,,time_decay,PLATT,0.6391,0.0091,0.0,2053,0.6766,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,5,BASE,0.1,balanced,uniform,RAW,0.6442,0.3676,0.0,3920,0.2056,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3676 > 0.10)
DOGE_decided,6,BASE,0.1,balanced,uniform,PLATT,0.6442,0.3676,0.0,3920,0.2056,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.3676 > 0.10)
DOGE_decided,7,BASE,0.1,balanced,time_decay,RAW,0.6446,0.4371,0.0,3926,0.2053,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.4371 > 0.10)
DOGE_decided,8,BASE,0.1,balanced,time_decay,PLATT,0.6446,0.4371,0.0,3926,0.2053,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.4371 > 0.10)
DOGE_decided,9,BASE,1.0,,uniform,RAW,0.641,0.0072,0.0,2053,0.7121,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_decided,10,BASE,1.0,,uniform,PLATT,0.641,0.0072,0.0,2053,0.7121,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,1,BASE,0.1,,uniform,RAW,0.4908,0.0071,0.0,1237,0.5247,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,2,BASE,0.1,,uniform,PLATT,0.4908,0.0071,0.0,1237,0.5247,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,3,BASE,0.1,,time_decay,RAW,0.4948,0.0072,0.0,1166,0.4923,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,4,BASE,0.1,,time_decay,PLATT,0.4948,0.0072,0.0,1166,0.4923,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,5,BASE,0.1,balanced,uniform,RAW,0.4986,0.1737,0.0,3680,0.3476,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1737 > 0.10)
DOGE_leaning,6,BASE,0.1,balanced,uniform,PLATT,0.4986,0.1737,0.0,3680,0.3476,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1737 > 0.10)
DOGE_leaning,7,BASE,0.1,balanced,time_decay,RAW,0.5016,0.1784,0.0,3701,0.3477,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1784 > 0.10)
DOGE_leaning,8,BASE,0.1,balanced,time_decay,PLATT,0.5016,0.1784,0.0,3701,0.3477,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00); Excessive ECE (0.1784 > 0.10)
DOGE_leaning,9,BASE,1.0,,uniform,RAW,0.4932,0.0077,0.0,1288,0.514,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_leaning,10,BASE,1.0,,uniform,PLATT,0.4932,0.0077,0.0,1288,0.514,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,1,BASE,0.1,,uniform,RAW,0.4933,0.0035,0.0,356,0.4438,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,2,BASE,0.1,,uniform,PLATT,0.4933,0.0035,0.0,356,0.4438,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,3,BASE,0.1,,time_decay,RAW,0.4964,0.0035,0.0,423,0.4326,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,4,BASE,0.1,,time_decay,PLATT,0.4964,0.0035,0.0,423,0.4326,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,5,BASE,0.1,balanced,uniform,RAW,0.501,0.0605,0.0,1435,0.4369,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,6,BASE,0.1,balanced,uniform,PLATT,0.501,0.0605,0.0,1435,0.4369,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,7,BASE,0.1,balanced,time_decay,RAW,0.4991,0.0641,0.0,1736,0.4366,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,8,BASE,0.1,balanced,time_decay,PLATT,0.4991,0.0641,0.0,1736,0.4366,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,9,BASE,1.0,,uniform,RAW,0.4977,0.0044,0.0,432,0.4514,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
DOGE_contested,10,BASE,1.0,,uniform,PLATT,0.4977,0.0044,0.0,432,0.4514,False,0.0,0.0,0.0,0.0,COMBINED PnL <= 0 (0.00); Median window PnL <= 0 (0.00)
