market_id,trading_mode,final_action,p_flip,fresh_price,candidate_side,lgbm_vote,true_winner
3201817,COMBINED,SKIP,0.43603932493239367,0,,,NO
3201812,COMBINED,SKIP,0.49631617775420045,0,,,NO
3201817,COMBINED,SKIP,0.4611736884361009,0,,,NO
3201815,COMBINED,SKIP,0.37180234613944235,0,,,NO
3201821,COMBINED,SKIP,0.5260897132267462,0,,,NO
3201812,COMBINED,SKIP,0.5038971554260796,0,,,NO
3201815,COMBINED,SKIP,0.514142696490346,0,,,NO
3201812,COMBINED,SKIP,0.4783290800955415,0,,,NO
3201815,COMBINED,SKIP,0.5004959366640515,0,,,NO
3201821,COMBINED,SKIP,0.31429890369708635,0,,,NO
3201817,COMBINED,SKIP,0.4492805720480111,0,,,NO
3201812,COMBINED,SKIP,0.48670197762872175,0,,,NO
3201815,COMBINED,SKIP,0.5021122989775014,0,,,NO
3201821,COMBINED,SKIP,0.5313414626467442,0,,,NO
3201817,COMBINED,SKIP,0.4333560077916232,0,,,NO
3201821,COMBINED,SKIP,0.2880991266854749,0,,,NO
3201817,COMBINED,SKIP,0.44167857606128313,0,,,NO
3214995,COMBINED,SKIP,0.5441355432632097,0,,,NO
3214995,COMBINED,SKIP,0.3690817397663538,0,,,NO
3201812,COMBINED,SKIP,0.49661998686608966,0,,,NO
3201815,COMBINED,SKIP,0.506283802508349,0,,,NO
3201815,COMBINED,SKIP,0.5065748454352772,0,,,NO
3201815,COMBINED,SKIP,0.3701507425366043,0,,,NO
3201815,COMBINED,SKIP,0.35307905807181084,0,,,NO
3201815,COMBINED,SKIP,0.34073760723904545,0,,,NO
3201815,COMBINED,SKIP,0.3535415352359898,0,,,NO
3201815,COMBINED,SKIP,0.30503259202843297,0,,,NO
3201815,COMBINED,SKIP,0.307329255804371,0,,,NO
3201821,COMBINED,SKIP,0.4987559245842286,0,,,NO
3201815,COMBINED,SKIP,0.37221474689057105,0,,,NO
3201821,COMBINED,SKIP,0.24478527912367506,0,,,NO
3201812,COMBINED,SKIP,0.44971747874451246,0,,,NO
3201817,COMBINED,SKIP,0.43936271752168965,0,,,NO
3201815,COMBINED,SKIP,0.5058492502167132,0,,,NO
3201817,COMBINED,BUY_YES,0.482127362983793,0.13,,,NO
3201815,COMBINED,SKIP,0.5029622856119907,0,,,NO
3201815,COMBINED,SKIP,0.35259186016304245,0,,,NO
3201812,COMBINED,SKIP,0.4813268876013574,0,,,NO
3201817,COMBINED,SKIP,0.4604438271494463,0,,,NO
3201821,COMBINED,SKIP,0.25435709545085444,0,,,NO
3201812,COMBINED,SKIP,0.4443404703473658,0,,,NO
