opportunity_id,market_id,asset,calendar_date,decision_at,time_left_min,executable_ask,diagnostic_mid,diagnostic_half_spread,diagnostic_spread_cost,shares,target,gross_pnl,net_pnl,reproduced_net_pnl,historical_fee,historical_net_pnl,scenario_id,scenario_fee,scenario_net_pnl,sign_changed
2821212_2026-07-07T19:10:14.222238+00:00,2821212,BTC,2026-07-07,2026-07-07T19:10:14.222238+00:00,4.76,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2821386_2026-07-07T20:10:11.705060+00:00,2821386,BTC,2026-07-07,2026-07-07T20:10:11.705060+00:00,4.8,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,0,-1.0,-1.002,-1.002002004,,,0.1% Demonstration Scenario,0.001,-1.0010019999999997,False
2821421_2026-07-07T20:25:11.757231+00:00,2821421,BTC,2026-07-07,2026-07-07T20:25:11.757231+00:00,4.8,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,0,-1.0,-1.002,-1.0019939880000002,,,0.1% Demonstration Scenario,0.001,-1.0009940000000002,False
2821466_2026-07-07T20:40:12.728496+00:00,2821466,BTC,2026-07-07,2026-07-07T20:40:12.728496+00:00,4.79,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2821660_2026-07-07T20:55:11.794065+00:00,2821660,BTC,2026-07-07,2026-07-07T20:55:11.794065+00:00,4.8,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,1,3.3478,3.3458,3.345806012,,,0.1% Demonstration Scenario,0.001,3.3468060000000004,False
2822058_2026-07-07T21:40:12.435673+00:00,2822058,BTC,2026-07-07,2026-07-07T21:40:12.435673+00:00,4.79,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2822754_2026-07-07T22:10:12.848667+00:00,2822754,BTC,2026-07-07,2026-07-07T22:10:12.848667+00:00,4.79,0.34,0.315,0.025000000000000022,0.07353000000000007,2.9412,1,1.9412,1.9392,1.9391919839999998,,,0.1% Demonstration Scenario,0.001,1.940192,False
2822881_2026-07-07T22:25:13.506440+00:00,2822881,BTC,2026-07-07,2026-07-07T22:25:13.506440+00:00,4.77,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,1,2.5714,2.5694,2.569408016,,,0.1% Demonstration Scenario,0.001,2.570408,False
2823000_2026-07-07T22:55:12.275653+00:00,2823000,BTC,2026-07-07,2026-07-07T22:55:12.275653+00:00,4.8,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2824251_2026-07-07T23:40:12.823317+00:00,2824251,BTC,2026-07-07,2026-07-07T23:40:12.823317+00:00,4.79,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2824332_2026-07-07T23:55:12.988291+00:00,2824332,BTC,2026-07-07,2026-07-07T23:55:12.988291+00:00,4.78,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2824552_2026-07-08T00:55:13.907085+00:00,2824552,BTC,2026-07-08,2026-07-08T00:55:13.907085+00:00,4.77,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,0,-1.0,-1.002,-1.002002004,,,0.1% Demonstration Scenario,0.001,-1.0010019999999997,False
2824599_2026-07-08T01:10:12.366836+00:00,2824599,BTC,2026-07-08,2026-07-08T01:10:12.366836+00:00,4.79,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,1,11.5,11.498,11.498,,,0.1% Demonstration Scenario,0.001,11.499,False
2824632_2026-07-08T01:25:13.924565+00:00,2824632,BTC,2026-07-08,2026-07-08T01:25:13.924565+00:00,4.77,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2824755_2026-07-08T01:55:15.726659+00:00,2824755,BTC,2026-07-08,2026-07-08T01:55:15.726659+00:00,4.74,0.2,0.195,0.0050000000000000044,0.025000000000000022,5.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2824983_2026-07-08T02:10:11.716856+00:00,2824983,BTC,2026-07-08,2026-07-08T02:10:11.716856+00:00,4.8,0.02,0.015,0.005000000000000001,0.25000000000000006,50.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2825118_2026-07-08T02:40:12.305456+00:00,2825118,BTC,2026-07-08,2026-07-08T02:40:12.305456+00:00,4.79,0.15,0.14500000000000002,0.004999999999999977,0.03333349999999984,6.6667,1,5.6667,5.6647,5.66469499,,,0.1% Demonstration Scenario,0.001,5.6656949999999995,False
2825296_2026-07-08T03:25:13.702773+00:00,2825296,BTC,2026-07-08,2026-07-08T03:25:13.702773+00:00,4.77,0.16,0.155,0.0050000000000000044,0.03125000000000003,6.25,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2825329_2026-07-08T03:40:12.654007+00:00,2825329,BTC,2026-07-08,2026-07-08T03:40:12.654007+00:00,4.79,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2826271_2026-07-08T04:40:11.684313+00:00,2826271,BTC,2026-07-08,2026-07-08T04:40:11.684313+00:00,4.81,0.019,0.0185,0.0005000000000000004,0.02631580000000002,52.6316,0,-1.0,-1.002,-1.0020004008,,,0.1% Demonstration Scenario,0.001,-1.0010004,False
2826343_2026-07-08T04:55:12.925314+00:00,2826343,BTC,2026-07-08,2026-07-08T04:55:12.925314+00:00,4.78,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,1,2.8462,2.8442,2.8441879759999997,,,0.1% Demonstration Scenario,0.001,2.845188,False
2827533_2026-07-08T05:25:12.161828+00:00,2827533,BTC,2026-07-08,2026-07-08T05:25:12.161828+00:00,4.8,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2827769_2026-07-08T05:40:13.886431+00:00,2827769,BTC,2026-07-08,2026-07-08T05:40:13.886431+00:00,4.77,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2827880_2026-07-08T06:10:14.446914+00:00,2827880,BTC,2026-07-08,2026-07-08T06:10:14.446914+00:00,4.76,0.32,0.315,0.0050000000000000044,0.015625000000000014,3.125,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2827938_2026-07-08T06:40:12.747761+00:00,2827938,BTC,2026-07-08,2026-07-08T06:40:12.747761+00:00,4.79,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,0,-1.0,-1.002,-1.002002004,,,0.1% Demonstration Scenario,0.001,-1.0010019999999997,False
2828048_2026-07-08T07:10:13.929785+00:00,2828048,BTC,2026-07-08,2026-07-08T07:10:13.929785+00:00,4.77,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,1,4.8824,4.8804,4.880391983999999,,,0.1% Demonstration Scenario,0.001,4.881391999999999,False
2828219_2026-07-08T07:40:11.650138+00:00,2828219,BTC,2026-07-08,2026-07-08T07:40:11.650138+00:00,4.81,0.24,0.235,0.0050000000000000044,0.020833500000000015,4.1667,1,3.1667,3.1647,3.1646919839999996,,,0.1% Demonstration Scenario,0.001,3.165692,False
2828633_2026-07-08T08:40:12.160830+00:00,2828633,BTC,2026-07-08,2026-07-08T08:40:12.160830+00:00,4.8,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,0,-1.0,-1.002,-1.001995992,,,0.1% Demonstration Scenario,0.001,-1.0009959999999998,False
2828751_2026-07-08T09:10:12.236516+00:00,2828751,BTC,2026-07-08,2026-07-08T09:10:12.236516+00:00,4.8,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,0,-1.0,-1.002,-1.0020120240000001,,,0.1% Demonstration Scenario,0.001,-1.001012,False
2828786_2026-07-08T09:25:14.011298+00:00,2828786,BTC,2026-07-08,2026-07-08T09:25:14.011298+00:00,4.77,0.23,0.225,0.0050000000000000044,0.021739000000000022,4.3478,1,3.3478,3.3458,3.345806012,,,0.1% Demonstration Scenario,0.001,3.3468060000000004,False
2829135_2026-07-08T09:55:12.191051+00:00,2829135,BTC,2026-07-08,2026-07-08T09:55:12.191051+00:00,4.8,0.16,0.155,0.0050000000000000044,0.03125000000000003,6.25,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2829315_2026-07-08T10:10:11.730447+00:00,2829315,BTC,2026-07-08,2026-07-08T10:10:11.730447+00:00,4.8,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2830130_2026-07-08T11:10:15.260222+00:00,2830130,BTC,2026-07-08,2026-07-08T11:10:15.260222+00:00,4.75,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2830164_2026-07-08T11:25:13.550638+00:00,2830164,BTC,2026-07-08,2026-07-08T11:25:13.550638+00:00,4.77,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,1,2.3333,2.3313,2.33131002,,,0.1% Demonstration Scenario,0.001,2.33231,False
2830700_2026-07-08T12:25:11.833656+00:00,2830700,BTC,2026-07-08,2026-07-08T12:25:11.833656+00:00,4.8,0.16,0.155,0.0050000000000000044,0.03125000000000003,6.25,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2830751_2026-07-08T12:40:13.486665+00:00,2830751,BTC,2026-07-08,2026-07-08T12:40:13.486665+00:00,4.78,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2830920_2026-07-08T13:25:11.708788+00:00,2830920,BTC,2026-07-08,2026-07-08T13:25:11.708788+00:00,4.8,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2831036_2026-07-08T13:55:12.208012+00:00,2831036,BTC,2026-07-08,2026-07-08T13:55:12.208012+00:00,4.8,0.01,0.006,0.004,0.4,100.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2831231_2026-07-08T14:40:12.611816+00:00,2831231,BTC,2026-07-08,2026-07-08T14:40:12.611816+00:00,4.79,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2832274_2026-07-08T15:10:12.594835+00:00,2832274,BTC,2026-07-08,2026-07-08T15:10:12.594835+00:00,4.79,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2832377_2026-07-08T15:25:12.759456+00:00,2832377,BTC,2026-07-08,2026-07-08T15:25:12.759456+00:00,4.79,0.33,0.325,0.0050000000000000044,0.015151500000000014,3.0303,1,2.0303,2.0283,2.0283010019999996,,,0.1% Demonstration Scenario,0.001,2.029301,False
2834890_2026-07-08T18:25:07.286040+00:00,2834890,BTC,2026-07-08,2026-07-08T18:25:07.286040+00:00,4.88,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2834924_2026-07-08T18:40:08.217444+00:00,2834924,BTC,2026-07-08,2026-07-08T18:40:08.217444+00:00,4.86,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2835204_2026-07-08T19:10:07.093143+00:00,2835204,BTC,2026-07-08,2026-07-08T19:10:07.093143+00:00,4.88,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
2835497_2026-07-08T19:55:06.572453+00:00,2835497,BTC,2026-07-08,2026-07-08T19:55:06.572453+00:00,4.89,0.14,0.135,0.0050000000000000044,0.03571450000000003,7.1429,0,-1.0,-1.002,-1.0020060120000003,,,0.1% Demonstration Scenario,0.001,-1.001006,False
2835605_2026-07-08T20:25:07.064612+00:00,2835605,BTC,2026-07-08,2026-07-08T20:25:07.064612+00:00,4.88,0.26,0.255,0.0050000000000000044,0.01923100000000002,3.8462,1,2.8462,2.8442,2.8441879759999997,,,0.1% Demonstration Scenario,0.001,2.845188,False
2835774_2026-07-08T20:40:07.539690+00:00,2835774,BTC,2026-07-08,2026-07-08T20:40:07.539690+00:00,4.87,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2835984_2026-07-08T20:55:07.550660+00:00,2835984,BTC,2026-07-08,2026-07-08T20:55:07.550660+00:00,4.87,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2836129_2026-07-08T21:10:07.646935+00:00,2836129,BTC,2026-07-08,2026-07-08T21:10:07.646935+00:00,4.87,0.27,0.265,0.0050000000000000044,0.018518500000000018,3.7037,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2836968_2026-07-08T22:40:08.098515+00:00,2836968,BTC,2026-07-08,2026-07-08T22:40:08.098515+00:00,4.87,0.38,0.375,0.0050000000000000044,0.013158000000000012,2.6316,1,1.6316,1.6296,1.6295919840000002,,,0.1% Demonstration Scenario,0.001,1.6305920000000003,False
2837050_2026-07-08T22:55:07.627206+00:00,2837050,BTC,2026-07-08,2026-07-08T22:55:07.627206+00:00,4.87,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,1,19.0,18.998,18.998,,,0.1% Demonstration Scenario,0.001,18.999,False
2839150_2026-07-08T23:10:07.635637+00:00,2839150,BTC,2026-07-08,2026-07-08T23:10:07.635637+00:00,4.87,0.22,0.215,0.0050000000000000044,0.02272750000000002,4.5455,0,-1.0,-1.002,-1.00201002,,,0.1% Demonstration Scenario,0.001,-1.0010099999999997,False
2839217_2026-07-08T23:25:06.165497+00:00,2839217,BTC,2026-07-08,2026-07-08T23:25:06.165497+00:00,4.9,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2839314_2026-07-08T23:40:08.316982+00:00,2839314,BTC,2026-07-08,2026-07-08T23:40:08.316982+00:00,4.86,0.1,0.095,0.0050000000000000044,0.050000000000000044,10.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2839597_2026-07-09T00:25:07.585925+00:00,2839597,BTC,2026-07-09,2026-07-09T00:25:07.585925+00:00,4.87,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2839628_2026-07-09T00:40:08.346590+00:00,2839628,BTC,2026-07-09,2026-07-09T00:40:08.346590+00:00,4.86,0.3,0.295,0.0050000000000000044,0.016666500000000015,3.3333,1,2.3333,2.3313,2.33131002,,,0.1% Demonstration Scenario,0.001,2.33231,False
2839776_2026-07-09T00:55:07.374403+00:00,2839776,BTC,2026-07-09,2026-07-09T00:55:07.374403+00:00,4.88,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,0,-1.0,-1.002,-1.002002004,,,0.1% Demonstration Scenario,0.001,-1.0010019999999997,False
2840044_2026-07-09T01:40:07.233622+00:00,2840044,BTC,2026-07-09,2026-07-09T01:40:07.233622+00:00,4.88,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2840172_2026-07-09T01:55:08.005272+00:00,2840172,BTC,2026-07-09,2026-07-09T01:55:08.005272+00:00,4.87,0.03,0.025,0.0049999999999999975,0.1666664999999999,33.3333,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2840488_2026-07-09T02:40:07.244146+00:00,2840488,BTC,2026-07-09,2026-07-09T02:40:07.244146+00:00,4.88,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2840619_2026-07-09T02:55:06.134089+00:00,2840619,BTC,2026-07-09,2026-07-09T02:55:06.134089+00:00,4.9,0.37,0.365,0.0050000000000000044,0.013513500000000013,2.7027,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2842842_2026-07-09T06:10:08.427895+00:00,2842842,BTC,2026-07-09,2026-07-09T06:10:08.427895+00:00,4.86,0.18,0.175,0.0050000000000000044,0.027778000000000025,5.5556,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2843512_2026-07-09T07:25:02.902377+00:00,2843512,BTC,2026-07-09,2026-07-09T07:25:02.902377+00:00,4.95,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,0,-1.0,-1.002,-1.001995992,,,0.1% Demonstration Scenario,0.001,-1.0009959999999998,False
2843543_2026-07-09T07:40:02.434720+00:00,2843543,BTC,2026-07-09,2026-07-09T07:40:02.434720+00:00,4.96,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,1,11.5,11.498,11.498,,,0.1% Demonstration Scenario,0.001,11.499,False
2843659_2026-07-09T08:10:01.550831+00:00,2843659,BTC,2026-07-09,2026-07-09T08:10:01.550831+00:00,4.97,0.18,0.175,0.0050000000000000044,0.027778000000000025,5.5556,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2843822_2026-07-09T08:55:02.067930+00:00,2843822,BTC,2026-07-09,2026-07-09T08:55:02.067930+00:00,4.97,0.051,0.0505,0.0004999999999999935,0.009803899999999872,19.6078,0,-1.0,-1.002,-1.0019977956,,,0.1% Demonstration Scenario,0.001,-1.0009978,False
2843867_2026-07-09T09:10:02.976592+00:00,2843867,BTC,2026-07-09,2026-07-09T09:10:02.976592+00:00,4.95,0.17,0.165,0.0050000000000000044,0.029412000000000025,5.8824,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2843903_2026-07-09T09:25:03.020563+00:00,2843903,BTC,2026-07-09,2026-07-09T09:25:03.020563+00:00,4.95,0.29,0.28500000000000003,0.004999999999999949,0.017241499999999823,3.4483,1,2.4483,2.4463,2.4462929860000004,,,0.1% Demonstration Scenario,0.001,2.4472930000000006,False
2844200_2026-07-09T10:25:01.132238+00:00,2844200,BTC,2026-07-09,2026-07-09T10:25:01.132238+00:00,4.98,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2844372_2026-07-09T10:55:01.946200+00:00,2844372,BTC,2026-07-09,2026-07-09T10:55:01.946200+00:00,4.97,0.02,0.015,0.005000000000000001,0.25000000000000006,50.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2844957_2026-07-09T11:25:46.736439+00:00,2844957,BTC,2026-07-09,2026-07-09T11:25:46.736439+00:00,4.22,0.07,0.065,0.0050000000000000044,0.07142850000000006,14.2857,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2844995_2026-07-09T11:40:48.230318+00:00,2844995,BTC,2026-07-09,2026-07-09T11:40:48.230318+00:00,4.2,0.16,0.155,0.0050000000000000044,0.03125000000000003,6.25,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2845417_2026-07-09T12:25:02.542518+00:00,2845417,BTC,2026-07-09,2026-07-09T12:25:02.542518+00:00,4.96,0.24,0.235,0.0050000000000000044,0.020833500000000015,4.1667,1,3.1667,3.1647,3.1646919839999996,,,0.1% Demonstration Scenario,0.001,3.165692,False
2845659_2026-07-09T13:25:14.527701+00:00,2845659,BTC,2026-07-09,2026-07-09T13:25:14.527701+00:00,4.76,0.12,0.11499999999999999,0.0050000000000000044,0.04166650000000004,8.3333,0,-1.0,-1.002,-1.001995992,,,0.1% Demonstration Scenario,0.001,-1.0009959999999998,False
2845867_2026-07-09T14:10:13.967950+00:00,2845867,BTC,2026-07-09,2026-07-09T14:10:13.967950+00:00,4.77,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2845907_2026-07-09T14:25:14.801735+00:00,2845907,BTC,2026-07-09,2026-07-09T14:25:14.801735+00:00,4.75,0.07,0.065,0.0050000000000000044,0.07142850000000006,14.2857,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2846235_2026-07-09T15:55:58.696529+00:00,2846235,BTC,2026-07-09,2026-07-09T15:55:58.696529+00:00,4.02,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2846652_2026-07-09T16:25:13.926041+00:00,2846652,BTC,2026-07-09,2026-07-09T16:25:13.926041+00:00,4.77,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2847874_2026-07-09T16:55:13.349049+00:00,2847874,BTC,2026-07-09,2026-07-09T16:55:13.349049+00:00,4.78,0.24,0.235,0.0050000000000000044,0.020833500000000015,4.1667,0,-1.0,-1.002,-1.0020080159999998,,,0.1% Demonstration Scenario,0.001,-1.0010079999999997,False
2849336_2026-07-09T18:25:15.650937+00:00,2849336,BTC,2026-07-09,2026-07-09T18:25:15.650937+00:00,4.74,0.14,0.12000000000000001,0.020000000000000004,0.14285800000000004,7.1429,0,-1.0,-1.002,-1.0020060120000003,,,0.1% Demonstration Scenario,0.001,-1.001006,False
2849361_2026-07-09T18:40:14.477620+00:00,2849361,BTC,2026-07-09,2026-07-09T18:40:14.477620+00:00,4.76,0.09,0.08499999999999999,0.0050000000000000044,0.05555550000000005,11.1111,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2849831_2026-07-09T19:55:13.864271+00:00,2849831,BTC,2026-07-09,2026-07-09T19:55:13.864271+00:00,4.77,0.06,0.055,0.0049999999999999975,0.08333349999999995,16.6667,0,-1.0,-1.002,-1.002002004,,,0.1% Demonstration Scenario,0.001,-1.0010019999999997,False
2850098_2026-07-09T20:10:13.329273+00:00,2850098,BTC,2026-07-09,2026-07-09T20:10:13.329273+00:00,4.78,0.31,0.305,0.0050000000000000044,0.016129000000000015,3.2258,0,-1.0,-1.002,-1.0019979959999998,,,0.1% Demonstration Scenario,0.001,-1.0009979999999998,False
2850461_2026-07-09T20:55:14.672189+00:00,2850461,BTC,2026-07-09,2026-07-09T20:55:14.672189+00:00,4.76,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2850821_2026-07-09T21:25:15.991720+00:00,2850821,BTC,2026-07-09,2026-07-09T21:25:15.991720+00:00,4.73,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,0,-1.0,-1.002,-1.0019989980000001,,,0.1% Demonstration Scenario,0.001,-1.000999,False
2851488_2026-07-09T22:40:13.312003+00:00,2851488,BTC,2026-07-09,2026-07-09T22:40:13.312003+00:00,4.78,0.13,0.125,0.0050000000000000044,0.03846150000000004,7.6923,1,6.6923,6.6903,6.690301002000001,,,0.1% Demonstration Scenario,0.001,6.691301,False
2851574_2026-07-09T22:55:13.804140+00:00,2851574,BTC,2026-07-09,2026-07-09T22:55:13.804140+00:00,4.77,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2852759_2026-07-09T23:10:15.503891+00:00,2852759,BTC,2026-07-09,2026-07-09T23:10:15.503891+00:00,4.74,0.28,0.275,0.0050000000000000044,0.017857000000000015,3.5714,0,-1.0,-1.002,-1.001991984,,,0.1% Demonstration Scenario,0.001,-1.000992,False
2852998_2026-07-10T00:10:15.975908+00:00,2852998,BTC,2026-07-10,2026-07-10T00:10:15.975908+00:00,4.73,0.29,0.28500000000000003,0.004999999999999949,0.017241499999999823,3.4483,0,-1.0,-1.002,-1.002007014,,,0.1% Demonstration Scenario,0.001,-1.0010069999999998,False
2854848_2026-07-10T04:25:41.991576+00:00,2854848,BTC,2026-07-10,2026-07-10T04:25:41.991576+00:00,4.3,0.08,0.07500000000000001,0.0049999999999999906,0.06249999999999988,12.5,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2855007_2026-07-10T04:55:21.461508+00:00,2855007,BTC,2026-07-10,2026-07-10T04:55:21.461508+00:00,4.64,0.34,0.335,0.0050000000000000044,0.014706000000000012,2.9412,0,-1.0,-1.002,-1.002008016,,,0.1% Demonstration Scenario,0.001,-1.001008,False
2855934_2026-07-10T05:10:22.334476+00:00,2855934,BTC,2026-07-10,2026-07-10T05:10:22.334476+00:00,4.63,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2856087_2026-07-10T05:55:20.875186+00:00,2856087,BTC,2026-07-10,2026-07-10T05:55:20.875186+00:00,4.65,0.04,0.035,0.0049999999999999975,0.12499999999999994,25.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2856488_2026-07-10T06:10:21.137573+00:00,2856488,BTC,2026-07-10,2026-07-10T06:10:21.137573+00:00,4.65,0.05,0.045,0.0050000000000000044,0.10000000000000009,20.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2856521_2026-07-10T06:25:22.703957+00:00,2856521,BTC,2026-07-10,2026-07-10T06:25:22.703957+00:00,4.62,0.01,0.006,0.004,0.4,100.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2856608_2026-07-10T06:55:21.086532+00:00,2856608,BTC,2026-07-10,2026-07-10T06:55:21.086532+00:00,4.65,0.1,0.095,0.0050000000000000044,0.050000000000000044,10.0,0,-1.0,-1.002,-1.002,,,0.1% Demonstration Scenario,0.001,-1.001,False
2856728_2026-07-10T07:40:21.473184+00:00,2856728,BTC,2026-07-10,2026-07-10T07:40:21.473184+00:00,4.64,0.11,0.10500000000000001,0.0049999999999999906,0.04545449999999991,9.0909,0,-1.0,-1.002,-1.001998998,,,0.1% Demonstration Scenario,0.001,-1.000999,False
